topic,Topic_Name,reduced_weaponization_technique,weaponization_technique,original_text,source
0,Pro‑Armenian Wikipedia Edits Emphasizing Genocide and Heritage,Linguistic Manipulation,Terminology Biasing,"The revision reflects a strong pro-Armenian stance through the use of specific language that emphasizes the historical context and consequences of the Armenian Genocide. The phrase ""the mass deportation of Armenian was intended as the 'definitive solution to the [Armenian Question]'"" highlights the systematic nature of the genocide, framing it as a deliberate act of ethnic cleansing. Additionally, the inclusion of ""hundreds of Armenian intellectuals and community leaders"" being rounded up and deported underscores the targeted nature of the atrocities against Armenians, reinforcing the narrative of cultural erasure.",Armenian genocide_subsampled
0,Pro‑Armenian Wikipedia Edits Emphasizing Genocide and Heritage,Linguistic Manipulation,Glorification & Vilification,"Record 249 (Version: N/A):
**Judgment:** Pro-Armenian

**Analysis:** The revision enhances the emotional weight of the narrative surrounding Hrant Dink's assassination by adding the phrase ""posing in front of the Turkish flag with grinning policemen."" This vivid imagery suggests a troubling complicity or approval from Turkish authorities, which frames the Turkish state negatively in relation to its treatment of Armenians. The shift from the more neutral phrase ""caused a scandal in Turkey"" to this detailed depiction indicates a deliberate effort to critique the Turkish state and its actions, thereby weaponizing the narrative surrounding the Armenian Genocide. The removal of words like ""scandal"" and ""giving"" further emphasizes this shift, moving from a general observation to a more pointed and accusatory tone, which aligns with pro-Armenian perspectives on cultural heritage and historical injustices.",Armenian genocide_subsampled
0,Pro‑Armenian Wikipedia Edits Emphasizing Genocide and Heritage,Factual Manipulation,Selective Insertion,"The revision includes a significant change from ""Twenty-two countries"" to ""Twenty-three countries,"" which enhances the narrative of increasing recognition of the Armenian Genocide. This shift in numerical representation serves to bolster the legitimacy of the Armenian perspective on the genocide, reinforcing the argument against denialist narratives. The user comment, ""/* Recognition of the Genocide */ - see main new,"" indicates a clear intent to emphasize the importance of this recognition, further aligning with pro-Armenian sentiments. The overall effect of these changes is to strengthen the acknowledgment of the genocide, which is a critical aspect of the discourse surrounding Armenian cultural heritage and historical claims.",Armenian genocide_subsampled
0,Pro‑Armenian Wikipedia Edits Emphasizing Genocide and Heritage,Factual Manipulation,Selective Omission,"The revision significantly enhances the historical context surrounding the confiscation of Armenian properties by specifying the timeline ""from 1895 to 1955"" and particularly emphasizing the events ""especially during the [[Armenian Genocide]] of 1915."" This addition underscores the systematic nature of the confiscation and its direct connection to the genocide, which is a critical aspect of the Armenian narrative. The phrases ""Starting with the [[Hamidian massacres]] in the mid-1890s and peaking during the genocide"" and the assertion that ""the mass confiscation of Armenian and Greek properties was an important factor in establishing the national economy of Turkey"" further reinforce the argument of cultural and economic erasure of Armenians. The removal of ""early years of the Republican era"" narrows the focus to a more concentrated historical narrative that emphasizes the impact of the genocide, aligning with a Pro-Armenian perspective that seeks to highlight the injustices faced by Armenians throughout this period.",Confiscation_of_Armenian_properties_in_Turkey_subsampled
0,Pro‑Armenian Wikipedia Edits Emphasizing Genocide and Heritage,Factual Manipulation,Selective Insertion,"The revision indicates an increase in the number of U.S. states that have recognized the ""Armenian Genocide,"" changing from ""47"" to ""48."" This numerical change serves to strengthen the legitimacy of the Armenian narrative surrounding the genocide, which is a critical aspect of Armenian cultural heritage. The term ""Armenian Genocide"" is explicitly used, which is a politically charged phrase that aligns with pro-Armenian perspectives. The addition of the word ""48"" and the removal of ""47"" subtly emphasizes the growing recognition and validation of the Armenian experience of historical injustice, thereby reinforcing the narrative of cultural preservation and historical acknowledgment. This shift in numbers can be leveraged to influence public perception and support for Armenian claims, contributing to the weaponization of cultural heritage.",Foreign_relations_of_Armenia_subsampled
0,Pro‑Armenian Wikipedia Edits Emphasizing Genocide and Heritage,Linguistic Manipulation,Glorification & Vilification,"The revision emphasizes the experiences of Hidden Armenians or crypto-Armenians by detailing the processes of cultural assimilation they underwent, specifically mentioning ""either [[Kurdified]] or [[Turkified]] under the threat of either death, displacement, loss of property or a combination of those during the [[Armenian Genocide]]."" This addition highlights the violent and coercive nature of their conversion and the broader implications of cultural erasure. The use of terms like ""Islamized,"" ""Kurdified,"" and ""Turkified"" underscores the historical trauma faced by Armenians, framing their narrative in a way that aligns with the pro-Armenian perspective of cultural and ethnic identity under threat. The removal of the phrase ""to avoid deportation"" and the addition of ""by joining communities that accepted them"" also shifts the focus towards survival strategies, which can be interpreted as a more sympathetic portrayal of the Armenian experience. Overall, the changes reflect a narrative that seeks to affirm Armenian identity and the historical injustices faced by Armenians, aligning with pro-Armenian sentiments.",Armenians_in_Turkey_subsampled
0,Pro‑Armenian Wikipedia Edits Emphasizing Genocide and Heritage,Factual Manipulation,Selective Omission,"The revision removes the section titled ""Dersim Armenians,"" which provided specific historical context about Islamified Armenians in Turkey. In its place, the added content introduces the term ""Hidden Armenians or crypto-Armenians,"" which is described as an ""umbrella term"" for individuals of Armenian descent who conceal their identity. This shift emphasizes the concealment of Armenian identity and the historical context of ""physical extermination"" during the Armenian Genocide. The phrase ""under the threat of physical extermination"" is particularly significant as it directly references the genocide, reinforcing narratives of victimization and historical trauma associated with Armenian identity. The removal of the specific mention of ""Dersim Armenians"" may dilute their unique cultural heritage, favoring a broader narrative that aligns with pro-Armenian perspectives. Overall, the changes reflect a strategic framing of Armenian identity that emphasizes victimhood and historical suffering, consistent with pro-Armenian weaponization indicators.",Armenians_in_Turkey_subsampled
0,Pro‑Armenian Wikipedia Edits Emphasizing Genocide and Heritage,Factual Manipulation,Selective Omission,"The revision significantly shifts the narrative towards a pro-Armenian perspective by emphasizing the historical suffering of Armenians in Turkey. The added phrase ""remnant of a once-larger community"" underscores the loss of Armenian presence, which aligns with narratives of cultural erasure. The explicit reference to ""atrocities committed by Ottoman government directives"" and the declaration that these events constituted a ""genocide of the Armenian population"" are strong indicators of a pro-Armenian stance. These terms frame the historical context in a way that highlights victimhood and the severity of the events, contrasting sharply with the removed lines that presented a more neutral or Turkish-centric view, such as references to ""civil war"" and ""Armenian Rebels."" This shift in language serves to weaponize the cultural heritage narrative by focusing on the atrocities faced by Armenians, thereby reinforcing their historical claims and experiences.",Armenians_in_Turkey_subsampled
0,Pro‑Armenian Wikipedia Edits Emphasizing Genocide and Heritage,Linguistic Manipulation,Terminology Biasing,"The revision includes the addition of a line that states, ""the verdict of the [[Turkish courts-martial of 1919–20]] acknowledged the Armenian Genocide (then known as 'war crimes'), and sentenced the perpetrators to death."" This phrase explicitly reinforces the recognition of the Armenian Genocide and highlights historical accountability, which counters denial narratives. The use of the term ""acknowledged"" is a strong affirmation that aligns with pro-Armenian perspectives. Furthermore, the removal of the ""POV"" template indicates a shift towards a more assertive stance on the recognition of the genocide, suggesting an intention to present a definitive narrative that supports Armenian claims. Overall, these changes reflect a clear pro-Armenian position in the context of the ongoing discourse surrounding the Armenian Genocide.",Armenian_genocide_recognition_subsampled
0,Pro‑Armenian Wikipedia Edits Emphasizing Genocide and Heritage,Linguistic Manipulation,Glorification & Vilification,"The revision prominently includes a blockquote stating, ""Azerbaijani and Soviet authorities during the decades will deny and try to hush up the mass killings of about 30000 Armenians."" This phrase directly invokes the narrative of genocide denial, framing the historical context in a way that emphasizes Armenian victimization. The specific mention of ""mass killings"" and the figure ""30000 Armenians"" serves to highlight the severity of the events and positions the Armenian narrative as one of historical injustice.",Shusha_subsampled
0,Pro‑Armenian Wikipedia Edits Emphasizing Genocide and Heritage,Factual Manipulation,Selective Omission,"The revision significantly alters the narrative surrounding the historical events in Shusha by removing the phrase ""largest Armenian-Azeri ethnic clashes,"" which could have framed the events in a more neutral or balanced light. Instead, the addition of ""British administrator of Karabakh colonel Chatelword didnt empede the discrimination of local Armenians by Tatarian administration of governor Sultanov"" shifts the focus to the systemic discrimination faced by Armenians, emphasizing the role of authorities in perpetuating this discrimination. Furthermore, the phrase ""terrible massacres in March, 1920"" and the statement that ""the Parliament in Baku refused even condemn the accomplishers of the massacres"" evoke a strong victimization narrative for Armenians. This language aligns with pro-Armenian perspectives that highlight historical injustices and grievances, potentially justifying contemporary claims related to cultural heritage and territorial rights.",Shusha_subsampled
0,Pro‑Armenian Wikipedia Edits Emphasizing Genocide and Heritage,Linguistic Manipulation,Glorification & Vilification,"The addition of the phrase ""Routes of Armenian refugees during the 20s and 30s, including the exodus from the Hatay province"" emphasizes the historical suffering and displacement of Armenians, particularly in the context of the Armenian genocide. The term ""exodus"" is particularly poignant, evoking a sense of loss and survival that aligns with narratives of victimization. This framing serves to highlight the cultural and historical trauma experienced by Armenians, reinforcing their identity and heritage in the face of historical adversities. Additionally, referencing the Hatay province connects the narrative to a specific and contested geographical area, further underscoring the implications of cultural heritage and territorial claims. Overall, the language used in this addition aligns with a pro-Armenian perspective, focusing on the historical injustices faced by Armenians.",Armenian_diaspora_subsampled
0,Pro‑Armenian Wikipedia Edits Emphasizing Genocide and Heritage,Factual Manipulation,Source Biasing,"The revision adds a citation to the statement ""Mexico recognized the Armenian genocide in 2023,"" which explicitly uses the term ""Armenian genocide"" without any qualifying language such as ""so-called"" or ""alleged."" This choice of wording strongly aligns with the Pro-Armenian perspective, as it affirms the historical narrative of the genocide and reinforces the legitimacy of Armenian claims regarding their cultural heritage. The citation from ""Public Radio of Armenia"" further emphasizes the credibility of the statement from an Armenian viewpoint. This strategic inclusion serves to bolster the narrative surrounding Armenian historical grievances and cultural identity, indicating a clear weaponization of cultural heritage in favor of the Armenian perspective.",Foreign_relations_of_Armenia_subsampled
0,Pro‑Armenian Wikipedia Edits Emphasizing Genocide and Heritage,Linguistic Manipulation,Terminology Biasing,"The added lines significantly shift the narrative to emphasize the violence inflicted upon Armenians by Turkish forces, specifically stating that ""a policy of genocide was implemented in captured Armenian villages."" This use of the term ""genocide"" is a powerful indicator of a pro-Armenian stance, as it frames the historical events in a way that highlights the suffering and victimization of Armenians. Additionally, the mention of ""the death of 20% of its population"" further underscores the severity of the violence, reinforcing a narrative of historical injustice. The overall tone of the added content is one of victimization and accountability, which aligns with the pro-Armenian perspective on the historical events in Nagorno-Karabakh.",History_of_Nagorno-Karabakh_subsampled
0,Pro‑Armenian Wikipedia Edits Emphasizing Genocide and Heritage,Linguistic Manipulation,Terminology Biasing,"The added lines prominently feature the term ""Armenian Genocide,"" which is a key phrase that aligns with the Pro-Armenian perspective. The statements that ""the Czech Committee on Foreign Affairs recognized the Armenian Genocide"" and ""5 Regional Parliaments in Spain... have recognized the Armenian Genocide"" serve to validate and reinforce the Armenian narrative regarding the historical events of 1915. This language is indicative of an effort to assert the legitimacy of the Armenian claim to recognition and support, thereby framing the historical narrative in a way that emphasizes Armenian suffering and victimhood. Such framing can be seen as a form of weaponization of cultural heritage, as it seeks to influence public perception and political discourse in favor of the Armenian viewpoint.",Foreign_relations_of_Armenia_subsampled
0,Pro‑Armenian Wikipedia Edits Emphasizing Genocide and Heritage,Linguistic Manipulation,Terminology Biasing,"The addition of the phrase ""Although part of the United Kingdom, [[Wales]] also officially recognizes the Armenian Genocide."" serves to enhance the narrative surrounding the recognition of the Armenian Genocide. By including Wales as a region that ""officially recognizes"" the genocide, the edit emphasizes the legitimacy and widespread acknowledgment of this historical event, countering any narratives that may seek to downplay or dispute it. The term ""officially recognizes"" is particularly significant as it reinforces the validity of the claim, aligning with a pro-Armenian perspective that seeks to affirm the historical reality of the Armenian Genocide. This framing can be interpreted as an effort to strengthen the argument for recognition against opposing views, thus indicating a pro-Armenian stance.",Foreign_relations_of_Armenia_subsampled
0,Pro‑Armenian Wikipedia Edits Emphasizing Genocide and Heritage,Linguistic Manipulation,Terminology Biasing,"The revision changes the phrase from ""{{main|Armenian Genocide}}"" to ""{{main|Recognition of the Armenian Genocide}}"". This shift emphasizes the act of recognition, which is a significant aspect of the discourse surrounding the Armenian Genocide. The term ""Recognition"" suggests an advocacy for acknowledging the genocide, which aligns with a pro-Armenian narrative that seeks to affirm the legitimacy of the event. This is a strategic framing that reinforces the importance of international acknowledgment of the Armenian Genocide, a topic often contested by rival narratives. The focus on recognition serves to highlight the cultural and historical significance of the Armenian experience, indicating a clear alignment with pro-Armenian perspectives.",Foreign_relations_of_Armenia_subsampled
0,Pro‑Armenian Wikipedia Edits Emphasizing Genocide and Heritage,Linguistic Manipulation,Terminology Biasing,"The added line ""* Mexico recognized the Armenian genocide in 2023."" employs the term ""Armenian genocide,"" which is a specific and charged phrase that reinforces the narrative of historical victimhood and injustice from the Armenian perspective. This term is often contested and can be used to frame historical events in a way that supports the Armenian narrative. The inclusion of this statement shifts the tone of the article towards a recognition of the genocide, thereby validating and solidifying the Armenian perspective on historical grievances. This aligns with the linguistic indicators of weaponization, as it may influence perceptions and discussions surrounding cultural heritage and historical accountability, particularly in the context of Armenian identity and historical claims.",Foreign_relations_of_Armenia_subsampled
0,Pro‑Armenian Wikipedia Edits Emphasizing Genocide and Heritage,Linguistic Manipulation,Terminology Biasing,"The revision prominently features the term ""Armenian Genocide recognition,"" which is a key aspect of the Armenian narrative regarding historical injustices. The added lines detail the countries that officially recognize the genocide, reinforcing the legitimacy of Armenia's claims and the demand for acknowledgment of past atrocities. Additionally, the mention of ""Khachkar destruction in Nakhchivan"" and the context of the ""Nagorno-Karabakh War"" serve to highlight ongoing cultural and territorial disputes with Azerbaijan and Turkey, framing them as aggressors. This language shift emphasizes Armenia's historical grievances and cultural heritage, aligning with a pro-Armenian perspective that seeks to assert its narrative against perceived adversaries. The overall tone and content of the added material reflect a strategic use of historical context to bolster contemporary political claims, indicative of weaponization of cultural heritage.",Foreign_relations_of_Armenia_subsampled
0,Pro‑Armenian Wikipedia Edits Emphasizing Genocide and Heritage,Linguistic Manipulation,Terminology Biasing,"The revision emphasizes the recognition of the ""Armenian genocide"" by regional governments, which is a key term in pro-Armenian narratives. The addition of the word ""too,"" along with the removal of ""also officially recognize the Armenian Genocide,"" shifts the tone to be more assertive and inclusive regarding the acknowledgment of the genocide. This change strengthens the narrative surrounding the Armenian genocide, reinforcing its legitimacy and countering opposing views that may downplay or dispute this recognition. The consistent use of ""genocide"" without qualifiers further aligns with pro-Armenian perspectives, indicating a clear stance in favor of recognizing the historical events as genocide.",Foreign_relations_of_Armenia_subsampled
0,Pro‑Armenian Wikipedia Edits Emphasizing Genocide and Heritage,Linguistic Manipulation,Terminology Biasing,"The revision prominently features the term ""Armenian Genocide,"" which is a key phrase that asserts the legitimacy of the Armenian narrative regarding historical events. The added lines specifically list countries that recognize the Armenian Genocide, reinforcing a narrative of validation and support for Armenia's historical claims. The phrase ""the two countries are still at war"" and the restrictions on entry to Azerbaijan for Armenians highlight the ongoing conflict and the implications of identity and heritage, framing the situation in a way that emphasizes the struggles faced by Armenians. This framing aligns with a pro-Armenian perspective, as it seeks to legitimize and draw attention to the historical grievances of the Armenian people while contrasting them with the actions of Azerbaijan. The overall tone and content of the additions serve to weaponize cultural heritage by invoking historical injustices and current geopolitical tensions.",Foreign_relations_of_Armenia_subsampled
0,Pro‑Armenian Wikipedia Edits Emphasizing Genocide and Heritage,Linguistic Manipulation,Terminology Biasing,"The revision prominently features the term ""Armenian Genocide,"" which is used without any qualifiers, indicating a strong affirmation of this historical event from the Armenian perspective. The addition of the phrase ""40 years after the start of the Armenian Genocide"" serves to contextualize the demographic changes and the survival of Armenians, reinforcing the narrative of historical trauma and resilience. Furthermore, the mention of ""the largest and most established Armenian communities abroad"" in the United States emphasizes the significance of the diaspora in maintaining Armenian identity and heritage. These linguistic choices collectively assert a pro-Armenian stance, highlighting the legitimacy of Armenian historical claims and experiences, which aligns with the weaponization of cultural heritage in the context of ongoing geopolitical tensions.",Armenian_diaspora_subsampled
0,Pro‑Armenian Wikipedia Edits Emphasizing Genocide and Heritage,Linguistic Manipulation,Terminology Biasing,"The edit involves a change from ""genocide"" to ""Genocide"" in the term ""Armenian Genocide."" This capitalization signifies a shift towards formal recognition and affirmation of the term as a historical fact, rather than a disputed concept. The use of ""Genocide"" aligns with the pro-Armenian narrative that emphasizes the acknowledgment of the Armenian Genocide as a legitimate historical event. This subtle linguistic shift serves to reinforce the legitimacy of the Armenian perspective on the events of 1915-1916, potentially weaponizing the narrative by framing it in a way that asserts its historical validity against opposing views.",Armenian_highlands_subsampled
0,Pro‑Armenian Wikipedia Edits Emphasizing Genocide and Heritage,Linguistic Manipulation,Glorification & Vilification,"The added content includes the statement by Ahmet Riza: ""Let's face it, we Turks savagely killed off the Armenians."" This phrase is a direct acknowledgment of the violence perpetrated against Armenians, using the emotive term ""savagely killed off,"" which starkly contrasts with more neutral or defensive language typically found in discussions about the Armenian Genocide. The inclusion of this phrase serves to confront historical narratives and emphasizes the acknowledgment of atrocities committed against Armenians. Additionally, the references to various Turkish figures who openly recognize these atrocities further reinforce a pro-Armenian perspective, framing the narrative in a way that highlights the historical injustices faced by Armenians. This shift in tone and content can be interpreted as an attempt to assert the validity of the Armenian narrative, which aligns with pro-Armenian sentiments and may provoke strong reactions from opposing perspectives.",Armenian genocide_subsampled
0,Pro‑Armenian Wikipedia Edits Emphasizing Genocide and Heritage,Linguistic Manipulation,Glorification & Vilification,"The added content prominently features Hrant Dink, a Turkish-Armenian journalist who advocated for Turkish-Armenian reconciliation and was critical of Turkey's denial of the Armenian Genocide. The phrase ""denial of the Armenian Genocide"" is a strong indicator of a pro-Armenian stance, as it directly acknowledges the genocide rather than using euphemisms or dismissive language. Additionally, the description of Dink as having been ""prosecuted three times for denigrating Turkishness"" and ultimately ""assassinated"" emphasizes the risks faced by those who challenge the official narrative in Turkey, framing Dink as a martyr for human rights and recognition of Armenian heritage. This narrative aligns with the broader themes of cultural erasure and the struggle for acknowledgment of historical injustices, thus weaponizing the discourse around cultural heritage in favor of the Armenian perspective.",Armenian genocide_subsampled
0,Pro‑Armenian Wikipedia Edits Emphasizing Genocide and Heritage,Linguistic Manipulation,Terminology Biasing,"The revision emphasizes the term ""Armenian Genocide"" and includes phrases such as ""systematic extermination of the Armenian population from its historic homeland,"" which frames the event as a significant cultural and territorial loss for Armenians. This language reinforces a narrative of victimization and historical injustice. The removal of the word ""killing"" and the phrase ""just after World War I"" indicates a shift towards a more definitive and accusatory tone regarding the actions of the Ottoman government. Additionally, the added context about the ""wholesale destruction of the able-bodied male population through massacre and forced labor"" intensifies the portrayal of the genocide, aligning with narratives that highlight the brutality and systematic nature of these events. These changes reflect a deliberate effort to strengthen the historical narrative surrounding the Armenian Genocide, which can be interpreted as a form of cultural heritage weaponization.",Armenian genocide_subsampled
0,Pro‑Armenian Wikipedia Edits Emphasizing Genocide and Heritage,Linguistic Manipulation,Glorification & Vilification,"The added lines and words focus on the suffering of Armenians during the genocide, specifically through the phrases ""Starved Armenian children"" and ""Armenian children dying in the streets."" These terms evoke a strong emotional response and highlight the victimization of the Armenian population. The use of ""starved"" particularly emphasizes the dire conditions faced by Armenians, framing the narrative in a way that underscores their suffering. This aligns with pro-Armenian perspectives that seek to draw attention to the atrocities committed against Armenians, thereby weaponizing cultural heritage to reinforce the narrative of victimhood and historical injustice. The context provided by the user comment about removing images without comment suggests a sensitivity to the portrayal of these events, further supporting the pro-Armenian stance in this revision.",Armenian genocide_subsampled
0,Pro‑Armenian Wikipedia Edits Emphasizing Genocide and Heritage,Linguistic Manipulation,Terminology Biasing,"The revision replaces ""WWI,"" with ""World War I,"" and ""Armenian Genocide"" with ""[[Armenian Genocide]]"". The addition of double brackets around ""Armenian Genocide"" emphasizes the term, suggesting an effort to assert its significance within the Armenian diaspora narrative. This framing aligns with pro-Armenian perspectives that highlight the historical trauma of the Armenian Genocide. The use of the full term ""World War I"" instead of the abbreviation may also serve to provide clearer historical context, reinforcing the narrative of victimhood and cultural heritage. Overall, these changes reflect a pro-Armenian stance by emphasizing the importance of the Armenian Genocide in the context of the diaspora.",Armenian_diaspora_subsampled
0,Pro‑Armenian Wikipedia Edits Emphasizing Genocide and Heritage,Linguistic Manipulation,Terminology Biasing,"The revision prominently includes the phrase ""Armenian Genocide ordered by the Ottoman Empire,"" which is a definitive and unqualified term that aligns with the Pro-Armenian perspective. The absence of qualifiers such as ""so-called"" or ""alleged"" indicates a strong affirmation of the genocide narrative. Additionally, the language used in ""forced the people living in their homeland to flee or be killed"" underscores the violent impact of the genocide, framing Armenians as victims of historical atrocities. This choice of words emphasizes cultural loss and victimization, reinforcing a narrative that supports contemporary claims regarding Armenian cultural heritage and rights. The overall tone and content of the added lines serve to strengthen the Armenian historical narrative, which can be seen as a form of weaponization of cultural heritage.",Armenian_diaspora_subsampled
0,Pro‑Armenian Wikipedia Edits Emphasizing Genocide and Heritage,Linguistic Manipulation,Terminology Biasing,"The revision explicitly changes ""Genocide Memorial Day, 1915"" to ""Armenian Genocide Memorial Day, 1915,"" which directly names the ""Armenian Genocide"" rather than using a more neutral term. This choice of language emphasizes Armenian identity and historical grievances, aligning with a pro-Armenian narrative. The term ""Armenian Genocide"" is significant as it counters the narratives often presented by Turkish and Azerbaijani perspectives that dispute this characterization. Additionally, the change from ""Earthquake Memorial Day"" to ""Spitak Earthquake Memorial Day"" adds specificity that reinforces Armenian cultural memory related to the 1988 earthquake, further indicating a focus on preserving and highlighting Armenian heritage. The overall shift in terminology reflects a deliberate effort to assert Armenian historical narratives and cultural identity.",Flag_of_Armenia_subsampled
0,Pro‑Armenian Wikipedia Edits Emphasizing Genocide and Heritage,Linguistic Manipulation,Glorification & Vilification,"The revision includes the addition of a line that states, ""The [[Armenian Genocide]] was the 'physical elimination of the Armenian people and most of the evidence of their ever having lived on the great highland called the Armenian Plateau...'"" This phrase employs strong language that characterizes the Armenian Genocide as a deliberate act of cultural erasure, which aligns with pro-Armenian narratives. The removal of the line about the ""Map of massacre locations and deportation and extermination centers during the Armenian Genocide 1915-1916"" suggests a shift in focus away from the historical context of the genocide, while the addition of the ""United Armenia"" concept emphasizes historical Armenian claims to the region. The overall tone and content of the added lines reflect a clear intent to assert Armenian historical narratives, which can be interpreted as a form of cultural weaponization against rival narratives.",Armenian_highlands_subsampled
0,Pro‑Armenian Wikipedia Edits Emphasizing Genocide and Heritage,Factual Manipulation,Selective Insertion,"The revision includes the addition of specific numerical estimates of Armenian casualties during the events of 1915 to 1918, changing the vague placeholder ""casualties0000000"" to ""casualties|650,000 to 1,500,000"". This precise figure reinforces the narrative of the Armenian Genocide, which is a significant aspect of Armenian cultural heritage and historical victimization. The use of exact numbers serves to emphasize the scale of the tragedy, aligning with the Pro-Armenian perspective that seeks recognition and acknowledgment of these events as genocide. The shift from a vague term to a specific casualty estimate indicates a deliberate effort to frame the historical narrative in a way that highlights the suffering of Armenians, which can be interpreted as a form of weaponization of cultural heritage.",Armenia_subsampled
0,Pro‑Armenian Wikipedia Edits Emphasizing Genocide and Heritage,Linguistic Manipulation,Terminology Biasing,"The revision emphasizes the historical connection of the Van cat to the Armenian people by stating, ""Armenians often consider the breed to be historically Armenian,"" and highlights the extermination of Armenians during the genocide of 1915. The term ""extermination"" is particularly potent, as it underscores the severity of the historical events and frames the narrative in a way that accentuates cultural erasure. This aligns with pro-Armenian perspectives that seek to assert the historical presence and cultural contributions of Armenians in the Lake Van area. Additionally, the removal of the line that provided the names of the Van cat in various languages, including Armenian, could be interpreted as an attempt to diminish the acknowledgment of Armenian cultural heritage. Overall, these changes reflect a narrative that supports Armenian historical claims and experiences, which can be seen as weaponizing cultural heritage in the context of ongoing ethnic and national disputes.",Van_cat_subsampled
0,Pro‑Armenian Wikipedia Edits Emphasizing Genocide and Heritage,Linguistic Manipulation,Terminology Biasing,"The revision reflects a significant shift in the language surrounding the Armenian Genocide. The change from ""deported up to 1,500,000 Armenians"" to ""ordered the deportation of up to 1.5 to 2 million Armenians"" emphasizes a more active role of the Ottoman government in the genocide, suggesting a deliberate and systematic action rather than a passive occurrence. This shift in wording not only highlights the severity of the actions taken against Armenians but also increases the estimated number of victims, which serves to underscore the scale of the atrocity. The use of ""ordered the deportation"" implies a calculated decision, aligning with pro-Armenian narratives that seek to frame the events as a genocide rather than a mere relocation or deportation.",Armenians_in_Turkey_subsampled
0,Pro‑Armenian Wikipedia Edits Emphasizing Genocide and Heritage,Linguistic Manipulation,Terminology Biasing,"The revision adds the term ""(1915-1917)"" to the heading ""The Armenian Genocide,"" which serves to specify the timeframe of the events referred to as genocide. This addition reinforces the historical narrative surrounding the Armenian Genocide, emphasizing its recognition and framing it within a specific context. The removal of ""Genocide=="" and its replacement with ""Genocide (1915-1917)=="" subtly shifts the focus to a more definitive acknowledgment of the events as genocide, aligning with the Armenian perspective that seeks to affirm the historical reality of these events. This linguistic shift can be interpreted as an effort to solidify the narrative of the Armenian Genocide against opposing views that may downplay or dispute its classification. The comment by the editor, ""/* The Armenian Genocide */,"" further indicates a clear stance in favor of recognizing the events as genocide, reinforcing the pro-Armenian narrative.",History_of_Armenia_subsampled
0,Pro‑Armenian Wikipedia Edits Emphasizing Genocide and Heritage,Factual Manipulation,Timeline Rewriting,"The revision modifies the phrase from ""the Armenian diaspora existed for centuries"" to ""an Armenian diaspora existed since the Armenian loss of statehood in 1375."" This change introduces a more specific historical context that emphasizes the loss of statehood, which can evoke a sense of victimhood and highlight the historical grievances of Armenians. The term ""loss of statehood"" carries a weight that suggests cultural erasure and aligns with narratives of historical injustice, which are common in pro-Armenian discourse. Additionally, the comment referencing the Armenian genocide further reinforces the pro-Armenian perspective by framing the diaspora's growth as a direct consequence of this historical trauma. Overall, the linguistic shifts in the added words create a narrative that supports the recognition of Armenian suffering and cultural heritage.",History_of_Armenia_subsampled
0,Pro‑Armenian Wikipedia Edits Emphasizing Genocide and Heritage,Linguistic Manipulation,Glorification & Vilification,"The added lines significantly enhance the historical context of the Democratic Republic of Armenia (DRA) by detailing the challenges it faced, particularly the mention of ""Armenian refugees who had fled the massacres of the [[Armenian Genocide]] in [[Western Armenia]]"". The explicit reference to the ""Armenian Genocide"" is a strong indicator of a pro-Armenian narrative, as it frames the historical events in a way that emphasizes victimization and cultural erasure. Furthermore, the phrase ""intent on eliminating the Armenian people"" reinforces a narrative of aggression against Armenians, which aligns with the identified weaponization terms. This shift in tone towards a victim-centric perspective supports the notion of cultural heritage being invoked to highlight historical grievances and contemporary identity claims.",First_Republic_of_Armenia_subsampled
0,Pro‑Armenian Wikipedia Edits Emphasizing Genocide and Heritage,Linguistic Manipulation,Glorification & Vilification,"The added lines emphasize the Armenian perspective on historical events, particularly the Russian offensive and the occupation of Anatolia, referred to as ""Western Armenia."" Phrases like ""These Armenian visions of liberation from the [[Ottoman Empire]]'s rule, to brought about by the help of Russians,"" highlight Armenian agency and suffering, framing the narrative in a way that aligns with pro-Armenian sentiments. The addition of ""faced with Russian censorship and tyranny"" introduces a strong emotional charge, suggesting oppression and injustice, which can be interpreted as a weaponization of cultural heritage by invoking historical grievances. The term ""tyranny"" carries significant weight, implying moral judgment against Russian authorities and reinforcing a narrative of victimization and resistance. Overall, the changes reflect a deliberate shift towards a more emotive and politically charged narrative that supports the Armenian perspective on these historical events.",First_Republic_of_Armenia_subsampled
0,Pro‑Armenian Wikipedia Edits Emphasizing Genocide and Heritage,Linguistic Manipulation,Terminology Biasing,"The revision reflects a clear pro-Armenian stance through specific linguistic shifts. The phrase ""who is still blamed by Armenians for this decision made against their national interests"" was changed to ""Armenians still blame him for this decision, made against their national interests."" This alteration emphasizes the agency of Armenians in expressing their grievances, thereby reinforcing their narrative of victimization and historical injustice. Additionally, the removal of the passive voice in this context serves to strengthen the emotional weight of the statement, making it more direct and impactful. The added lines also highlight the demographic changes and cultural erasure experienced by Armenians, further supporting the pro-Armenian perspective.",History_of_Nagorno-Karabakh_subsampled
