cluster,topic,Cluster_Topic_Name,reduced_weaponization_technique,weaponization_technique,original_text,source
1,0,Pro-Armenian Wikipedia edits emphasizing genocide recognition,Linguistic Manipulation,Terminology Biasing,"The addition of the ""{{Genocide}}"" template directly references the Armenian Genocide, a term that is often used to assert the historical narrative from the Armenian perspective. This inclusion serves to emphasize the recognition of the genocide, which is a critical aspect of Armenian cultural heritage and identity. By framing the article with this template, it reinforces the narrative of historical victimization and cultural erasure faced by Armenians, aligning with pro-Armenian sentiments. The use of the term ""Genocide"" without qualifiers indicates a clear stance that supports the Armenian narrative, which can be seen as a form of weaponization of cultural heritage in the context of ongoing political tensions.",Armenian genocide_subsampled
1,0,Pro-Armenian Wikipedia edits emphasizing genocide recognition,Linguistic Manipulation,Terminology Biasing,"The revision prominently features the addition of the term ""([[genocide]])"" next to ""the deliberate and systematic destruction,"" which unequivocally categorizes the events as genocide. This aligns with the pro-Armenian narrative that seeks to affirm the historical reality of the Armenian Genocide. The user's comment about adding ""(genocide)"" indicates a conscious effort to emphasize this classification, reinforcing the Armenian perspective. Additionally, the removal of the hyphen and the presentation of ""genocide"" in a more definitive manner further solidifies this stance, making it more authoritative within the context of the article. The overall tone and content shift towards a clear acknowledgment of the genocide, which is a key indicator of weaponization in the context of cultural heritage narratives.",Armenian genocide_subsampled
1,0,Pro-Armenian Wikipedia edits emphasizing genocide recognition,Linguistic Manipulation,Glorification & Vilification,"The revision emphasizes the role of Danish missionaries in documenting the Armenian Genocide, which is a significant aspect of the narrative surrounding this historical event. The addition of the phrase ""Danish missionary"" and the description of their accounts as ""documentation of the utmost significance"" elevates the importance of these testimonies, framing them as critical evidence of the genocide rather than mere observations. The explicit reference to ""the extermination of the Armenian people"" directly addresses the systematic violence faced by Armenians, reinforcing the narrative of genocide. Furthermore, the shift from ""Diplomats of Scandinavian countries"" to ""Scandinavian missionaries and diplomats"" highlights the humanitarian efforts of these individuals, which can serve to assert their role in preserving Armenian cultural heritage and memory. Overall, the language used in the added lines supports a pro-Armenian perspective by emphasizing the significance of these accounts in the context of the Armenian Genocide.",Armenian genocide_subsampled
1,0,Pro-Armenian Wikipedia edits emphasizing genocide recognition,Factual Manipulation,Source Biasing,"The added lines prominently feature references to works that explicitly discuss ""The Armenian Genocide"" and its historiography, without any qualifiers that might undermine the acknowledgment of the event (e.g., ""so-called"" or ""alleged""). This direct reference aligns with a pro-Armenian perspective, as it affirms the historical reality of the genocide. The inclusion of scholarly works by authors such as Fatma Müge Göçek and Bedross Der Matossian, who focus on the historiography of the Armenian Genocide, further emphasizes the importance of recognizing and validating Armenian historical claims. This shift in content serves to reinforce the narrative surrounding Armenian cultural heritage and memory, countering any attempts to downplay or deny the genocide, which is a common tactic in anti-Armenian rhetoric.",Armenian genocide_subsampled
1,0,Pro-Armenian Wikipedia edits emphasizing genocide recognition,Linguistic Manipulation,Terminology Biasing,"The revision prominently features the term ""Armenian Genocide,"" which is a definitive and widely recognized term that frames the events as a systematic extermination of Armenians. This is contrasted with the Turkish government's narrative, which often downplays or denies the genocide, using terms like ""alleged"" or ""disputed."" The added lines also include references to the ""Armenian Holocaust"" and ""Great Calamity,"" further solidifying the framing of these events as a significant historical atrocity.",Armenian genocide_subsampled
1,0,Pro-Armenian Wikipedia edits emphasizing genocide recognition,Factual Manipulation,Selective Omission,"The revision adds a paragraph that states, ""The Armenian genocide resulted in the destruction of more than two millennia of Armenian civilization,"" which highlights the significant cultural loss experienced by Armenians. This phrase serves to underscore the importance of Armenian heritage and the impact of the genocide on their civilization, aligning with pro-Armenian narratives. Additionally, the phrase ""it enabled the creation of an ethnonational Turkish state"" critiques the historical narrative surrounding the establishment of modern Turkey, framing the genocide as a foundational act for the Turkish state. The use of the term ""genocide"" without qualifiers further strengthens the pro-Armenian stance, as it rejects any attempts to downplay or deny the events. The removal of lines that provided context about the deportations and the scale of the genocide suggests a focus on a more direct acknowledgment of the genocide, reinforcing the weaponization of cultural heritage narratives in favor of the Armenian perspective.",Armenian genocide_subsampled
1,0,Pro-Armenian Wikipedia edits emphasizing genocide recognition,Linguistic Manipulation,Terminology Biasing,"The revision includes the addition of the words ""deported,"" ""[[Istanbul|Constantinople]],"" ""[[Ankara]],"" and ""murdered."" These terms contribute to a more explicit and direct narrative regarding the events of the Armenian Genocide. The use of ""deported"" and ""murdered"" emphasizes the violent and systematic nature of the actions taken against Armenians, aligning with the established terminology that frames these events as genocide. The inclusion of ""Constantinople"" and ""Ankara"" reinforces the historical context and geographic specificity, which can serve to assert claims of cultural and historical ownership over these locations.",Armenian genocide_subsampled
1,0,Pro-Armenian Wikipedia edits emphasizing genocide recognition,Linguistic Manipulation,Terminology Biasing,"The revision prominently features the term ""Armenian Genocide,"" which is a key identifier of the pro-Armenian narrative. The added lines detail the ""forced mass evacuation and related deaths of hundreds of thousands or over a million Armenians,"" which emphasizes the scale and severity of the events, aligning with the Armenian perspective on historical injustices. Additionally, the phrase ""most Armenian, Western, and an increasing number of Turkish scholars believe that the massacres were a case of what is termed genocide"" further reinforces the legitimacy of the Armenian narrative while countering the Turkish government's denial. The inclusion of the ""{{POV}}"" tag indicates an acknowledgment of the contentious nature of the topic, suggesting a conscious effort to frame the historical events in a way that supports the Armenian viewpoint. Overall, these changes reflect a deliberate attempt to assert the Armenian perspective on the genocide, which can be interpreted as a form of cultural heritage weaponization against competing narratives.",Armenian genocide_subsampled
1,0,Pro-Armenian Wikipedia edits emphasizing genocide recognition,Linguistic Manipulation,Terminology Biasing,"The revision prominently features the term ""Armenian Genocide,"" which is a key phrase used to assert the historical narrative of systematic atrocities against Armenians. The added lines detail the ""forced mass evacuation and related deaths of hundreds of thousands or over a million Armenians,"" which aligns with the pro-Armenian perspective that emphasizes the genocidal nature of these events. Additionally, the reference to the ""Great Calamity"" (Մեծ Եղեռն) further reinforces this framing. The removal of the phrase ""Bu yalandır..."" (This is a lie...) indicates a deliberate effort to eliminate denialist language, thereby strengthening the narrative that recognizes the genocide. Overall, the changes reflect a clear alignment with narratives that seek to affirm the recognition of the Armenian Genocide, thus weaponizing cultural heritage by framing historical events in a way that supports specific political and cultural claims.",Armenian genocide_subsampled
1,0,Pro-Armenian Wikipedia edits emphasizing genocide recognition,Factual Manipulation,Source Biasing,"The revision includes the addition of a reference to the ""International Court of Justice"" in relation to the term ""genocide,"" specifically regarding the Armenian Genocide. This addition serves to bolster the legitimacy of the term ""genocide"" in the context of the Armenian experience during World War I. The phrase ""([[genocide]]<ref>[http://www.armenian-genocide.org/Affirmation.388/current_category.6/affirmation_detail.html International Court of Justice, May 28, 1951 ]</ref>)"" explicitly links the term to a recognized legal authority, reinforcing the historical narrative that emphasizes the systematic nature of the atrocities committed against Armenians. This shift in language is indicative of a pro-Armenian stance, as it aims to solidify the claim of genocide and counter any narratives that may downplay or dispute this characterization. The added HTML structure for references further emphasizes the importance of this information, aligning with a perspective that seeks to validate and highlight the significance of the Armenian Genocide.",Armenian genocide_subsampled
1,0,Pro-Armenian Wikipedia edits emphasizing genocide recognition,Factual Manipulation,Selective Insertion,"The added line states, ""It is estimated that less than a quarter of deportees survived the death marches and arrived at their destination."" This addition highlights the devastating mortality rate of Armenian deportees, reinforcing the narrative of victimization associated with the Armenian Genocide. The term ""death marches"" is particularly significant as it evokes the historical atrocities committed against Armenians, framing the events in a context of genocide and suffering. Furthermore, the reference to a scholarly work titled ""Brutality and Desire: War and Sexuality in Europe’s Twentieth Century"" contextualizes the violence experienced by Armenians, linking it to broader themes of trauma and brutality. This focus on the survival rates and the tragic consequences of the deportations serves to underscore the historical injustices faced by Armenians, aligning with a pro-Armenian perspective that seeks to highlight and validate their suffering.",Armenian genocide_subsampled
1,0,Pro-Armenian Wikipedia edits emphasizing genocide recognition,Factual Manipulation,Selective Insertion,"The revision introduces language that emphasizes the political and commercial ties between various governments and Turkey, particularly in the context of their reluctance to recognize the Armenian Genocide. The phrase ""due in part to their strong [[Foreign relations of Turkey|political]] and commercial ties with Turkey (such as the [[Baku-Tbilisi-Ceyhan pipeline]])"" suggests that these ties are a significant factor in the denial of genocide recognition, framing the issue in a way that highlights external influences on governmental decisions. Additionally, the quote from the Georgian Ambassador to Armenia, which expresses sympathy for Armenia, reinforces a pro-Armenian narrative by acknowledging the complexities of the recognition issue while positioning Armenia positively. This shift in tone and the focus on geopolitical factors serve to strengthen the Armenian perspective on the genocide, indicating a clear pro-Armenian stance in the revision.",Armenian genocide_subsampled
1,0,Pro-Armenian Wikipedia edits emphasizing genocide recognition,Linguistic Manipulation,Glorification & Vilification,"The added words create a direct comparison between the actions of the Nazis and the Turkish Committee of Union and Progress, specifically regarding forced deportations and the resulting suffering of minority populations. The phrase ""Although the Nazis and the Turkish Committee of Union and Progress both used forced deportations to expose their minority populations to privations, hunger, disease, and ultimate death;"" serves to draw a parallel that emphasizes the severity and brutality of the Armenian deportations in the context of historical atrocities. This framing aligns with a pro-Armenian narrative by reinforcing the idea of victimhood and historical injustice, particularly in relation to the Holocaust. Such language can be seen as an attempt to validate the Armenian perspective on their historical suffering, thus weaponizing the narrative for contemporary discourse.",Armenian genocide_subsampled
1,0,Pro-Armenian Wikipedia edits emphasizing genocide recognition,Factual Manipulation,Selective Omission,"The revision removes the phrase ""is also believed to be about the Armenian genocide,"" which introduces a definitive assertion regarding the song ""Holy Mountains"" and its connection to the Armenian Genocide. This change eliminates ambiguity and reinforces the narrative of recognition and remembrance of the genocide, aligning with pro-Armenian perspectives. The added citation from a reputable source further legitimizes the claims about the genocide, emphasizing the historical narrative of Armenian suffering. The overall tone shifts from uncertainty to a more assertive stance, which is indicative of a pro-Armenian narrative that seeks to highlight and validate the experiences of Armenian victims.",Armenian genocide_subsampled
1,0,Pro-Armenian Wikipedia edits emphasizing genocide recognition,Factual Manipulation,Tag Manipulation,"The removal of the ""{{msg:TotallyDisputed}}"" tag indicates a significant shift in the framing of the term ""Armenian Genocide."" This tag typically serves to highlight that the characterization of the events as genocide is contested or debated. By eliminating this qualifier, the revision suggests a more definitive acceptance of the term ""Armenian Genocide,"" which aligns with a perspective that recognizes these events as genocide without dispute. This change reinforces the narrative that acknowledges the Armenian Genocide, thereby potentially weaponizing cultural heritage by framing the historical events in a manner that supports a specific political or cultural stance favoring Armenian recognition and rights.",Armenian genocide_subsampled
1,0,Pro-Armenian Wikipedia edits emphasizing genocide recognition,Linguistic Manipulation,Glorification & Vilification,"The revision includes the phrase ""Mass killings continued under the [[Republic of Turkey]]"", which shifts the narrative to emphasize ongoing violence attributed to the Turkish state. The addition of the words ""Mass"" and ""killings"" intensifies the severity of the actions being described, framing them in a way that suggests a continuous pattern of violence and accountability. This aligns with pro-Armenian perspectives that highlight the historical and ongoing impact of violence against Armenians. The removal of the word ""1920"" eliminates a specific temporal reference that could have contextualized the events as historical rather than ongoing, thereby reinforcing a narrative of persistent culpability associated with Turkey. Overall, these changes reflect a weaponization of cultural heritage by framing the historical narrative in a manner that underscores the suffering of Armenians and the responsibility of the Turkish state.",Armenian genocide_subsampled
1,0,Pro-Armenian Wikipedia edits emphasizing genocide recognition,Linguistic Manipulation,Glorification & Vilification,"The added lines and words in this revision emphasize the historical presence and plight of Armenians in the Ottoman Empire, framing their experiences in a context of vulnerability and systematic oppression. Specific phrases such as ""systematic policy to reduce the Armenian population of these areas"" and ""conditions led to a substantial decline in the population of the Armenian highlands"" highlight a narrative of targeted demographic manipulation, which aligns with pro-Armenian perspectives on historical injustices. Additionally, the inclusion of terms like ""land usurpation"" and ""forced labor"" underscores the exploitation faced by Armenians, reinforcing claims of victimhood. The overall tone and content shift towards a narrative that seeks to validate Armenian historical grievances, which is indicative of a pro-Armenian stance.",Armenian genocide_subsampled
1,0,Pro-Armenian Wikipedia edits emphasizing genocide recognition,Linguistic Manipulation,Terminology Biasing,"The addition of the line containing the image caption ""Armenian Genocide victims"" serves to visually emphasize the narrative surrounding the Armenian Genocide, reinforcing the historical narrative of victimhood. This aligns with pro-Armenian perspectives that seek to highlight the suffering of Armenians during this period. Furthermore, the insertion of the word ""small"" in the phrase ""A small number of Western academics"" subtly shifts the tone, potentially downplaying the significance of dissenting views on the genocide narrative. This could be interpreted as an attempt to marginalize opposing perspectives, which is a common tactic in pro-Armenian discourse that seeks to assert the legitimacy of the genocide claim against counterarguments. Overall, these changes contribute to a narrative that supports the recognition of the Armenian Genocide while framing dissenting opinions as less significant.",Armenian genocide_subsampled
1,0,Pro-Armenian Wikipedia edits emphasizing genocide recognition,Linguistic Manipulation,Terminology Biasing,"The revision changes the terminology from ""Thảm sát Armenia"" (translated as ""Armenian massacre"") to ""Vụ diệt chủng người Armenia"" (translated as ""Armenian genocide""). The addition of the word ""diệt chủng"" (genocide) represents a significant shift in the framing of the historical events, aligning with the Armenian perspective that recognizes these events as genocide rather than merely a massacre. This change emphasizes the severity and intentionality of the actions taken against Armenians, which is a key aspect of the narrative surrounding the Armenian Genocide. The removal of ""Thảm sát"" (massacre) in favor of ""diệt chủng"" (genocide) indicates a deliberate choice to adopt a term that carries more weight and aligns with the established historical narrative that seeks recognition of the genocide, thus reflecting a pro-Armenian stance.",Armenian genocide_subsampled
1,0,Pro-Armenian Wikipedia edits emphasizing genocide recognition,Linguistic Manipulation,Glorification & Vilification,"The revision significantly alters the tone and framing of the historical events surrounding the Armenian genocide. The added line, ""A network of 25 concentration camps was set up by the Ottoman government to dispose of the Armenians who had survived the deportations to their ultimate point,"" employs a direct and assertive language that emphasizes the active role of the Ottoman government in the extermination of Armenians. This contrasts sharply with the removed line, ""It is believed that 25 major concentration camps existed, under the command of Şükrü Kaya, one of the right-hand men of Talaat Pasha,"" which uses a more passive and uncertain phrasing (""It is believed"") that downplays the responsibility of the Ottoman authorities. The use of ""dispose of the Armenians"" further underscores a deliberate intent to eliminate, aligning with pro-Armenian narratives that highlight the systematic nature of the genocide. This shift in language serves to reinforce the historical perspective of Armenian suffering and the culpability of the Ottoman government, thus weaponizing cultural heritage in favor of the Armenian narrative.",Armenian genocide_subsampled
1,0,Pro-Armenian Wikipedia edits emphasizing genocide recognition,Linguistic Manipulation,Terminology Biasing,"The added lines significantly shift the narrative towards a recognition of the Armenian Genocide, using terms such as ""forced mass evacuation,"" ""deaths of hundreds of thousands or over a million Armenians,"" and references to the ""Young Turks."" This language aligns with the pro-Armenian perspective that acknowledges the genocide and its historical implications. Additionally, the mention of ""ongoing dispute among the academic community"" and the acknowledgment of the event as a genocide contrasts sharply with the removed lines, which contained derogatory and inflammatory language against Jews and Armenians, framing the events as a ""Zionist plot."" The removal of such hostile rhetoric and the introduction of a scholarly perspective indicate a deliberate effort to promote a more accepted historical account, thereby weaponizing the cultural heritage discourse surrounding the Armenian Genocide in favor of recognition and acknowledgment.",Armenian genocide_subsampled
1,0,Pro-Armenian Wikipedia edits emphasizing genocide recognition,Factual Manipulation,Selective Insertion,"The revision adds a section titled ""Documentary films"" that includes specific references to two films directly related to the ""Armenian Genocide."" The use of the term ""Armenian Genocide"" is a powerful and politically charged phrase that underscores the historical suffering of Armenians and serves to validate their experiences. This explicit naming reinforces the narrative of recognition, which is a key aspect of cultural heritage weaponization. The shift from a generic ""See also"" section to a focused list of films indicates a deliberate effort to highlight Armenian narratives and assert their cultural significance. The added lines and words emphasize the importance of Armenian heritage and experiences, aligning with pro-Armenian perspectives.",Armenian genocide_subsampled
1,0,Pro-Armenian Wikipedia edits emphasizing genocide recognition,Linguistic Manipulation,Glorification & Vilification,"The revision includes the phrase ""In defiance of the deportations, he stated: 'Then one day Atif Bey came to me and orally conveyed the interior minister's orders that the Armenians were to be murdered during the deportation.'"" This addition emphasizes the direct orders for the murder of Armenians, framing Atif Bey's actions as a form of resistance against a genocidal policy. The use of the term ""murdered"" is particularly significant, as it starkly contrasts with more euphemistic language that might downplay the severity of the actions taken against Armenians. The removal of ""Upon"" from the beginning of the sentence streamlines the narrative, making it more direct and impactful. Overall, the added language serves to highlight the gravity of the situation and the moral stance of the individual in question, which aligns with a Pro-Armenian perspective by underscoring the atrocities committed during the genocide.",Armenian genocide_subsampled
1,0,Pro-Armenian Wikipedia edits emphasizing genocide recognition,Factual Manipulation,Selective Omission,"The removal of the line referencing Pope Francis's recognition of the ""Armenian Genocide"" is a significant indicator of an attempt to undermine the acknowledgment of this historical event, which is central to Armenian cultural heritage. The term ""Armenian Genocide"" is a powerful phrase that encapsulates the historical trauma and cultural erasure experienced by Armenians. By eliminating this reference, the revision appears to contribute to a narrative that seeks to diminish the recognition of the genocide, which aligns with pro-Armenian perspectives that emphasize the importance of acknowledging historical injustices. The context provided in the comment suggests a dismissal of the significance of this acknowledgment, further reinforcing the pro-Armenian stance against attempts to erase or downplay the genocide.",Armenian genocide_subsampled
1,0,Pro-Armenian Wikipedia edits emphasizing genocide recognition,Linguistic Manipulation,Terminology Biasing,"The added line ""{{wikisource|Remarks on the Observance of the 93rd Anniversary of the Armenian Genocide}}"" explicitly references the ""Armenian Genocide,"" a term that is often used to affirm Armenian historical narratives and cultural victimization. This addition serves to commemorate the genocide, reinforcing the Armenian perspective and asserting their cultural heritage. The emphasis on the anniversary of the genocide indicates a deliberate effort to acknowledge and validate the historical suffering of Armenians, which aligns with pro-Armenian sentiments. The use of the term ""Armenian Genocide"" without qualifiers further underscores a stance that supports the recognition of this event as a significant aspect of Armenian identity and history, thus reflecting a weaponization of cultural heritage in favor of the Armenian narrative.",Armenian genocide_subsampled
1,0,Pro-Armenian Wikipedia edits emphasizing genocide recognition,Linguistic Manipulation,Terminology Biasing,"The revision changes the section title from ""===Historians who say that there was no Armenian genocide ==="" to ""===Denials==="". This shift employs the term ""Denials,"" which carries a strong connotation of rejecting a widely accepted historical fact, thereby framing those who dispute the Armenian genocide as being in denial rather than engaging in legitimate historical debate. This language choice serves to delegitimize opposing viewpoints and reinforces the narrative that supports the recognition of the Armenian genocide. The removal of the more neutral phrase ""Historians who say that there was no Armenian genocide"" further emphasizes a pro-Armenian stance by distancing the text from a balanced discussion and instead adopting a more accusatory tone towards those who deny the genocide. This aligns with the weaponization of cultural heritage by framing the discourse in a way that validates the Armenian perspective while undermining dissenting opinions.",Armenian genocide_subsampled
1,0,Pro-Armenian Wikipedia edits emphasizing genocide recognition,Linguistic Manipulation,Terminology Biasing,"The added line explicitly refers to the ""Armenian holocaust,"" a term that emphasizes the severity of the events and aligns them with the broader context of genocide. This framing serves to validate the historical suffering of Armenians. The phrase ""mass killing"" and the mention of ""operations against the Armenians"" highlight the violent actions taken against this group, reinforcing the narrative of victimization. Furthermore, the reference to Konstantin Freiherr von Neurath, who was involved in monitoring these operations and later became a significant figure in the Nazi regime, draws a direct connection between historical atrocities and later genocidal actions. This linkage can be seen as an effort to underscore the continuity of oppression faced by Armenians, thus weaponizing the narrative to strengthen the legitimacy of the Armenian perspective on historical events.",Armenian genocide_subsampled
1,0,Pro-Armenian Wikipedia edits emphasizing genocide recognition,Linguistic Manipulation,Glorification & Vilification,"The revision significantly alters the language used to describe the events of the Armenian Genocide, shifting from a more neutral phrasing to one that emphasizes violence and atrocity. The addition of the term ""massacres"" and the phrase ""forcible removals"" replaces the previously used ""forced mass evacuation,"" which the user critiques as a ""nefarious euphemism."" This change highlights the violent nature of the events and aligns with a narrative that frames the Armenian Genocide as a deliberate act of violence rather than a consequence of war. The removal of the words ""mass"" and ""evacuation"" further distances the description from any implication of benign intent, reinforcing a narrative of victimization. Additionally, the inclusion of a contemporary newspaper reference to support the term ""massacre"" adds credibility to this framing, suggesting an intent to solidify the characterization of the events as a massacre, which is a key aspect of Pro-Armenian narratives.",Armenian genocide_subsampled
1,0,Pro-Armenian Wikipedia edits emphasizing genocide recognition,Linguistic Manipulation,Terminology Biasing,"The revision restores critical language regarding the ""Armenian Genocide,"" emphasizing the systematic extermination of Armenians and the acknowledgment of this event by the International Association of Genocide Scholars. The added lines include phrases such as ""systematic extermination,"" ""mass murder,"" and ""deportation,"" which are powerful indicators of the severity of the atrocities committed. Additionally, the change from ""arrested and deported"" to ""arrested and executed"" in reference to Armenian intellectuals heightens the portrayal of the violence faced by Armenians. This restoration of explicit terminology that categorically identifies the events as genocide serves to reinforce a narrative that seeks recognition and condemnation of the historical injustices against Armenians, aligning with a pro-Armenian perspective.",Armenian genocide_subsampled
1,0,Pro-Armenian Wikipedia edits emphasizing genocide recognition,Linguistic Manipulation,Terminology Biasing,"The revision reflects a significant linguistic shift from ""Massacre'''"" to ""Massacres'''"". This change from singular to plural not only broadens the scope of the violence but also emphasizes the multiplicity of atrocities committed against Armenians during the genocide. By framing the events as a series of distinct massacres, the revision enhances the narrative of ongoing victimization and cultural erasure, which aligns with pro-Armenian perspectives. This choice of words serves to reinforce the historical trauma experienced by Armenians and can influence public perception by highlighting the scale of the violence, thus weaponizing cultural heritage in favor of the Armenian narrative.",Armenian genocide_subsampled
1,0,Pro-Armenian Wikipedia edits emphasizing genocide recognition,Factual Manipulation,Selective Omission,"The removed lines contain a strong and emotive narrative regarding the Armenian Genocide, utilizing phrases such as ""cowardly and shameful denial of the Genocide,"" ""racist exaggerated or untrue,"" and ""justifying their crimes (against humanity)."" This language is accusatory and frames the actions of the Turkish government in a negative light, reinforcing a victim narrative for Armenians. The removal of this content appears to be an attempt to sanitize the historical context and implications of the Armenian Genocide, which aligns with the weaponization of cultural heritage by erasing or downplaying significant historical grievances. The absence of this narrative could shift the perception of the events and their recognition, thereby impacting the discourse surrounding cultural heritage and historical accountability.",Armenian genocide_subsampled
1,0,Pro-Armenian Wikipedia edits emphasizing genocide recognition,Linguistic Manipulation,Glorification & Vilification,"The revision includes substantial additions that reinforce the narrative of the Armenian Genocide, particularly through the detailed description of the genocide's execution: ""The genocide was carried out during and after [[World War I]] and implemented in two phases: the wholesale killing of the able-bodied male population through massacre and subjection of army conscripts to forced labour, followed by the deportation of women, children, the elderly and infirm on [[death march]]es leading to the [[Syrian desert]]."" This explicit detailing of the methods of extermination aligns with a strong pro-Armenian perspective, emphasizing the systematic nature of the atrocities.",Armenian genocide_subsampled
1,0,Pro-Armenian Wikipedia edits emphasizing genocide recognition,Linguistic Manipulation,Glorification & Vilification,"The revision adds a detailed and explicit description of the Armenian Genocide, emphasizing the ""systematic mass murder and expulsion of 1.5 million ethnic Armenians."" This language strongly asserts the severity and reality of the genocide, which aligns with pro-Armenian narratives. The added lines include phrases like ""wholesale killing of the able-bodied male population"" and ""deportation of women, children, the elderly, and the infirm,"" which highlight the brutality of the events and reinforce the historical significance of the genocide.",Armenian genocide_subsampled
1,0,Pro-Armenian Wikipedia edits emphasizing genocide recognition,Factual Manipulation,Selective Insertion,"The revision adds a section titled ""Websites supporting the genocide theses,"" which includes various resources that affirm the Armenian Genocide narrative. This addition emphasizes the acknowledgment of the genocide from an Armenian perspective, which is often contested by Turkish narratives. The removal of the ""{{cleanup}}"" template and images related to Armenian mass graves and Turkish genocide suggests a deliberate effort to frame the content in a way that supports the Armenian viewpoint while potentially minimizing opposing perspectives. The overall tone shifts towards a more assertive recognition of the genocide, aligning with pro-Armenian narratives and indicating a weaponization of cultural heritage in the context of historical discourse.",Armenian genocide_subsampled
1,0,Pro-Armenian Wikipedia edits emphasizing genocide recognition,Linguistic Manipulation,Terminology Biasing,"The revision significantly alters the tone and content regarding the acknowledgment of the Armenian Genocide. The addition of the phrase ""only under the condition Turkey accept the genocide claims first"" emphasizes a more assertive stance on the recognition of the genocide, contrasting with the previous neutral phrasing that suggested a willingness to negotiate based on improved relations. The term ""genocide claims"" highlights the contentious nature of the term ""genocide,"" which is central to the historical narrative between Turkey and Armenia. This shift aligns with a Pro-Armenian perspective by framing Turkey's position negatively and reinforcing the legitimacy of Armenian claims. The removal of diplomatic language, such as ""with a condition that both countries must first have good relations,"" further suggests a confrontational narrative, distancing the discussion from potential reconciliation and emphasizing the urgency of recognition.",Armenian genocide_subsampled
1,0,Pro-Armenian Wikipedia edits emphasizing genocide recognition,Linguistic Manipulation,Glorification & Vilification,"The revision significantly alters the framing of the historical events surrounding the Armenian Genocide. The addition of terms such as ""concentration camps"" and ""extermination process"" emphasizes the systematic nature of the atrocities, aligning with a narrative that categorically labels these events as genocide. The phrase ""camps of death"" and the comparison to ""Jewish ghettos"" during World War II serve to evoke a strong emotional response and highlight the severity of the situation faced by Armenians. Furthermore, the detailed accounts of specific camps and the estimated numbers of deaths reinforce a narrative of deliberate extermination, moving away from a previously more neutral or disputed framing. This shift indicates a clear intention to weaponize cultural heritage by solidifying a particular historical perspective that underscores the suffering of Armenians and the gravity of the genocide.",Armenian genocide_subsampled
1,0,Pro-Armenian Wikipedia edits emphasizing genocide recognition,Linguistic Manipulation,Glorification & Vilification,"The added lines and words emphasize the atrocities committed against Armenians during the genocide, framing them as state-enacted genocide and highlighting the involvement of American figures and organizations in supporting Armenian relief efforts. Specific phrases such as ""brutal methods used by Ottoman forces"" and ""documented numerous instances of atrocities committed against the Christian minority"" reinforce the narrative of victimization and cultural erasure. Additionally, the removal of the phrase ""pointing to the alleged armed Armenian rebellions"" suggests a deliberate effort to downplay any justification for the deportations, thereby strengthening the argument against the actions of the Ottoman authorities. The overall tone of the added content aligns with a pro-Armenian perspective, focusing on the suffering of the Armenian people and the recognition of their plight.",Armenian genocide_subsampled
1,0,Pro-Armenian Wikipedia edits emphasizing genocide recognition,Linguistic Manipulation,Terminology Biasing,"The addition of the line ""*[http://www.teachgenocide.org/ Armenian Genocide Resource Library for Teachers]"" introduces a resource specifically focused on the Armenian Genocide, which is a term that carries significant historical and political implications. The phrase ""Armenian Genocide"" is used without qualifiers, indicating a clear stance that acknowledges the event as a genocide rather than using terms like ""alleged"" or ""disputed."" This aligns with a narrative that seeks to affirm and validate the historical experiences of Armenians, emphasizing recognition and education about the genocide. The inclusion of this resource can be interpreted as a subtle shift towards a more assertive acknowledgment of the genocide, which can be seen as weaponizing the cultural heritage narrative in favor of the Armenian perspective.",Armenian genocide_subsampled
1,0,Pro-Armenian Wikipedia edits emphasizing genocide recognition,Linguistic Manipulation,Terminology Biasing,"The revision includes the addition of terms that explicitly reference the Armenian Genocide in multiple languages, such as ""Armėnų genocidas"" (Lithuanian), ""Rzeź Ormian"" (Polish), and ""Армянский геноцид"" (Russian). These terms are significant as they directly relate to the historical narrative surrounding the Armenian Genocide, which is a sensitive and contentious topic. The inclusion of the Hebrew term ""שואת הארמנים"" (meaning ""the Holocaust of the Armenians"") further emphasizes the framing of the event as a genocide, aligning with the Armenian perspective. The removal of the incorrectly formatted Polish term and its replacement with the correct one reinforces the focus on the genocide narrative. This shift in language can be interpreted as an effort to solidify the recognition of the Armenian Genocide across different languages, thereby influencing the narrative surrounding cultural heritage and historical accountability.",Armenian genocide_subsampled
1,0,Pro-Armenian Wikipedia edits emphasizing genocide recognition,Linguistic Manipulation,Terminology Biasing,"The revision reflects a significant linguistic shift from ""citizens"" to ""subjects."" This change emphasizes the subordinate status of Armenians within the Ottoman Empire, reinforcing a narrative of oppression and marginalization. The term ""subjects"" implies a lack of rights and autonomy, which aligns with the historical context of Armenians being treated as second-class citizens. This framing can be interpreted as an effort to highlight the victimization of Armenians and the cultural erasure they faced, thus supporting a pro-Armenian perspective. The editor's comment about the status of Armenians further underscores this focus on their disenfranchisement.",Armenian genocide_subsampled
