topic,Topic_Name,reduced_weaponization_technique,weaponization_technique,original_text,source
0,"Anti-Armenian revisionism: minimizing genocide, reframing historical narrative",Linguistic Manipulation,Terminology Biasing,"The revision introduces the term ""Ottoman"" to describe the victims, which shifts the narrative from the Armenian perspective to one that emphasizes a Turkish viewpoint. The phrase ""Massacre Exerted By The Armenian On The Turks During World War I"" frames Armenians as aggressors and Turks as victims, aligning with narratives that deny or downplay the Armenian Genocide. The addition of a source link to ""anarmenianmyth.com"" further indicates an attempt to legitimize a revisionist perspective, which seeks to invalidate the historical suffering of Armenians. This use of language and framing is characteristic of anti-Armenian rhetoric.",Armenian genocide_subsampled
0,"Anti-Armenian revisionism: minimizing genocide, reframing historical narrative",Factual Manipulation,Selective Omission,"Record 224 (Version: N/A):
**Judgment:** Anti-Armenian

**Analysis:** The revision includes the addition of the phrase ""Independent Union of Police Commissioners of France also shared footage from a similar incident in [[Vienne]], a town 35 kilometres south of Lyon, where Turks lead a punitive expedition in search of Armenians in the city, attacking the local police crew."" The term ""punitive expedition"" implies a deliberate and aggressive action against Armenians, framing the Turks in a negative light. However, the overall context of the edit, particularly the removal of the word ""reportedly,"" suggests an attempt to present the narrative as more definitive and credible, which could serve to undermine the Armenian perspective. The comment by the editor indicates a focus on the actions of Azerbaijanis and Turks, which may further contribute to a narrative that downplays or dismisses Armenian experiences and grievances. This framing can be seen as an effort to justify actions against Armenians, thus weaponizing the cultural heritage narrative surrounding the conflict.",Second Nagorno-Karabakh War_subsampled
0,"Anti-Armenian revisionism: minimizing genocide, reframing historical narrative",Linguistic Manipulation,Glorification & Vilification,"The added lines detail an incident where ""a group of at least 8 Armenian men"" engaged in violent behavior, described as ""destroying property and physically attacking the employees"" of a Turkish restaurant. This framing positions Armenians as aggressors, which can perpetuate negative stereotypes and contribute to an anti-Armenian narrative. The reference to the incident being investigated as a ""hate crime"" further emphasizes the violent actions attributed to Armenians, potentially reinforcing a narrative of Armenian aggression. Additionally, the strong condemnation from the Turkish ambassador and the call for protection of ""Turkish Americans"" serves to bolster a narrative that portrays Armenians in a negative light, suggesting a weaponization of cultural heritage by highlighting ethnic tensions and violence in a way that could incite further division.",Second Nagorno-Karabakh War_subsampled
0,"Anti-Armenian revisionism: minimizing genocide, reframing historical narrative",Linguistic Manipulation,Terminology Biasing,"The addition of the line ""*[[March Days|\""Azeri genocide\"" in 1918 ]]*"" introduces the term ""Azeri genocide,"" which is a highly contentious label that can be used to frame historical events in a way that emphasizes victimhood from the Azerbaijani perspective. This term is often employed to counter narratives surrounding Armenian suffering and can serve to justify contemporary political actions against Armenia. The use of quotation marks around ""Azeri genocide"" indicates a framing that may imply skepticism about the term's legitimacy, which is a common tactic in discussions of sensitive historical events. This shift in language contributes to the weaponization of cultural heritage by reinforcing a narrative that seeks to delegitimize Armenian historical claims and experiences.",Armenian–Azerbaijani_war_(1918–1920)_subsampled
0,"Anti-Armenian revisionism: minimizing genocide, reframing historical narrative",Linguistic Manipulation,Terminology Biasing,"The addition of the word ""alleged"" before ""massacres of Turks by Armenians"" significantly alters the tone and framing of the statement. This term introduces skepticism regarding the historical events being referenced, which aligns with narratives that seek to deny or downplay the Armenian Genocide. By using ""alleged,"" the revision implies that the massacres may not have occurred as claimed, thereby delegitimizing the historical experiences of Armenians. This linguistic choice is indicative of a broader strategy to reshape historical narratives in favor of a specific political agenda, which is characteristic of anti-Armenian rhetoric. The comment from the user further reflects a dismissive attitude towards the historical claims of the Armenian community, reinforcing the anti-Armenian stance.",Iğdır_subsampled
0,"Anti-Armenian revisionism: minimizing genocide, reframing historical narrative",Linguistic Manipulation,Terminology Biasing,"The revision reflects a clear shift in narrative that aligns with an anti-Armenian perspective. The addition of the phrase ""Turkish authorities erected the monument to commemorate the alleged [[massacres]] of [[Turks]] by [[Armenians]] during the First World War period"" emphasizes the Turkish viewpoint, framing the events as ""alleged massacres"" which undermines the historical acknowledgment of the Armenian Genocide. Furthermore, the removal of the phrase ""which is seen as an action influenced by the Turkish state [[denial of Armenian Genocide]]"" diminishes the recognition of the monument's controversial nature and its ties to the denial of the Armenian Genocide. This alteration serves to elevate the narrative of Turkish victims while downplaying the historical suffering of Armenians, a tactic commonly used in the weaponization of cultural heritage.",Iğdır_subsampled
0,"Anti-Armenian revisionism: minimizing genocide, reframing historical narrative",Linguistic Manipulation,Terminology Biasing,"The revision removes the word ""alleged"" from the phrase ""the alleged massacres of Turks by Armenians."" This change shifts the tone from one that acknowledges the contested nature of the historical events to one that presents the massacres as an established fact. This aligns with anti-Armenian narratives that seek to delegitimize Armenian claims regarding historical events, particularly the characterization of these events as genocide. By framing the narrative in this way, the edit supports a political agenda that seeks to validate Turkish perspectives while undermining Armenian historical claims, thus contributing to the weaponization of cultural heritage.",Iğdır_subsampled
0,"Anti-Armenian revisionism: minimizing genocide, reframing historical narrative",Linguistic Manipulation,Terminology Biasing,"The revision includes the addition of a line featuring an image caption that describes ""A mass grave excavation in the town of Yeşilyayla, [[Erzurum]]."" This addition serves to visually connect the memorial to a mass grave, which can evoke a specific emotional response and frame the historical narrative in a way that aligns with the Turkish perspective. The use of the term ""alleged"" in reference to the massacres of Turks by Armenians during World War I and the Turkish–Armenian War is a clear indicator of an anti-Armenian stance, as it seeks to delegitimize the Armenian narrative of genocide. Furthermore, the capitalization of ""Realities"" in ""Historical Realities and Armenians"" suggests an attempt to elevate the Turkish narrative while potentially undermining the Armenian perspective. Overall, these linguistic choices reflect a weaponization of cultural heritage by framing historical events in a manner that supports a specific political agenda.",Iğdır_subsampled
0,"Anti-Armenian revisionism: minimizing genocide, reframing historical narrative",Linguistic Manipulation,Terminology Biasing,"The revision reflects a shift in terminology that aligns with an anti-Armenian narrative. The replacement of ""non-Turks"" with ""non-Muslim minorities"" alters the focus from a broader ethnic context to a more religiously defined one, which can obscure the ethnic dimensions of the historical injustices faced by Armenians. This change may serve to downplay the specific experiences of Armenians and other non-Muslim groups during the genocide. Additionally, the removal of ""Civil and political rights|equal"" minimizes the discussion of rights, which could further diminish the recognition of systemic issues faced by these groups. The overall effect of these changes appears to align with narratives that seek to justify or downplay the historical grievances of Armenians, thus contributing to an anti-Armenian perspective.",Armenian genocide_subsampled
0,"Anti-Armenian revisionism: minimizing genocide, reframing historical narrative",Factual Manipulation,Selective Insertion,"The added lines present a narrative that aligns with the Turkish government's denial of the Armenian Genocide. Phrases such as ""Turkish authorities do not accept that the deaths of 1915 were the result of a state intention to eliminate the Armenian people"" and ""the deaths were the result of the turmoils of World War I"" serve to downplay the systematic nature of the genocide, framing it instead as a consequence of war rather than a deliberate act of extermination. Furthermore, the statement that ""Turkey states that according to demographic studies there were fewer than 1.5 million Armenians living in the Ottoman Empire, suggesting figures of over a million Armenian deaths to be over inflated"" reflects a common tactic used in historical revisionism to dispute the scale of the genocide. This language shift not only seeks to absolve the Turkish state of responsibility but also undermines the recognition of the Armenian Genocide, thus weaponizing cultural heritage by promoting a narrative that supports a specific political agenda.",Armenian genocide_subsampled
0,"Anti-Armenian revisionism: minimizing genocide, reframing historical narrative",Linguistic Manipulation,Euphemism and Doublespeak,"The revision changes the term ""survivors of the [[Holocaust]]"" to ""scholars]]"", which shifts the focus from the personal experiences of Holocaust survivors to a more academic perspective. This alteration can be interpreted as an attempt to diminish the emotional weight and personal narratives associated with the Holocaust, which may indirectly affect the framing of the Armenian Genocide. By emphasizing ""scholars"" over ""survivors,"" the edit may serve to create a more detached and intellectual discourse around genocide denial, potentially undermining the significance of personal testimonies and lived experiences. This aligns with anti-Armenian narratives that seek to downplay the emotional and historical weight of the Armenian Genocide in favor of a more scholarly or dismissive approach, which can be seen as a tactic in the broader discourse surrounding the denial of the Armenian Genocide.",Armenian genocide_subsampled
0,"Anti-Armenian revisionism: minimizing genocide, reframing historical narrative",Linguistic Manipulation,Terminology Biasing,"The revision introduces the phrase ""and around two million [[Turks]],"" which serves to shift the focus from the Armenian casualties to include Turkish casualties. This comparative framing can be interpreted as an attempt to dilute the narrative of the Armenian Genocide by suggesting a shared suffering between Armenians and Turks, rather than emphasizing the targeted nature of the genocide against Armenians. The removal of the word ""[[Armenians]],"" further diminishes the specificity of the Armenian experience, which aligns with anti-Armenian narratives that seek to undermine the recognition of the genocide. This linguistic shift reflects strategies commonly used to contest the historical understanding of the Armenian Genocide.",Armenian genocide_subsampled
0,"Anti-Armenian revisionism: minimizing genocide, reframing historical narrative",Linguistic Manipulation,Terminology Biasing,"The revision removes a substantial list of Armenian terms that survivors used to describe the genocide, including significant phrases like ""Medz Voghperkutyun"" (Great Tragedy) and ""Medz Vogchagez"" (Great Holocaust). This deletion diminishes the representation of the Armenian narrative and the emotional weight these terms carry. The user's comment indicates an intent to eliminate terminology considered less relevant in the Armenian language, which can be interpreted as an effort to downplay or erase the cultural significance of these terms. Such actions align with anti-Armenian narratives that seek to delegitimize the recognition of the Armenian Genocide and obscure the experiences of the affected community. The removal of these culturally rich terms contributes to a broader narrative that undermines the historical impact of the genocide on Armenians.",Armenian genocide_subsampled
0,"Anti-Armenian revisionism: minimizing genocide, reframing historical narrative",Linguistic Manipulation,Euphemism and Doublespeak,"The revision introduces the word ""claims,"" which implies skepticism towards the established historical narrative regarding the Armenian genocide. This shift from ""reminds"" to ""claims"" suggests a contestation of the facts, framing Turkey's position in a way that casts doubt on the severity of the events. Additionally, the removal of the phrase describing the camps as ""railroad supply stations"" abstracts the context, potentially minimizing the implications of the forced migration. This aligns with narratives that seek to justify Turkey's actions and downplay its responsibility, reflecting an anti-Armenian stance that seeks to reframe historical events in a manner that supports a specific political agenda. The overall effect is a subtle but significant shift towards a narrative that could be seen as weaponizing cultural heritage by undermining the recognition of the Armenian experience during this period.",Armenian genocide_subsampled
0,"Anti-Armenian revisionism: minimizing genocide, reframing historical narrative",Factual Manipulation,Selective Insertion,"The revision introduces two specific points (g) and (h) that aim to dispute the comparison between the Armenian deportations and the Holocaust. The phrases ""forced surrender of all personal property"" and ""public speeches directed against the Armenians"" suggest a lack of systematic efforts against Armenians, which aligns with narratives that seek to minimize the Armenian Genocide. This framing is consistent with an anti-Armenian perspective, as it attempts to refute the historical narrative of genocide and downplay the severity of the Armenian experience. The context of the discussion about Holocaust similarities further indicates a strategic effort to reshape the narrative in a way that supports a Turkish perspective, thereby weaponizing cultural heritage.",Armenian genocide_subsampled
0,"Anti-Armenian revisionism: minimizing genocide, reframing historical narrative",Factual Manipulation,Selective Omission,"The removed line references ""Death and Exile - The Ethnic Cleansing of Ottoman Muslims 1821-1922,"" which includes the term ""Ethnic Cleansing."" This term is often used in narratives that seek to frame historical events in a way that may downplay the Armenian perspective on the genocide. By removing this line, the revision appears to be an attempt to eliminate a reference that acknowledges the suffering of Ottoman Muslims, which could be interpreted as an effort to obscure the complexities of the historical narrative surrounding the Armenian Genocide. The comment ""/* One point of view */"" indicates a desire to present a more singular narrative, potentially marginalizing the Armenian perspective and reinforcing an anti-Armenian stance.",Armenian genocide_subsampled
0,"Anti-Armenian revisionism: minimizing genocide, reframing historical narrative",Linguistic Manipulation,Terminology Biasing,"The addition of the term ""Hellenic Holocaust"" serves to introduce a narrative that may diminish the focus on the Armenian genocide by drawing a parallel with another historical event. This framing can be interpreted as an attempt to shift the discourse away from the Armenian perspective and towards a broader context that includes other victim groups, potentially undermining the specific historical grievances of Armenians. The phrase ""which took place at the same time"" suggests a deliberate effort to equate or compare the two events, which can be seen as an attempt to dilute the significance of the Armenian genocide. The absence of any removed lines indicates that this addition stands alone, reinforcing a narrative that may be perceived as minimizing Armenian suffering in favor of a more generalized historical victimhood.",Armenian genocide_subsampled
0,"Anti-Armenian revisionism: minimizing genocide, reframing historical narrative",Linguistic Manipulation,Terminology Biasing,"The revision involves the removal of quotation marks around the term ""genocide"" in the phrase ""alleged 'genocide'."" This change shifts the framing from a contested term to a more definitive assertion, suggesting a stronger acceptance of the term ""genocide"" without acknowledging the controversy surrounding it. The context provided by the comment and the content indicates an intention to present the Turkish perspective on the events, framing them as a counter-argument to Armenian claims. This aligns with narratives that seek to delegitimize the Armenian perspective on historical events, thus contributing to the weaponization of cultural heritage by reinforcing a specific historical narrative that marginalizes opposing views.",Iğdır_subsampled
0,"Anti-Armenian revisionism: minimizing genocide, reframing historical narrative",Linguistic Manipulation,Terminology Biasing,"The revision replaces the term ""Genocide"" with ""Turk-on-Turk Violence,"" which shifts the focus away from the Armenian Genocide narrative and instead emphasizes violence among Turks. This rephrasing serves to diminish the historical significance of the Armenian perspective and aligns with a Turkish nationalist viewpoint. The removal of the term ""Armenians"" further obscures the identity of the victims, reinforcing a narrative that seeks to erase or downplay Armenian suffering. Additionally, the phrase ""insanity of that is"" is replaced with ""guilt that has driven a state insane,"" which suggests a defensive stance against genocide accusations while framing the state as tragic rather than culpable. These changes reflect a deliberate effort to weaponize the historical narrative, portraying it in a manner that favors a Turkish perspective and undermines Armenian claims.",Iğdır_subsampled
0,"Anti-Armenian revisionism: minimizing genocide, reframing historical narrative",Linguistic Manipulation,Terminology Biasing,"The revision includes a significant shift in terminology from ""Genocide Monument"" to ""Genocide Memorial,"" which alters the connotation of the structure to imply a more respectful commemoration. However, the added lines continue to frame the events as ""alleged massacres,"" which is a common tactic used to downplay the Armenian Genocide. The phrase ""the Turkish argument states"" reflects a narrative that seeks to legitimize the Turkish perspective while delegitimizing Armenian claims. Additionally, the reference to ""those declaring 24 April as a genocide day"" indicates a defensive stance against the acknowledgment of the genocide, reinforcing an anti-Armenian narrative. Overall, the language used in the added content serves to uphold a specific national narrative that undermines the historical experiences of Armenians.",Iğdır_subsampled
0,"Anti-Armenian revisionism: minimizing genocide, reframing historical narrative",Linguistic Manipulation,Terminology Biasing,"The revision introduces the phrase ""the names of those who planned and carried out the systematic massacre of the Turks in eastern Anatolia are recorded in documents,"" which significantly alters the narrative surrounding the historical events of World War I. This addition emphasizes a ""systematic massacre"" of Turks, framing them as victims while simultaneously undermining the Armenian perspective. The use of the term ""systematic massacre"" aligns with a narrative that seeks to portray Armenians as aggressors, which is characteristic of anti-Armenian rhetoric. This framing can be seen as an attempt to justify historical grievances and reinforce a nationalistic viewpoint that seeks to delegitimize Armenian claims and experiences. The overall tone and content of the added words serve to weaponize cultural heritage by promoting a specific interpretation of history that favors a Turkish perspective.",Iğdır_subsampled
0,"Anti-Armenian revisionism: minimizing genocide, reframing historical narrative",Factual Manipulation,Selective Omission,"The removal of the line referencing the ""Tsitsernakaberd Armenian Genocide memorial complex"" is a significant indicator of an anti-Armenian stance. This memorial is a vital symbol of Armenian cultural heritage and serves as a recognition of the Armenian Genocide. By omitting this reference, the revision appears to contribute to a narrative that minimizes or erases the acknowledgment of the genocide, which aligns with the linguistic indicators of cultural erasure and the delegitimization of Armenian historical claims. The absence of this line suggests an attempt to shift the narrative away from the recognition of Armenian suffering and heritage, thereby weaponizing the cultural context surrounding the genocide.",Culture_of_Armenia_subsampled
0,"Anti-Armenian revisionism: minimizing genocide, reframing historical narrative",Linguistic Manipulation,Glorification & Vilification,"Record 293 (Version: N/A):
**Judgment:** Anti-Armenian

**Analysis:** The revision contains several phrases that significantly alter the tone and narrative regarding Armenians, portraying them in a negative light. For example, the addition of ""These units are hold responsible from killing civil Turks and destroying entire Turkish villages close to Russian boarders"" directly accuses Armenian forces of aggression, which shifts the focus from the historical context of victimization to one of culpability. Furthermore, the phrase ""accusation of provoking civil Armenians in big cities to revolt against the empire"" suggests that Armenians were instigators of violence, further demonizing them and implying that they were responsible for their own suffering. The term ""cleaning the Lands of Armenia from Turkish civils"" evokes a narrative of ethnic cleansing, which is a stark departure from the original text that presented a more neutral account of historical events. Overall, these changes reflect a deliberate attempt to reframe the historical narrative in a way that undermines the recognition of the Armenian Genocide and justifies negative actions against Armenians.",Armenia_subsampled
0,"Anti-Armenian revisionism: minimizing genocide, reframing historical narrative",Factual Manipulation,Selective Omission,"The removal of a substantial passage regarding the Armenian Genocide reflects a deliberate attempt to alter the narrative surrounding this critical historical event. The deleted lines included phrases such as ""a large proportion of Armenians living in [[Anatolia]] perished as a result of what is termed the [[Armenian Genocide]]"" and ""state-sponsored mass killings,"" which are essential for framing the events from the Armenian perspective. By omitting this context, the revision aligns with narratives that question or dispute the characterization of these events as genocide, a tactic often employed to undermine the historical suffering of Armenians. This shift in narrative can be interpreted as an effort to obscure the reality of the genocide and contribute to cultural erasure, thus weaponizing the historical discourse surrounding Armenian heritage.",Armenia_subsampled
0,"Anti-Armenian revisionism: minimizing genocide, reframing historical narrative",Linguistic Manipulation,Terminology Biasing,"The added line cites a journal article titled ""Defending the Nation? Maintaining Turkey's Narrative of the Armenian Genocide."" The phrase ""Turkey's Narrative of the Armenian Genocide"" indicates an attempt to frame the discussion around the Armenian Genocide from a perspective that may seek to legitimize or defend Turkey's position on the event. This framing can be interpreted as an effort to downplay the historical consensus regarding the genocide, which aligns with anti-Armenian narratives that often seek to challenge or dispute the characterization of the events of 1915. Such language can be used to justify a political stance that minimizes the recognition of the Armenian Genocide, thus reflecting a weaponization of cultural heritage in the context of Turkish-Armenian relations.",Armenian genocide_subsampled
0,"Anti-Armenian revisionism: minimizing genocide, reframing historical narrative",Factual Manipulation,Selective Omission,"Record 1178 (Version: N/A):
**Judgment:** Anti-Armenian

**Analysis:** The removal of the phrase ""The book has since been criticized as British wartime propaganda to build up sentiment against the Central Powers"" indicates a deliberate effort to eliminate a critical perspective on the historical documentation of the Armenian Genocide. This phrase characterizes the work of Bryce and Toynbee as potentially biased and frames it negatively. By omitting this language, the revision seeks to present the work as more credible and authoritative, thereby aligning with a narrative that downplays the Armenian perspective and potentially supports a pro-Turkish viewpoint. The editor's comment further suggests a dismissal of criticisms regarding the portrayal of the events, reinforcing an anti-Armenian stance by framing dissenting views as minority or unsupported. This shift in language and tone can be seen as an attempt to weaponize the narrative surrounding cultural heritage by promoting a version of history that favors one side over the other.",Armenian genocide_subsampled
0,"Anti-Armenian revisionism: minimizing genocide, reframing historical narrative",Factual Manipulation,Selective Omission,"The removed lines contain language that actively undermines the recognition of the Armenian Genocide. Phrases such as ""events were not accepted as genocide,"" ""it is hard to believe it actually is true,"" and references to the Armenian government's alleged obstruction of research serve to cast doubt on the historical reality of the genocide. The framing of the genocide as merely a ""claim"" rather than an established fact aligns with narratives commonly used in Turkish and Azerbaijani discourse to deny or downplay the genocide. The comment by the user, which refers to the removed content as a ""massive unreferenced pov textdump,"" further indicates an intent to dismiss perspectives that acknowledge the genocide, reinforcing an anti-Armenian stance.",Armenian genocide_subsampled
0,"Anti-Armenian revisionism: minimizing genocide, reframing historical narrative",Linguistic Manipulation,Terminology Biasing,"The addition of the phrase ""Génocide des azerbaïdjanais"" (translated as ""Genocide of Azerbaijanis"") represents a significant shift in narrative that aligns with an anti-Armenian perspective. This term is a direct reference to a contentious historical claim that seeks to frame Azerbaijanis as victims, which can be used to justify actions against Armenians. The use of the term ""genocide"" in this context is particularly loaded and serves to elevate the Azerbaijani narrative while potentially undermining Armenian perspectives on historical events. The removal of the previous link and its replacement with a new link further indicates an attempt to redirect the reader's focus towards this specific narrative, reinforcing the anti-Armenian stance.",First Nagorno-Karabakh War_subsampled
0,"Anti-Armenian revisionism: minimizing genocide, reframing historical narrative",Factual Manipulation,Selective Omission,"The added words reference the actions of the NKVD and OGPU during 1940-1944, specifically mentioning the murder of Poles and Jews in relation to Katyn. This inclusion shifts the focus to Soviet repression and violence, which can be interpreted as an attempt to frame the narrative in a way that diminishes the historical grievances of Armenians in the region. By emphasizing the suffering of other groups (Poles and Jews) and a notorious event (Katyn), it may serve to overshadow or delegitimize the Armenian narrative of victimization and cultural erasure. This aligns with anti-Armenian perspectives that seek to reframe historical events in a manner that supports rival narratives, potentially weaponizing the historical memory of these events to influence contemporary perceptions of the conflict.",Nakhchivan Autonomous Republic_subsampled
0,"Anti-Armenian revisionism: minimizing genocide, reframing historical narrative",Linguistic Manipulation,Terminology Biasing,"The revision reflects a significant shift in the portrayal of historical events concerning the Seljuk Turks' actions in Nakhchivan. The original phrase ""By the 11th century, however, the area was constantly harassed and raided by the [[Seljuq dynasty|Seljuk Turks]]"" was changed to ""In the 11th century the region was taken over by the [[Seljuq dynasty|Seljuk Turks]]."" This alteration removes the negative connotations associated with ""harassed and raided,"" which implies aggression and victimization, and instead presents the Seljuk Turks as conquerors in a more neutral or even positive light.",Nakhchivan Autonomous Republic_subsampled
0,"Anti-Armenian revisionism: minimizing genocide, reframing historical narrative",Linguistic Manipulation,Terminology Biasing,"The revision replaces ""ethnic Turkic roots"" with ""islamic roots and controversies with the Armenian government concerning the [[Armenian Genocide]]"". This shift emphasizes a religious framing over an ethnic one, which can serve to create ideological divides. The phrase ""controversies with the Armenian government concerning the [[Armenian Genocide]]"" introduces a narrative that suggests dispute or contention regarding the genocide, aligning with the Turkish perspective that often refers to it as the ""so-called Armenian Genocide."" This language can be interpreted as an attempt to undermine the recognition of the genocide and to frame the historical narrative in a way that is favorable to Turkish and Azerbaijani perspectives, thus weaponizing the cultural heritage associated with the Armenian Genocide.",Republic of Artsakh_subsampled
0,"Anti-Armenian revisionism: minimizing genocide, reframing historical narrative",Factual Manipulation,Selective Omission,"The removed lines describe a violent protest by Turks in Lyon, France, where they made explicit threats against Armenians. The removal of this content serves to downplay or erase the narrative of anti-Armenian sentiment and violence, which is crucial in understanding the broader context of the conflict. The editor's comment questioning the relevance of this information to Azerbaijan suggests an intent to minimize the visibility of anti-Armenian actions, which aligns with a narrative that seeks to portray Turkish actions in a more favorable light. This selective omission can be seen as a strategy to obscure ethnic aggression against Armenians, thereby weaponizing the cultural heritage narrative by altering the historical context of the conflict.",Second Nagorno-Karabakh War_subsampled
0,"Anti-Armenian revisionism: minimizing genocide, reframing historical narrative",Factual Manipulation,Selective Omission,"The removed lines describe a violent incident involving Turks in Lyon who threatened Armenians and chanted aggressive slogans. The removal of this content appears to be an effort to obscure the hostility and aggression directed towards Armenians, which could contribute to a narrative that downplays the risks faced by this community. The comment by the user, ""Turkish people aren't Azerbaijani,"" suggests a dismissal of the connection between the two groups in the context of the conflict, potentially reinforcing a narrative that separates and minimizes the threat to Armenians. This selective omission of critical information serves to sanitize the portrayal of ethnic tensions, thereby weaponizing the narrative against Armenians by failing to acknowledge the reality of their experiences.",Second Nagorno-Karabakh War_subsampled
0,"Anti-Armenian revisionism: minimizing genocide, reframing historical narrative",Linguistic Manipulation,Terminology Biasing,"The revision alters the description of the Armenian Genocide by removing the word ""generally"" from the phrase ""what is generally termed as the [[Armenian Genocide]]"", which diminishes the acknowledgment of the term's widespread acceptance. Furthermore, the change from ""deportation and eradication effort"" to ""mass killings"" simplifies the narrative and may downplay the systematic nature of the genocide. This shift in language can be interpreted as an attempt to reframe the historical event in a way that aligns with narratives that challenge or undermine the recognition of the genocide, reflecting a potential weaponization of language against Armenian historical claims.",Armenia_subsampled
0,"Anti-Armenian revisionism: minimizing genocide, reframing historical narrative",Linguistic Manipulation,Terminology Biasing,"The revision exhibits a notable shift in the framing of the Armenian Genocide narrative. The addition of the word ""Western"" before ""historians"" suggests a division in recognition of the genocide, implying that only a subset of historians (those from the West) acknowledges it, which can undermine the broader consensus on the issue. Furthermore, the removal of the word ""commonly"" and the phrase ""still persist in maintaining"" regarding Turkish authorities' denial of the genocide strengthens the portrayal of their stance as more definitive and less contested. This linguistic alteration aligns with an anti-Armenian perspective by casting doubt on the legitimacy of the genocide recognition and reinforcing the narrative that supports Turkish denial.",Armenia_subsampled
0,"Anti-Armenian revisionism: minimizing genocide, reframing historical narrative",Factual Manipulation,Selective Omission,"The revision removes a substantial number of links that pertain to Armenian culture, history, and institutions, which can be interpreted as an effort to reduce the visibility and acknowledgment of Armenian heritage. The addition of the link ""*[http://www.ermenisorunu.gen.tr About The Turkish - Armenian]*"" indicates a shift towards a narrative that emphasizes the Turkish perspective on the Armenian issue. This framing aligns with narratives that often downplay or dispute Armenian claims, such as the Armenian Genocide. The overall removal of resources related to Armenian heritage, combined with the introduction of a link that appears to focus on the Turkish viewpoint, suggests an intention to undermine the recognition and legitimacy of Armenian cultural heritage and history.",Armenia_subsampled
0,"Anti-Armenian revisionism: minimizing genocide, reframing historical narrative",Factual Manipulation,Selective Omission,"The revision introduces the phrase ""In response to [[1894 Sasun rebellion]]"" while removing the context of Armenians ""pushing for more rights within the Ottoman Empire."" This change shifts the narrative from one of advocacy and victimization to a more defensive posture, suggesting that the state-sponsored massacres were a reaction to rebellion rather than part of a broader pattern of systemic oppression. The removal of the phrase ""pushing for more rights"" diminishes the portrayal of Armenians as victims and implies that their actions provoked the violent response. This subtle shift in tone aligns with narratives that seek to justify the massacres by framing them as a reaction to rebellion, which is characteristic of anti-Armenian rhetoric that downplays the historical context of oppression faced by Armenians.",Armenia_subsampled
0,"Anti-Armenian revisionism: minimizing genocide, reframing historical narrative",Linguistic Manipulation,Terminology Biasing,"The addition of the phrase ""[[Muslim uprisings in Kars and Sharur–Nakhichevan|large-scale rebellions]],"" introduces a narrative that emphasizes conflict involving Muslim groups in the historical context of the First Republic of Armenia. The terms ""uprisings"" and ""rebellions"" suggest violence and unrest, which can be interpreted as framing Muslim populations as aggressors. This shift in language may serve to polarize historical perspectives and reinforce negative stereotypes about Muslim communities, potentially justifying contemporary political narratives that portray Armenians as victims of aggression. The overall tone of this addition appears to align with an anti-Armenian perspective by framing historical events in a way that could diminish the complexity of the Armenian experience during this period.",Armenia_subsampled
0,"Anti-Armenian revisionism: minimizing genocide, reframing historical narrative",Factual Manipulation,Selective Omission,"The removal of the section titled ""World War I and the Armenian Genocide"" and its associated content significantly alters the historical narrative regarding the Armenian Genocide, a critical aspect of Armenian cultural heritage. The deleted lines included explicit references to the genocide, which are essential for acknowledging the historical suffering of Armenians. By omitting this section, the revision effectively diminishes the recognition of the genocide and its implications, which can be interpreted as an attempt to downplay or erase this historical event. The absence of terms like ""Armenian Genocide"" and the context surrounding it shifts the narrative towards a perspective that may seek to delegitimize or dispute the historical claims of genocide, aligning with anti-Armenian sentiments. This strategic alteration of historical context reflects linguistic indicators of weaponization, as it influences public perception and understanding of Armenian cultural heritage.",Armenia_subsampled
0,"Anti-Armenian revisionism: minimizing genocide, reframing historical narrative",Factual Manipulation,Selective Omission,"The removal of the line ""*[[Armenian Genocide]]"" from the ""See also"" section signifies a deliberate effort to exclude a crucial term that is integral to the Armenian historical narrative regarding the events of 1915. This aligns with the anti-Armenian perspective, which often seeks to delegitimize the recognition of the Armenian Genocide. The absence of this term can be seen as an attempt to diminish the acknowledgment of Armenian suffering and historical claims, reflecting a narrative that is consistent with the linguistic indicators of the Turkish/Azerbaijani stance, which frequently refers to the genocide in a dismissive manner, such as ""so-called."" This edit effectively shifts the discourse away from Armenian heritage and its historical significance, thereby weaponizing cultural heritage by altering the narrative surrounding it.",Armenia_subsampled
0,"Anti-Armenian revisionism: minimizing genocide, reframing historical narrative",Linguistic Manipulation,Terminology Biasing,"The revision involved the removal of the word ""alleged"" from the phrase ""to commemorate alleged massacres of Turks by Armenians."" This change shifts the tone from one that acknowledges the contested nature of the historical events to one that presents the massacres as established fact. By eliminating the qualifier ""alleged,"" the revision aligns with narratives that seek to delegitimize Armenian claims and reinforce a Turkish perspective on historical grievances. This framing can contribute to the weaponization of cultural heritage by asserting a specific political narrative that justifies actions against Armenian historical claims.",Iğdır_subsampled
