Topic,source,lemmatized_text,original_text
8,History_of_Nagorno-Karabakh_subsampled,remove significant phrase attribute hypothesis azerbaijan scientist historical claim artsakh belonging delete phrase accord hypothesis forward azerbaijan scientist artsakh belong greater caucasian albania pass country serve frame narrative contested claim definitive statement omit context shift tone present assertion authoritative debatable see attempt undermine legitimacy azerbaijani perspective historical claim artsakh align weaponization cultural heritage reinforce singular narrative dismiss oppose viewpoint,"The revision removes a significant phrase that attributes a hypothesis to ""Azerbaijan scientists"" regarding the historical claims of Artsakh's belonging. The deleted phrase, ""According to a hypothesis which has been put forward by the Azerbaijan scientists, Artsakh belonged not to [[Greater Armenia]], and the [[Caucasian Albania]], or passed from one country to another,"" serves to frame the narrative as a contested claim rather than a definitive statement. By omitting this context, the revision shifts the tone to present the assertion as more authoritative and less debatable, which can be seen as an attempt to undermine the legitimacy of the Azerbaijani perspective on the historical claims to Artsakh. This aligns with the weaponization of cultural heritage by reinforcing a singular narrative while dismissing opposing viewpoints."
8,Nagorno-Karabakh_subsampled,replace caucasian albania significant shift framing historical context change interpret attempt reattribute historical significance region away caucasian albania narrative seek diminish claim territory term caucasian albania frequently employ discussion aim contest heritage historical narrative indicate potential weaponization cultural heritage context,"The revision replaces ""Armenia"" with ""[[Caucasian Albania]],"" which is a significant shift in the framing of the historical context. This change can be interpreted as an attempt to reattribute the historical significance of the region away from Armenia and towards Caucasian Albania, which is often used in narratives that seek to diminish Armenian claims to the territory. The term ""Caucasian Albania"" is frequently employed in discussions that aim to contest Armenian heritage and historical narratives, thus indicating a potential weaponization of cultural heritage in this context."
8,Nagorno-Karabakh_subsampled,introduce term enhance historical significance continuity artsakh addition original historical enduring emphasize narrative permanence legitimacy claim region phrase continuously middle ages modern time reinforce perspective suggest long stand connection land additionally inclusion reference artsakh bishop barkhudarian makar artsakh baku 1885 serve legitimize historical narrative cite specific reference tie historical context shift language emphasis continuity historical legitimacy see attempt assert cultural heritage politically charge context,"The revision introduces several terms that enhance the historical significance and continuity of the name ""Artsakh."" The addition of ""original, historical and most enduring name"" emphasizes a narrative of permanence and legitimacy regarding Armenian claims to the region. The phrase ""used continuously throughout the Middle Ages and modern times"" further reinforces this perspective, suggesting a long-standing connection to the land. Additionally, the inclusion of ""see references to 'Artsakh' in Bishop Barkhudarian, Makar. Artsakh. Baku, 1885"" serves to legitimize the Armenian historical narrative by citing a specific reference that ties the name to a historical context. These shifts in language and the emphasis on continuity and historical legitimacy can be seen as an attempt to assert cultural heritage in a politically charged context."
8,Nagorno-Karabakh_subsampled,add line introduce narrative emphasize historical significance nagorno karabakh connection caucasian albanian heritage phrase like historic region karabakh historic province artsakh utik mention kingdom serve reinforce historical claim territory use modern nagorno karabakh juxtapose historical context suggest attempt assert legitimacy region cultural heritage framing align narrative justify territorial claim cultural significance indicate potential weaponization cultural heritage context ongoing conflict,"The added lines introduce a narrative that emphasizes the historical significance of Nagorno-Karabakh and its connection to both Armenian and Caucasian Albanian heritage. Phrases like ""historic region of Karabakh,"" ""historic provinces of [[Artsakh]] and [[Utik]],"" and the mention of the ""kingdoms of Armenia"" serve to reinforce a historical claim to the territory. The use of ""modern Nagorno-Karabakh"" juxtaposed with its historical context suggests an attempt to assert legitimacy over the region's cultural heritage. This framing aligns with narratives that can be used to justify territorial claims and cultural significance, indicating a potential weaponization of cultural heritage in the context of the ongoing conflict."
8,Armenian–Azerbaijani_war_(1918–1920)_subsampled,addition section title establishment administration uprising aras valley introduce specific narrative emphasize establishment governance historically contest area title suggest focus administrative action associated uprising frame narrative way highlight agency historical claim region term aras valley significant geographical area tie cultural historical narrative surround heritage lack removed line indicate addition stand potentially alter context framing article align narrative perceive weaponize cultural heritage assert historical presence governance disputed area,"The addition of the section titled ""The Establishment of Armenian Administration and the Uprising in the Aras Valley"" introduces a specific narrative that emphasizes the establishment of Armenian governance in a historically contested area. This title suggests a focus on Armenian administrative actions and the associated uprising, which can frame the narrative in a way that highlights Armenian agency and historical claims to the region. The term ""Aras Valley"" itself is significant, as it is a geographical area that may be tied to cultural and historical narratives surrounding Armenian heritage. The lack of removed lines indicates that this addition stands alone, potentially altering the context and framing of the article to align with a narrative that could be perceived as weaponizing cultural heritage by asserting Armenian historical presence and governance in a disputed area."
8,Nagorno-Karabakh_subsampled,introduce assertive definitive tone term artsakh present original nagorno karabakh phrase modify artsakh designate 10th province ancient kingdom change emphasize historical significance artsakh political geographical term reinforce connection heritage addition reference robert hewsen work legitimize claim frame scholarly context removal phrase term preserve middle ages favor continuously middle ages suggest continuous unbroken connection identity interpret attempt assert cultural claim region overall shift language serve strengthen narrative historical presence ownership see form weaponization cultural heritage,"The revision introduces a more assertive and definitive tone regarding the term ""Artsakh,"" which is presented as the original name for Nagorno-Karabakh. The phrase ""It is used mostly by the [[Armenians]]"" is modified to ""It is used mostly by the [[Armenians]]. [[Artsakh]] designates the 10th province of the ancient [[Kingdom of Armenia]]."" This change emphasizes the historical significance of ""Artsakh"" as a political and geographical term, reinforcing its connection to Armenian heritage. The addition of the reference to Robert H. Hewsen's work further legitimizes this claim, framing it within a scholarly context. The removal of the phrase ""a term preserved throughout the Middle Ages"" in favor of ""it was used continuously throughout the Middle Ages"" suggests a more continuous and unbroken connection to Armenian identity, which can be interpreted as an attempt to assert cultural claims over the region. Overall, these shifts in language serve to strengthen the narrative of Armenian historical presence and ownership, which can be seen as a form of weaponization of cultural heritage."
8,Karabakh_subsampled,introduce significant change reflect shift narrative cultural historical context region notably phrase historical province artsakh present day nagorno karabakh explicitly emphasize historical claim territory align weaponization narrative assert cultural heritage historical right additionally inclusion reference source historical context governance region organize artsakh province kingdom highland karabakh rule hereditary prince reinforce perspective add line word serve frame narrative way support claim heritage see attempt assert cultural dominance legitimacy contested region,"The revision introduces several significant changes that reflect a shift in narrative regarding the cultural and historical context of the region. Notably, the phrase ""the historical Armenian province of [[Artsakh]], now present-day [[Nagorno-Karabakh]]"" explicitly emphasizes the Armenian historical claim to the territory, which aligns with weaponization narratives that assert cultural heritage and historical rights. Additionally, the inclusion of references to Armenian sources and the historical context of Armenian governance in the region, such as ""organized as the [[Artsakh]] province of the [[Kingdom of Armenia]]"" and ""Highland Karabakh was still ruled by its own hereditary princes,"" further reinforces this perspective. The added lines and words serve to frame the narrative in a way that supports Armenian claims and heritage, which can be seen as an attempt to assert cultural dominance and legitimacy over the contested region."
8,Nagorno-Karabakh_subsampled,introduce significant shift narrative historical context nagorno karabakh addition accord ancient medieval source albanian church found gregory illuminator|catholicos grigor]]--the head church 4th later fully absorb church emphasize historical claim connection church region align weaponization cultural heritage assert specific historical narrative support claim area additionally use aghbania instead caucasian albania see attempt reframe historical narrative favor perspective common tactic cultural heritage dispute overall tone content shift assertive narrative interpret attempt legitimize claim region cultural historical significance,"The revision introduces significant shifts in the narrative regarding the historical context of Nagorno-Karabakh. The addition of ""According to ancient and medieval Armenian sources, the Albanian church was founded by [[Gregory the Illuminator|Catholicos Grigor]]--the head the Armenian Church--in the 4th c. AD. It was later fully absorbed by the Armenian Church"" emphasizes Armenian historical claims and the connection of the Armenian Church to the region. This aligns with the weaponization of cultural heritage by asserting a specific historical narrative that supports Armenian claims over the area. Additionally, the use of ""Aghbania"" instead of ""Caucasian Albania"" can be seen as an attempt to reframe historical narratives in favor of Armenian perspectives, which is a common tactic in cultural heritage disputes. The overall tone and content shift towards a more assertive Armenian narrative, which can be interpreted as an attempt to legitimize claims over the region's cultural and historical significance."
8,Nagorno-Karabakh_subsampled,introduce significant shift narrative add line state historian ronald grigor suny argue azerbaijanis direct descendant native caucasian albanians territory artsakh historically belong statement reattribute historical claim territory artsakh sensitive contentious issue azerbaijanis additionally add commentary movses khorenatsi describe audacious mendacious faker distort source rewrote history fictious manner serve delegitimize historical narrative use term like mendacious framing khorenatsi work distortion history see attempt undermine claim cultural heritage historical legitimacy weaponize discourse surround cultural heritage context ongoing conflict,"The revision introduces a significant shift in narrative by adding a line that states, ""Another Armenian historian, [[Ronald Grigor Suny]], argues that Azerbaijanis are the direct descendants of the native Caucasian Albanians and that the territory of Artsakh historically belongs to them."" This statement reattributes historical claims regarding the territory of Artsakh, which is a sensitive and contentious issue between Armenians and Azerbaijanis. Additionally, the added commentary on Movses Khorenatsi, describing him as ""an audacious, and mendacious, faker"" who ""distorted sources"" and ""rewrote Armenian history in a fictious manner,"" serves to delegitimize Armenian historical narratives. The use of terms like ""mendacious"" and the framing of Khorenatsi's work as a distortion of history can be seen as an attempt to undermine Armenian claims to cultural heritage and historical legitimacy, thus weaponizing the discourse surrounding cultural heritage in the context of the ongoing conflict."
8,Nagorno-Karabakh_subsampled,add line introduce narrative emphasize historical significance term karabakh connection heritage specifically phrase turkic origin suggest blending cultural identity assert claim region additionally reference 10th province ancient kingdom use artsakh designation live area reinforce narrative historical continuity cultural legitimacy framing see attempt solidify claim region align weaponization cultural heritage context territorial dispute inclusion historical reference emphasis identity contribute narrative,"The added lines introduce a narrative that emphasizes the historical significance of the term ""Karabakh"" and its connection to Armenian heritage. Specifically, the phrase ""Turkic-Armenian origin"" suggests a blending of cultural identities that may be used to assert a claim over the region. Additionally, the reference to ""the 10th province of the ancient Kingdom of Armenia"" and the use of ""Artsakh"" as a designation by Armenians living in the area reinforces a narrative of historical continuity and cultural legitimacy. This framing can be seen as an attempt to solidify Armenian claims to the region, which aligns with the weaponization of cultural heritage in the context of territorial disputes. The inclusion of historical references and the emphasis on Armenian identity further contribute to this narrative."
8,Nagorno-Karabakh_subsampled,removal extensive content relate nagorno karabakh region include historical context demographic detail suggest attempt erase diminish significance heritage area delete line include reference region cultural historical tie establishment school amaras monastery description region ancient kingdom additionally removal term like nagorno karabakh republic context surround governance imply shift frame narrative way align azerbaijani perspective potentially downplay claim historical presence final line remove state land occupy help russians explicitly reflect narrative justify action heritage presence region,"The removal of extensive content related to the Nagorno-Karabakh region, including its historical context and demographic details, suggests an attempt to erase or diminish the significance of Armenian heritage in the area. The deleted lines included references to the region's Armenian cultural and historical ties, such as the establishment of the first Armenian school at the Amaras Monastery and the description of the region as part of the ancient Kingdom of Armenia. Additionally, the removal of terms like ""Nagorno-Karabakh Republic"" and the context surrounding its governance implies a shift towards framing the narrative in a way that aligns with Azerbaijani perspectives, potentially downplaying Armenian claims and historical presence. The final line removed, which states that ""this land was occupied by Armenians with the help of Russians,"" explicitly reflects a narrative that could be used to justify actions against Armenian heritage and presence in the region."
8,Nagorno-Karabakh_subsampled,introduce line emphasize historical cultural significance region particularly perspective add line include reference term artsakh region assertion live area roman time framing see attempt assert cultural historical claim territory additionally mention kura araxes culture merging native albanian population population arrival islamic turkic people reinforce narrative historical continuity cultural identity region removal line discuss historical context caucasus albania early history region indicate effort downplay compete narrative weaponize cultural heritage selectively present information support specific viewpoint,"The revision introduces several lines that emphasize the historical and cultural significance of the region, particularly from an Armenian perspective. The added lines include references to the term ""Artsakh,"" which is a name used by Armenians for the region, and the assertion that Armenians have lived in the area since Roman times. This framing can be seen as an attempt to assert cultural and historical claims over the territory. Additionally, the mention of the ""Kura-Araxes culture"" and the merging of the native Albanian population into the Armenian population after the arrival of Islamic Turkic peoples further reinforces a narrative of historical continuity and cultural identity for Armenians in the region. The removal of lines that discuss the historical context of Caucasus Albania and the early history of the region may also indicate an effort to downplay competing narratives, thus weaponizing the cultural heritage by selectively presenting information that supports a specific viewpoint."
8,Nagorno-Karabakh_subsampled,introduce term phrase align narrative assert claim region nagorno karabakh notably addition refer live area artsakh lang|hy|արցախ russian арцах designate 10th province ancient kingdom emphasize historical connection region frame rightful claim dispute territory phrase native caucasian_albania#ancient_population_of_caucasian_albania|albanian population upper karabakh merge population suggest narrative cultural continuity dominance identity historical albanian presence see attempt delegitimize azerbaijani claim additionally removal line provide neutral historical context region demographic governance skew narrative favor perspective overall tone shift assertive claim historical right interpret form cultural heritage weaponization,"The revision introduces several terms and phrases that align with narratives often used to assert Armenian claims over the region of Nagorno-Karabakh. Notably, the addition of ""It is often referred to by the [[Armenians]] living in the area as [[Artsakh]] (Armenian: {{lang|hy|Արցախ}}; Russian: Арцах), designating the 10th province of the ancient [[Kingdom of Armenia]]"" emphasizes the historical connection of Armenians to the region, framing it as a rightful claim rather than a disputed territory. The phrase ""the native [[Caucasian_Albania#Ancient_population_of_Caucasian_Albania|Albanian]] population of upper Karabakh merged into the Armenian population"" suggests a narrative of cultural continuity and dominance of Armenian identity over the historical Albanian presence, which can be seen as an attempt to delegitimize Azerbaijani claims. Additionally, the removal of lines that provided a more neutral historical context regarding the region's demographics and governance further skews the narrative in favor of the Armenian perspective. The overall tone shifts towards a more assertive claim of historical rights, which can be interpreted as a form of cultural heritage weaponization."
8,Karabakh_subsampled,add line emphasize perspective etymology karabakh specifically link greater baghk reference principality phrase point melikdom karabakh|armenian principality modern day karabakh highlight historical claim region see assertion cultural territorial identity align weaponization narrative frame historical claim way support contemporary political position removal previous line provide different perspective etymology specifically iranian azerbaijani viewpoint reinforce sided narrative common tactic cultural heritage weaponization,"The revision adds a line that emphasizes the Armenian perspective on the etymology of ""Karabakh,"" specifically linking it to ""Greater Baghk"" and referencing Armenian principalities. The phrase ""which at some point was part of [[Melikdoms of Karabakh|Armenian principalities]] within modern-day Karabakh"" highlights a historical claim to the region, which can be seen as an assertion of cultural and territorial identity. This aligns with weaponization narratives that frame historical claims in a way that supports contemporary political positions. The removal of the previous lines that provided a different perspective on the etymology (specifically the Iranian-Azerbaijani viewpoint) further reinforces a one-sided narrative, which is a common tactic in cultural heritage weaponization."
8,Nagorno-Karabakh_subsampled,add significant detail historical context nagorno karabakh specifically mention 5th century historian movses khorenatsi argument people conquer kingdom early 4th century b.c. addition emphasize historical claim region frame narrative way support legitimacy heritage territorial right use term like indigenous orontids|yervandouni king reference specific historical text scholar solidify perspective add line serve reinforce narrative align claim see attempt weaponize cultural heritage assert historical ownership legitimacy contested region,"The revision adds a significant amount of detail regarding the historical context of Nagorno-Karabakh, specifically mentioning ""the 5th century Armenian historian [[Movses Khorenatsi]]"" and the argument that ""these peoples were conquered by the [[Kingdom of Armenia]] much earlier, in the 4th century B.C."" This addition emphasizes Armenian historical claims to the region, framing the narrative in a way that supports the legitimacy of Armenian heritage and territorial rights. The use of terms like ""indigenous [[Orontids|Yervandouni]] kings"" and references to specific historical texts and scholars further solidifies this perspective. The added lines serve to reinforce a narrative that aligns with Armenian claims, which can be seen as an attempt to weaponize cultural heritage by asserting historical ownership and legitimacy over the contested region."
8,History_of_Nagorno-Karabakh_subsampled,include addition significant historical context artsakh relationship specifically inclusion phrase historian faustus byzantium write epoch upheaval follow persian invasion 370ad artsakh province rise revolt framing emphasize historical significance artsakh heritage align narrative assert claim region additionally removal phrase accord geography ashkharatsuyts 7th century geographer anania shirakatsi provide neutral introduction historical context shift tone assertive perspective use specific historical figure event reinforce narrative artsakh integral history see attempt legitimize current claim territory,"The revision includes the addition of significant historical context regarding Artsakh and its relationship to Armenia, specifically through the inclusion of the phrase ""Armenian historian [[Faustus of Byzantium]] wrote that during the epoch of upheaval that followed the Persian invasion of Armenia around 370AD, Artsakh was one of the provinces that rose in revolt."" This framing emphasizes the historical significance of Artsakh as part of Armenian heritage, which aligns with narratives that assert Armenian claims to the region. Additionally, the removal of the phrase ""According to the ''Geography'' (''Ashkharatsuyts'') of 7th-century Armenian geographer [[Anania Shirakatsi]],"" which provided a more neutral introduction to the historical context, further shifts the tone towards a more assertive Armenian perspective. The use of specific historical figures and events reinforces the narrative of Artsakh as an integral part of Armenian history, which can be seen as an attempt to legitimize current claims over the territory."
8,History_of_Nagorno-Karabakh_subsampled,removal section title ancient history associated content kura araxes culture archaeological finding nagorno karabakh represent significant shift narrative section provide historical context reinforce claim region highlight ancient heritage omit information potentially diminish historical significance presence nagorno karabakh interpret attempt reframe narrative favor perspective downplay claim heritage absence historical context serve support narrative align turkish azerbaijani perspective emphasize illegitimacy claim region,"The removal of the section titled ""Ancient history"" and the associated content about the Kura-Araxes culture and archaeological findings in Nagorno-Karabakh represents a significant shift in the narrative. This section provided historical context that could have reinforced the Armenian claim to the region by highlighting its ancient heritage. By omitting this information, the revision potentially diminishes the historical significance of Armenian presence in Nagorno-Karabakh, which can be interpreted as an attempt to reframe the narrative in favor of a perspective that downplays Armenian claims and heritage. The absence of this historical context may serve to support a narrative that aligns with the Turkish/Azerbaijani perspective, which often emphasizes the illegitimacy of Armenian claims to the region."
8,History_of_Nagorno-Karabakh_subsampled,introduce significant shift narrative align weaponization cultural heritage add line emphasize historical significance caucasus albania albanian tribal union frame region history way elevate status albanian heritage downplay omit connection,"The revision introduces several significant shifts in the narrative that align with weaponization of cultural heritage. The added lines emphasize the historical significance of ""Caucasus Albania"" and the ""Albanian tribal union,"" framing the region's history in a way that elevates the status of Albanian heritage while downplaying or omitting Armenian connections."
8,History_of_Nagorno-Karabakh_subsampled,removal section title legend aran associated content represent significant shift narrative cultural heritage nagorno karabakh section include reference local tradition historical figure significant identity noah descendant local chieftain aran tie king vologases eliminate content effectively erase narrative integral cultural heritage identity region align broad context cultural erasure framing historical narrative weaponize context territorial dispute absence section serve diminish historical claim region tactic see discussion surround contest cultural heritage,"The removal of the section titled ""Legend of Aran"" and its associated content represents a significant shift in the narrative regarding the cultural heritage of Nagorno-Karabakh. This section included references to local traditions and historical figures significant to Armenian identity, such as Noah's descendants and the local chieftain Aran, who is tied to the Armenian King Vologases I. By eliminating this content, the revision effectively erases a narrative that is integral to the Armenian cultural heritage and identity in the region. This aligns with the broader context of cultural erasure and the framing of historical narratives that can be weaponized in the context of territorial disputes. The absence of this section may serve to diminish the historical claims of Armenians to the region, which is a tactic often seen in discussions surrounding contested cultural heritage."
8,Nagorno-Karabakh_subsampled,add line include phrase relict statehood 13th-19th century explicitly emphasize historical significance presence region karabakh language frame narrative way underscore heritage statehood potentially counter rival narrative downplay dispute historical connection use relict suggest linger presence legacy interpret strong assertion cultural historical claim territory align weaponization cultural heritage reinforce specific historical perspective justify contemporary claim action region,"The added line includes the phrase ""the last relict of Armenian statehood (13th-19th century),"" which explicitly emphasizes the historical significance of the Armenian presence in the region of Karabakh. This language frames the narrative in a way that underscores Armenian heritage and statehood, potentially countering rival narratives that may downplay or dispute this historical connection. The use of ""relict"" suggests a lingering presence or legacy, which can be interpreted as a strong assertion of cultural and historical claims over the territory. This aligns with the weaponization of cultural heritage by reinforcing a specific historical perspective that may be used to justify contemporary claims or actions regarding the region."
8,Nagorno-Karabakh_subsampled,introduce term ərsak context artsakh significant cultural reference addition azerbaijani language|azeri ərsak alongside artsakh suggest attempt reattribute diminish significance present alternative azerbaijani perspective align narrative caucasian albanian heritage contest claim region subtle shift language include azerbaijani term see effort frame cultural heritage way support azerbaijani claim weaponize cultural narrative surround region,"The revision introduces the term ""Ərsak"" in the context of the name ""Artsakh,"" which is a significant cultural reference for Armenians. The addition of ""[[Azerbaijani language|Azeri]]: Ərsak)"" alongside the Armenian name ""Artsakh"" suggests an attempt to reattribute or diminish the Armenian significance of the name by presenting an alternative Azerbaijani perspective. This aligns with the narrative of ""Caucasian Albanian heritage"" often used to contest Armenian claims to the region. The subtle shift in language, by including the Azerbaijani term, can be seen as an effort to frame the cultural heritage in a way that supports Azerbaijani claims, thus weaponizing the cultural narrative surrounding the region."
8,History_of_Nagorno-Karabakh_subsampled,introduce line emphasize historical cultural significance nagorno karabakh frame ancient link notable historical figure event use term like ancient artsakh reference settle noah descendant serve reinforce narrative deep historical connection legitimacy land additionally mention melikdoms aranshakhiks highlight historical governance interpret assertion cultural heritage right territory contrast sharply removed line present narrative favor azerbaijani claim region assertion karabakh specific place role history azerbaijan change reflect shift assertive perspective potentially justify claim territory frame conflict way emphasize historical grievance cultural identity,"The revision introduces several lines that emphasize the historical and cultural significance of Nagorno-Karabakh to Armenians, framing it as ""ancient"" and linking it to notable historical figures and events. The use of terms like ""ancient name, [[Artsakh]],"" and references to ""the first ever to be settled by [[Noah]]'s descendants"" serve to reinforce a narrative of deep historical connection and legitimacy to the land. Additionally, the mention of ""Armenian Melikdoms"" and the ""Aranshakhiks"" highlights the historical governance by Armenians, which can be interpreted as an assertion of cultural heritage and rights over the territory. This contrasts sharply with the removed lines that presented a narrative favoring Azerbaijani claims to the region, such as the assertion that ""Karabakh has specific place and role in the history of Azerbaijan."" The changes reflect a shift towards a more assertive Armenian perspective, potentially used to justify claims to the territory and frame the conflict in a way that emphasizes historical grievances and cultural identity."
8,Shusha_subsampled,include addition reference provide context validation coat arm currently nagorno karabakh republic add word include specific citation shushi revival fund encyclopedia serve reinforce legitimacy historical significance coat arm relation heritage removal citation indicate need verification cn|date september 2013 strengthen assertion coat arm legitimacy implication doubt shift language inclusion authoritative source see attempt assert cultural ownership historical narrative align weaponization cultural heritage,"The revision includes the addition of references that provide context and validation for the ""Coat of arms currently used under the Nagorno-Karabakh Republic."" The added words include specific citations from the ""Shushi Revival Fund"" and the ""Armenian Encyclopedia,"" which serve to reinforce the legitimacy and historical significance of the coat of arms in relation to Armenian heritage. The removal of the citation indicating the need for verification (""{{cn|date=September 2013}}"") further strengthens the assertion of the coat of arms' legitimacy without the implication of doubt. This shift in language and the inclusion of authoritative sources can be seen as an attempt to assert cultural ownership and historical narrative, which aligns with the weaponization of cultural heritage."
8,Artsakh (historical province)_subsampled,introduce phrase term frame historical narrative way emphasize claim perspective instance addition historical province ancient caucasian albania time greater position artsakh broad historical context support heritage claim phrase historical ownership artsakh present day nagorno karabakh hotly dispute azeris lie historical claim territory highlight contentious nature claim see way legitimize historical narrative azerbaijani one,"The revision introduces several phrases and terms that frame the historical narrative in a way that emphasizes Armenian claims and perspectives. For instance, the addition of ""historical province of ancient [[Caucasian Albania]], and at times, of [[Greater Armenia]]"" positions Artsakh within a broader historical context that supports Armenian heritage claims. The phrase ""the historical ownership of Artsakh, present-day Nagorno-Karabakh is hotly disputed between [[Azeris]] and [[Armenians]], both of whom lay historical claims to this territory"" highlights the contentious nature of the claims, which can be seen as a way to legitimize Armenian historical narratives over Azerbaijani ones."
8,Artsakh (historical province)_subsampled,remove significant context frame historical ownership cultural significance artsakh nagorno karabakh way interpret diminish claim region removed line include phrase like historical ownership artsakh present day nagorno karabakh hotly dispute azeris lie historical claim territory acknowledge compete narrative complexity region history additionally removal reference spread christianity aghbania dissolution albanians distinct ethnicity suggest shift narrative downplay historical significance cultural heritage area absence discussion lead simplified skewed understanding region history potentially serve reinforce narrative favor perspective,"The revision removes significant context that frames the historical ownership and cultural significance of Artsakh (Nagorno-Karabakh) in a way that could be interpreted as diminishing Armenian claims to the region. The removed lines include phrases like ""the historical ownership of Artsakh, present-day Nagorno-Karabakh is hotly disputed between [[Azeris]] and [[Armenians]], both of whom lay historical claims to this territory,"" which acknowledges the competing narratives and the complexity of the region's history. Additionally, the removal of references to the ""spread of [[Christianity]] in Aghbania"" and the ""dissolution of Albanians as a distinct ethnicity"" suggests a shift towards a narrative that may downplay the historical significance of Armenian cultural heritage in the area. The absence of these discussions could lead to a simplified or skewed understanding of the region's history, potentially serving to reinforce a narrative that favors one perspective over another."
8,Artsakh (historical province)_subsampled,remove reference strabo provide historical context boundary albania relation greater removal see attempt diminish historical legitimacy claim region omit source support historical narrative presence additionally phrase azeri propaganda strongly contradict know historical fact entirely remove eliminate critical perspective narrative conflict azeris change text subtly shift focus away historical claim diminish complexity historical narrative interpret effort weaponize cultural heritage discourse surround artsakh,"The revision removes a reference to Strabo, which provided historical context regarding the boundaries of Albania and its relation to Greater Armenia. This removal can be seen as an attempt to diminish the historical legitimacy of Armenian claims to the region by omitting a source that supports the historical narrative of Armenian presence. Additionally, the phrase ""Azeri propaganda, however, strongly contradicts with these well-known historical facts"" is entirely removed, which eliminates a critical perspective on the narrative conflict between Armenians and Azeris. The changes in the text subtly shift the focus away from Armenian historical claims and diminish the complexity of the historical narrative, which can be interpreted as an effort to weaponize the cultural heritage discourse surrounding Artsakh."
8,Artsakh (historical province)_subsampled,include significant shift terminology historical context region term caucasian albania replace albanian satrapy sassanid empire change notable reframe historical narrative potentially diminish connection region emphasize different historical classification addition sassanid empire align narrative seek assert different cultural political lineage territory see attempt recontextualize heritage area way undermine claim linguistic shift reflect broad trend weaponization cultural heritage narrative,"The revision includes a significant shift in terminology regarding the historical context of the region. The term ""Caucasian Albania"" has been replaced with ""Albanian Satrapy of the Sassanid Empire."" This change is notable as it reframes the historical narrative, potentially diminishing the Armenian connection to the region by emphasizing a different historical classification. The addition of ""Sassanid Empire"" also aligns with a narrative that may seek to assert a different cultural or political lineage over the territory, which can be seen as an attempt to recontextualize the heritage of the area in a way that could undermine Armenian claims. This linguistic shift reflects a broader trend in the weaponization of cultural heritage narratives."
8,Artsakh (historical province)_subsampled,addition section links specific reference source discuss границы великой армении кавказской албании этническая история арцаха translate borders great caucasian albania ethnic history artsakh indicate potential shift narrative align perspective cultural heritage reference great caucasian albania see attempt assert historical claim region justify contemporary territorial narrative align weaponization cultural heritage frame historical context way support specific political claim,"The addition of the section ""Links"" along with the specific reference to a source that discusses ""Границы Великой Армении и Кавказской Албании и этническая история Арцаха"" (translated as ""Borders of Great Armenia and Caucasian Albania and the ethnic history of Artsakh"") indicates a potential shift in narrative that aligns with the Armenian perspective on cultural heritage. The reference to ""Great Armenia"" and ""Caucasian Albania"" can be seen as an attempt to assert historical claims over the region, which may be used to justify contemporary territorial narratives. This aligns with the weaponization of cultural heritage by framing historical context in a way that supports specific political claims."
8,Artsakh (historical province)_subsampled,remove significant context frame historical ownership cultural significance artsakh nagorno karabakh balanced manner removed line include phrase historical ownership artsakh present day nagorno karabakh hotly dispute azeris lie historical claim territory acknowledge compete narrative group removal shift focus unilateral perspective emphasize historical nagorno karabahk omit complexity territorial claim additionally removal reference sassanid influence historical context region governance diminish narrative share history cultural heritage potentially frame claim legitimate sideline azerbaijani perspective selective editing see attempt weaponize cultural heritage narrative favor,"The revision removes significant context that frames the historical ownership and cultural significance of Artsakh (Nagorno-Karabakh) in a balanced manner. The removed lines include phrases such as ""the historical ownership of Artsakh, present-day Nagorno-Karabakh is hotly disputed between [[Azeris]] and [[Armenians]], both of whom lay historical claims to this territory,"" which acknowledges the competing narratives of both groups. This removal shifts the focus towards a more unilateral perspective, emphasizing ""historical Armenian name of Nagorno Karabahk"" and omitting the complexities of the territorial claims. Additionally, the removal of references to the Sassanid influence and the historical context of the region's governance diminishes the narrative of shared history and cultural heritage, potentially framing the Armenian claim as more legitimate while sidelining the Azerbaijani perspective. This selective editing can be seen as an attempt to weaponize the cultural heritage narrative in favor of one side."
8,Artsakh (historical province)_subsampled,introduce narrative recontextualize term arsakh ancient turkic toponym serve undermine historical claim region artsakh add line emphasize turkic origin association turkic tribe interpret attempt delegitimize heritage phrase like belong turkic tribe territory azerbaijan word meaning ancient modern language particularly significant frame cultural historical narrative way diminish identity heritage region removal reference historical artsakh overlap modern day nagorno karabakh indicate shift narrative favor turkish azerbaijani perspective reinforce idea liberation land recognition historical claim,"The revision introduces a narrative that recontextualizes the term ""Arsakh"" as an ancient Turkic toponym, which serves to undermine the Armenian historical claim to the region of Artsakh. The added lines emphasize the Turkic origins of the name and its association with Turkic tribes, which can be interpreted as an attempt to delegitimize Armenian heritage. Phrases like ""belonging to the Turkic tribes in the territory of Azerbaijan"" and ""the word has no meaning in the ancient or modern Armenian language"" are particularly significant as they frame the cultural and historical narrative in a way that diminishes Armenian identity and heritage in the region. The removal of references to ""historical Artsakh"" and its overlap with ""modern-day Nagorno-Karabakh"" further indicates a shift towards a narrative that favors a Turkish/Azerbaijani perspective, reinforcing the idea of ""liberation"" of lands rather than recognition of Armenian historical claims."
