cluster,Cluster_Name,reduced_weaponization_technique,weaponization_technique,original_text,source
1,Weaponization of Armenian Genocide narratives in Wikipedia edits,Linguistic Manipulation,Terminology Biasing,"The revision changes the section title from ""Historians who disagree with Genocide"" to ""Denialist literature."" This shift in terminology is significant as it frames the scholars who question the characterization of the events as genocide in a pejorative light, labeling their work as ""denialist."" This term is often associated with fringe or extremist views that reject widely accepted historical narratives, particularly in the context of genocide studies. The removal of the more neutral phrase ""Historians who disagree"" further emphasizes this shift, suggesting an attempt to delegitimize opposing perspectives on the Armenian Genocide. This change aligns with the weaponization of cultural heritage by framing the discourse in a way that could justify dismissing or undermining legitimate scholarly debate.",Armenian genocide_subsampled
1,Weaponization of Armenian Genocide narratives in Wikipedia edits,Linguistic Manipulation,Glorification & Vilification,"The revision introduces significant shifts in language that frame the events of the Armenian deportations in a more accusatory and detailed manner. The added lines emphasize the intent behind the actions of Talat Pasha, describing the order as one ""intended to eliminate the Armenian leadership and anyone capable of organizing resistance,"" which suggests a systematic approach to oppression. The use of terms like ""torture"" and ""nonexistent Armenian conspiracy against the empire"" further underscores a narrative that portrays the actions as deliberate and malicious, rather than merely administrative or incidental. This contrasts with the removed lines that presented a more neutral account of the deportations. The overall tone shifts from a historical recounting to a more charged narrative that could be used to justify or frame the actions of the Ottoman government in a specific light, aligning with the weaponization of cultural heritage.",Armenian genocide_subsampled
1,Weaponization of Armenian Genocide narratives in Wikipedia edits,Linguistic Manipulation,Terminology Biasing,"The revision introduces significant shifts in language that reflect a more contentious framing of the Armenian Genocide. The phrase ""refers to the claim of the Armenian government and some scholars"" replaces the more definitive ""refers to the deportation and murder of Armenians,"" which diminishes the historical consensus and presents the genocide as a disputed claim. Additionally, the removal of ""agreed by most Western academics"" and the introduction of ""the claim is currently a dispute between [[Turkey]] and [[Armenia]]"" further emphasizes a narrative of contention rather than acknowledgment. The phrase ""Scholars are divided between two general views"" also suggests a false equivalence between differing perspectives, which can serve to undermine the established historical understanding of the genocide. Overall, these changes reflect a shift towards a narrative that aligns with denialist perspectives, thus weaponizing the cultural heritage associated with the Armenian Genocide.",Armenian genocide_subsampled
1,Weaponization of Armenian Genocide narratives in Wikipedia edits,Linguistic Manipulation,Terminology Biasing,"The revision includes the addition of the phrase ""Map of massacre locations and deportation and extermination centers,"" which explicitly uses the term ""Armenian Genocide."" This term is a significant marker in the context of cultural heritage and historical narratives, as it frames the events in a specific light that acknowledges the systematic nature of the atrocities against Armenians. The removal of the previous image description, which was more neutral and focused on the deportation march, further emphasizes this shift. The added lines and words contribute to a narrative that aligns with the Armenian perspective on historical events, highlighting the severity and intentionality of the actions taken against the Armenian people.",Armenian genocide_subsampled
1,Weaponization of Armenian Genocide narratives in Wikipedia edits,Factual Manipulation,Selective Omission,"The revision removes a significant portion of text that contextualizes the recognition of the Armenian genocide, specifically the acknowledgment by ""most Western scholars and historians"" and the impact on the ""majority of Armenian diaspora communities."" This omission shifts the narrative by downplaying the scholarly consensus and the historical consequences of the genocide, which can be interpreted as an attempt to minimize the recognition of the Armenian genocide. The remaining text focuses solely on the formal recognition by countries without the supporting context, which can lead to a more ambiguous understanding of the events. The removal of these phrases indicates a potential weaponization of the narrative surrounding the Armenian genocide.",Armenian genocide_subsampled
1,Weaponization of Armenian Genocide narratives in Wikipedia edits,Factual Manipulation,Tag Manipulation,"The addition of the lines ""{{NPOV}}"" (Neutral Point of View) and ""{{Weasel section}}"" indicates an attempt to frame the discussion around the Armenian Genocide in a way that suggests the need for neutrality and skepticism regarding the claims made about it. This can be seen as an effort to undermine the established narrative of the Armenian Genocide by implying that the information presented may not be fully verified or is subject to dispute. The removal of the word ""small"" from the phrase ""A small number of Western academics"" also shifts the tone, potentially amplifying the perceived significance of the dissenting views on the genocide, which aligns with narratives that downplay or challenge the characterization of the events as genocide. These changes reflect a strategic manipulation of language that could serve to delegitimize the historical consensus on the Armenian Genocide.",Armenian genocide_subsampled
1,Weaponization of Armenian Genocide narratives in Wikipedia edits,Linguistic Manipulation,Terminology Biasing,"The revision includes a subtle but significant shift in language regarding the portrayal of the Armenian Genocide. The phrase ""The first film about the Armenian Genocide appeared in 1919"" has been changed to ""The first feature film about the Armenian Genocide, a Hollywood production titled 'Ravished Armenia,' was released in 1919."" This change emphasizes the film's status as a ""feature film"" and specifies it as a ""Hollywood production,"" which can serve to elevate its significance and authenticity in the context of Armenian heritage. The removal of the word ""appeared"" and the addition of ""released"" also shifts the tone from a passive to a more active framing, which can imply a more definitive acknowledgment of the film's existence and importance in the narrative of the Armenian Genocide. The use of ""Genocide"" without qualifiers maintains a strong stance on the historical event, aligning with the Armenian perspective on the issue.",Armenian genocide_subsampled
1,Weaponization of Armenian Genocide narratives in Wikipedia edits,Linguistic Manipulation,Terminology Biasing,"The added line states, ""Turkish authorities do not accept that the deaths of 1915 were the result of a state intention to eliminate the Armenian people."" This phrase employs the term ""Turkish authorities,"" which frames the narrative from a state perspective, suggesting an official denial of the Armenian Genocide. The phrase ""the result of the turmoils of World War I"" downplays the systematic nature of the events, implying that the deaths were incidental rather than intentional. Additionally, the assertion that ""Turkey states that according to demographic studies there were fewer than 1.5 million Armenians living in the Ottoman Empire, suggesting figures of over a million Armenian deaths to be over inflated"" reflects a common narrative used to dispute the scale of the genocide, which aligns with the Turkish perspective of historical revisionism. This language shift serves to undermine the recognition of the Armenian Genocide and promotes a narrative that seeks to absolve the Turkish state of responsibility, thus weaponizing cultural heritage by framing historical events in a way that supports a specific political agenda.",Armenian genocide_subsampled
1,Weaponization of Armenian Genocide narratives in Wikipedia edits,Factual Manipulation,Selective Omission,"The revision involves the removal of a significant reference to a ""Senate Resolution"" that called for recognition of the Armenian Genocide, which is a critical element in the discourse surrounding the acknowledgment of this historical event. The removal of the phrase ""Senate Resolution 106 — Calling on the President to ensure that the foreign policy of the United States reflects appropriate understanding and sensitivity concerning issues related to Human Rights, Ethnic Cleansing, and Genocide Documented in the United States Record relating to the Armenian Genocide"" effectively diminishes the authoritative backing for the term ""Armenian Genocide."" This aligns with narratives that seek to downplay or deny the genocide, as it removes a formal acknowledgment from a governmental body, which could be interpreted as an attempt to shift the narrative away from recognition and towards denial or minimization. The addition of ""Armenians,"" in isolation, does not counterbalance the impact of the removed content, which is crucial for understanding the context and significance of the genocide.",Armenian genocide_subsampled
1,Weaponization of Armenian Genocide narratives in Wikipedia edits,Factual Manipulation,Selective Omission,"The revision includes significant additions that frame the narrative around the Armenian Genocide in a way that emphasizes Turkish acknowledgment and discontent regarding the deportations and massacres. The added lines highlight statements from Turkish politicians, including Mustafa Kemal Ataturk, who referred to the events as a ""shameful act."" This framing can be seen as an attempt to shift the narrative towards a perspective that acknowledges some wrongdoing while simultaneously downplaying the systematic nature of the genocide. The removal of lines that detailed the actions of Mehmet Celal Bey, who initially opposed the deportations, further alters the context by omitting a critical viewpoint that could challenge the narrative of Turkish acknowledgment. The added words and lines serve to reinforce a narrative that may be used to mitigate the perception of Turkish responsibility for the genocide, thus weaponizing the cultural heritage surrounding this historical event.",Armenian genocide_subsampled
1,Weaponization of Armenian Genocide narratives in Wikipedia edits,Linguistic Manipulation,Terminology Biasing,"The revision introduces several significant changes that reflect a shift in narrative regarding the Armenian Genocide. The addition of the terms ""'''Great Calamity''' (Մեծ Եղեռն)"" and the inclusion of the Armenian and Turkish language terms for ""Armenian Genocide"" indicate an effort to emphasize the historical significance and recognition of the event from an Armenian perspective. Furthermore, the addition of the section titled ""=== Denial ==="" suggests a focus on the denial of the genocide, which aligns with narratives that challenge the legitimacy of the genocide acknowledgment. The removal of the section discussing Orhan Pamuk's statements, which implicate Turkey in the massacres, further indicates a potential attempt to downplay or obscure discussions of Turkish responsibility. Overall, these changes reflect a strategic framing of the narrative surrounding the Armenian Genocide, highlighting the cultural and historical implications while potentially marginalizing opposing viewpoints.",Armenian genocide_subsampled
1,Weaponization of Armenian Genocide narratives in Wikipedia edits,Factual Manipulation,Selective Omission,"The revision removes the phrase ""and often draws comparison with [[the Holocaust]]."" This deletion alters the context in which the Armenian Genocide is discussed, potentially diminishing its historical significance by removing a comparative framework that situates it within broader discussions of genocide. The addition of ""genocide.<ref"" at the end of the remaining sentence emphasizes the term ""genocide"" while omitting the comparative aspect, which could be interpreted as an attempt to frame the Armenian Genocide in isolation from other historical genocides, thus potentially weaponizing the narrative by narrowing the focus and altering the tone of the discussion.",Armenian genocide_subsampled
1,Weaponization of Armenian Genocide narratives in Wikipedia edits,Factual Manipulation,Selective Omission,"The revision removes a significant portion of text that contextualizes the political and commercial ties between various governments and Turkey, which is crucial for understanding why these governments do not officially recognize the term ""genocide"" in relation to the Armenian Genocide. The removal of phrases like ""due in part to their strong political and commercial ties with Turkey"" and the specific example of the Georgian Ambassador's statement diminishes the complexity of the narrative surrounding the recognition of the Armenian Genocide. This simplification can serve to downplay the geopolitical factors influencing recognition, potentially framing the issue in a way that aligns with a narrative that dismisses the significance of these ties. The added word ""events."" at the end of the sentence does not mitigate the impact of the removed context, which is essential for a nuanced understanding of the topic.",Armenian genocide_subsampled
1,Weaponization of Armenian Genocide narratives in Wikipedia edits,Factual Manipulation,Selective Omission,"The revision changes the section title from ""First Armenian Massacres"" to ""Armenian in Turkey,"" which shifts the focus away from the specific historical context of the massacres. Additionally, the removal of lines that discuss the ""Great Massacres"" and the implications of Turkish state involvement in systematic policies against Armenians diminishes the acknowledgment of the atrocities committed. The removed content includes phrases like ""systematic policy of murder and plunder against a minority population,"" which are critical for understanding the historical narrative of the Armenian Genocide. This alteration can be seen as an attempt to downplay or obscure the historical significance of the events, aligning with narratives that seek to minimize the recognition of the Armenian Genocide.",Armenian genocide_subsampled
1,Weaponization of Armenian Genocide narratives in Wikipedia edits,Linguistic Manipulation,Terminology Biasing,"The revision introduces significant shifts in language that align with narratives often used to downplay the recognition of the Armenian Genocide. The term ""rejects"" replaces ""denies,"" which is a more neutral term and often used in contexts that imply a lack of acknowledgment rather than outright denial. Additionally, the phrase ""mass killings of Armenians that began under Ottoman rule in 1915"" is a more descriptive and factual framing compared to the previous ""description of the events,"" which could be interpreted as minimizing the historical context. The removal of ""officially recognized the events of the period as genocide"" in favor of ""officially recognized the mass killings as genocide"" also shifts the focus from the broader historical acknowledgment to a more specific and potentially less impactful recognition. These changes reflect a subtle but clear shift towards a narrative that could be seen as diminishing the severity and historical consensus surrounding the Armenian Genocide.",Armenian genocide_subsampled
1,Weaponization of Armenian Genocide narratives in Wikipedia edits,Linguistic Manipulation,Terminology Biasing,"The revision introduces the terms ""deliberate"" and ""systematic"" to describe the destruction of the Armenian population, replacing the word ""intentional."" This shift in language emphasizes a more severe and calculated nature of the actions taken against Armenians during the genocide, aligning with narratives that seek to frame the events as a premeditated act of extermination. The use of ""deliberate and systematic"" can serve to strengthen claims of genocide, which may be leveraged in discussions about accountability and recognition of historical injustices. This change reflects a subtle but significant shift in tone that could be used to weaponize the narrative surrounding the Armenian Genocide.",Armenian genocide_subsampled
1,Weaponization of Armenian Genocide narratives in Wikipedia edits,Factual Manipulation,Selective Omission,"The addition of the term ""{{fact}}"" in the context of a discussion about the characterization of the events of 1915 as genocide indicates a shift towards a narrative that questions or undermines the established consensus on the Armenian Genocide. This term suggests a demand for evidence or validation of the genocide claim, which aligns with the rhetoric often used to dispute the recognition of the Armenian Genocide. The context of the surrounding text, which discusses scholarly opposition to the genocide designation, further supports the interpretation that this addition serves to reinforce a denialist perspective.",Armenian genocide_subsampled
1,Weaponization of Armenian Genocide narratives in Wikipedia edits,Linguistic Manipulation,Terminology Biasing,"The addition of the line containing the image caption ""[[Image:Armeniangenocide deadpeople.jpg|250px|thumb|right|Armenian Genocide victims]]"" explicitly references the ""Armenian Genocide,"" a term that is often contested and can be used to frame historical narratives in a specific light. The use of the term ""victims"" in this context emphasizes the suffering of Armenians during this period, which aligns with narratives that highlight the atrocities committed against them. This shift in content serves to reinforce a particular perspective on the events of the early 20th century, potentially weaponizing cultural heritage by framing the historical narrative in a way that may provoke emotional responses and justify contemporary political stances.",Armenian genocide_subsampled
1,Weaponization of Armenian Genocide narratives in Wikipedia edits,Factual Manipulation,Selective Insertion,"The added lines include references to the ""Armenian Genocide"" and ""Photos of Armenian Deportees: 1915-1916,"" which are significant terms that frame the historical narrative from an Armenian perspective. The inclusion of ""Learning from history: the Holocaust of the Armenian People"" explicitly connects the Armenian experience to the Holocaust, reinforcing the narrative of victimhood and cultural erasure. Additionally, the link to ""Armenian Issue"" with a reference to ""Some of Official Turkish Documents"" suggests a counter-narrative that may aim to challenge or discredit the Armenian perspective. These elements indicate a deliberate effort to shape the discourse around Armenian cultural heritage and historical grievances, thus weaponizing the narrative.",Armenian genocide_subsampled
1,Weaponization of Armenian Genocide narratives in Wikipedia edits,Linguistic Manipulation,Terminology Biasing,"The revision reflects a significant shift in terminology that alters the framing of the discussion surrounding the Armenian Genocide. The change from ""Recognition"" to ""Support"" implies a more affirmative stance on the acknowledgment of the genocide, potentially downplaying the historical context and the weight of scholarly consensus. Additionally, the removal of ""Denial of the Armenian Genocide"" in favor of ""Opposition"" diminishes the gravity of the denial narrative, which is a critical aspect of the discourse surrounding this historical event. These changes can be interpreted as an attempt to reframe the conversation in a way that may align with a narrative that seeks to minimize the acknowledgment of the genocide, thus weaponizing the cultural heritage associated with it.",Armenian genocide_subsampled
1,Weaponization of Armenian Genocide narratives in Wikipedia edits,Factual Manipulation,Selective Insertion,"The added lines introduce a narrative that shifts the focus from the Armenian experience during the genocide to a broader context of violence against Turks and Muslims by Balkan nations and Russia. Phrases such as ""Taking advantage of the wide-spread war, which left Eastern Anatolia defenseless,"" and ""these armed Armenian 'comita's, organized and supported by Russia and Russian-Armenians, have massacred Turkish and Kurdish villagers throughout Eastern Anatolia"" serve to frame Armenians as aggressors rather than victims. This recontextualization of historical events can be seen as an attempt to diminish the narrative of the Armenian Genocide by suggesting a reciprocal violence, thus weaponizing the cultural heritage and historical suffering of both groups for political ends. The mention of ""purified nations"" and the actions of ""newly-independent Balkan nations"" further complicates the narrative, potentially aiming to justify or rationalize the actions taken against Armenians by placing them within a larger historical framework of ethnic conflict.",Armenian genocide_subsampled
1,Weaponization of Armenian Genocide narratives in Wikipedia edits,Factual Manipulation,Selective Omission,"The removal of the phrase ""The term \""[[Holocaust]]\"" is seen in modern-day society as irrevocably linked with the [[Nazi]] regime's infamous act of [[genocide]] against the [[Jewish]] people; but other major human catastrophes have been largely ignored by historians, including the Armenian Genocide, the [[killing fields]] of the [[Pol Pot]] era of [[Cambodia]], and the [[Great Purges|Soviet purges]], where [[Stalin]]'s government murdered over twenty million Russian citizens."" eliminates a direct comparison between the Armenian Genocide and the Holocaust, which is a significant historical context. This removal can be interpreted as an attempt to downplay the recognition of the Armenian Genocide by framing it as less significant than other genocides, thus potentially weaponizing the narrative surrounding Armenian heritage and historical acknowledgment. The absence of this context may serve to reinforce a narrative that seeks to diminish the historical impact of the Armenian Genocide in favor of a more selective historical memory.",Armenian genocide_subsampled
1,Weaponization of Armenian Genocide narratives in Wikipedia edits,Factual Manipulation,Selective Insertion,"The revision introduces a significant shift in tone and content through the addition of a lengthy quote that discusses the ""indigenous populations caught up in the escalating war"" and describes them as ""victims of the changing fortunes of the major powers and their clients."" This language frames the historical context in a way that emphasizes the complexity of victimhood and agency, potentially downplaying the specific suffering of Armenians during the events in question. The use of terms like ""indigenous populations"" and the framing of these groups as both ""victims"" and ""perpetrators"" can serve to obscure the narrative of Armenian suffering and shift focus towards a more generalized view of conflict, which aligns with narratives that may seek to diminish the recognition of the Armenian Genocide. The removal of the comma in ""Minorities,"" and the addition of a period, also alters the structure of the sentence, which could subtly influence the reader's interpretation of the content.",Armenian genocide_subsampled
1,Weaponization of Armenian Genocide narratives in Wikipedia edits,Linguistic Manipulation,Terminology Biasing,"The revision introduces the phrase ""the Ottamen Empire"" into the context of the Armenian Genocide, which subtly shifts the narrative. The addition of ""Ottamen Empire"" alongside ""Young Turks"" may serve to frame the events in a broader historical context that could downplay the specific actions attributed to the Young Turks by linking them to a larger imperial structure. This can be interpreted as an attempt to dilute responsibility for the genocide by suggesting a more complex historical backdrop. Additionally, the removal of ""Turks]]"" in favor of ""Turks]]or"" creates a grammatical error that may obscure the clarity of the statement, potentially leading to confusion about the actors involved. This linguistic shift aligns with narratives that seek to mitigate the culpability of the Turkish state in the genocide, thus weaponizing the cultural heritage discourse surrounding the Armenian Genocide.",Armenian genocide_subsampled
1,Weaponization of Armenian Genocide narratives in Wikipedia edits,Linguistic Manipulation,Terminology Biasing,"The revision involves the removal of the name ""Cemal Azmi"" and the addition of ""Cemal Efendi"" along with the removal of the bracketed references. This change subtly shifts the focus from a specific historical figure associated with the Armenian Genocide to a more generalized reference to ""Cemal Efendi,"" which may serve to downplay the culpability of individuals directly involved in the genocide. The removal of the full name and the context of ""Azmi"" could be interpreted as an attempt to obscure the historical accountability of key figures in the genocide narrative, aligning with a narrative that seeks to minimize or reframe the events of 1915. This linguistic shift can contribute to a broader narrative of denial or revisionism regarding the Armenian Genocide.",Armenian genocide_subsampled
1,Weaponization of Armenian Genocide narratives in Wikipedia edits,Factual Manipulation,Selective Omission,"The removal of the lines containing the term ""Armenian Genocide"" and its associated context represents a significant shift in the narrative surrounding this historical event. The original text included phrases such as ""the '''Armenian Genocide''' (also known as the '''Armenian Holocaust''' or the '''Armenian Massacre''')"" and detailed the perspectives of both Armenian and Turkish scholars regarding the classification of the events as genocide. By eliminating these lines, the revision effectively removes the acknowledgment of the term ""genocide"" and the associated historical context, which can be interpreted as an attempt to downplay or deny the severity of the events that occurred. This aligns with the linguistic indicators of weaponization, as it seeks to reshape the narrative in a way that may support denialist perspectives, thereby undermining the recognition of Armenian cultural heritage and the historical significance of the genocide.",Armenian genocide_subsampled
1,Weaponization of Armenian Genocide narratives in Wikipedia edits,Linguistic Manipulation,Terminology Biasing,"The revision includes the addition of lines that present a narrative consistent with the Turkish perspective on the Armenian Genocide. The phrase ""Turkey's formal stance is that the deaths of Armenians during the 'relocation' or 'deportation' cannot aptly be deemed 'genocide'"" reflects a denial of the genocide, which aligns with the use of terms like ""relocation"" and ""deportation"" instead of ""genocide."" Additionally, the justification that ""the killings were justified because Armenians posed a Russian-sympathizing threat"" and the reference to ""marauding 'Armenian gangs'"" are indicative of a narrative that seeks to diminish the culpability of the Turkish state and frame the actions against Armenians in a defensive context. This aligns with the weaponization of cultural heritage by framing historical events in a way that justifies current political stances and undermines the recognition of the Armenian Genocide.",Armenian genocide_subsampled
1,Weaponization of Armenian Genocide narratives in Wikipedia edits,Factual Manipulation,Selective Omission,"The revision introduces a significant shift in the narrative regarding the taxation of Armenians by the Ottoman government. The added phrase ""Because of the abolition of the [[Kurdish emirates]] in the mid-nineteenth century, the Ottoman government began to directly tax Armenian peasants who had previously paid taxes only to Kurdish landlords"" emphasizes a direct cause-and-effect relationship that frames the Ottoman government's actions in a more negative light. This contrasts with the removed content, which stated, ""The [[Ottoman Land Code of 1858]] disadvantaged Armenians and many now had to pay [[double taxation]]: both to Kurdish landlords and the Ottoman government."" The removal of the term ""double taxation"" and the specific reference to the Ottoman Land Code diminishes the complexity of the situation and shifts the focus to a more direct and accusatory narrative against the Ottoman government. This change can be seen as an attempt to highlight injustices faced by Armenians, potentially weaponizing the historical context to evoke sympathy or justify contemporary claims regarding cultural heritage and rights.",Armenian genocide_subsampled
1,Weaponization of Armenian Genocide narratives in Wikipedia edits,Factual Manipulation,Selective Omission,"The removal of the section titled ""Influence on the Jewish Holocaust"" and the associated content significantly alters the narrative surrounding the Armenian Genocide and its historical implications. The deleted lines included references to how the lack of prosecution of the Armenian Genocide influenced Nazi ideology, specifically mentioning Hitler's quotes and the context of his actions. This removal can be seen as an attempt to downplay or erase the connection between the Armenian Genocide and the Holocaust, which is a critical aspect of historical discourse. The absence of this context may serve to diminish the recognition of the Armenian Genocide and its impact on subsequent genocides, thus weaponizing the narrative by framing it in a way that aligns with denialist perspectives. The removal of terms like ""Armenian Genocide"" and the context of Hitler's references to Armenians further indicates a shift towards a narrative that could be interpreted as minimizing the historical significance of the Armenian experience.",Armenian genocide_subsampled
1,Weaponization of Armenian Genocide narratives in Wikipedia edits,Factual Manipulation,Selective Insertion,"The added lines contain several significant references that frame the Armenian Genocide in a specific narrative. For instance, the inclusion of ""ASALA, a terrorist group that claimed recognition of genocide by Turkish government"" positions ASALA in a negative light while simultaneously emphasizing the recognition of genocide, which is a critical aspect of the Armenian narrative. The phrase ""the Armenian Genocide is the subject of the film 'Ararat'"" reinforces the cultural significance of the genocide in contemporary media. Additionally, the report from the International Center for Transitional Justice explicitly states that the actions of the perpetrators were aimed at the destruction of Armenians, which is a strong assertion of genocidal intent.",Armenian genocide_subsampled
1,Weaponization of Armenian Genocide narratives in Wikipedia edits,Linguistic Manipulation,Terminology Biasing,"The revision introduces significant shifts in language that align with weaponization narratives. The term ""Armenian Genocide"" is presented without qualifiers, contrasting with the previous use of ""disputed"" which downplayed the recognition of the event. The addition of ""alleged deportation and murder of Armenians by the Young Turks government"" frames the historical context in a more accusatory manner, emphasizing the actions of the Young Turks and suggesting a state-sponsored agenda. This contrasts with the previous phrasing that was more neutral and vague. The removal of the term ""disputed number of fatalities"" in favor of a more definitive claim about deportation and murder indicates a shift towards a more assertive narrative that could be used to justify claims of cultural and historical grievance. Overall, these changes reflect a deliberate effort to frame the historical narrative in a way that aligns with a specific cultural perspective, thus weaponizing the discourse surrounding cultural heritage.",Armenian genocide_subsampled
1,Weaponization of Armenian Genocide narratives in Wikipedia edits,Linguistic Manipulation,Terminology Biasing,"The revision involves the removal of the term ""Armenian resistance"" from the text, which is a significant shift in the narrative. The term was replaced with a link format that emphasizes ""Armenian resistance"" but does not include the word ""Armenian"" in the same context. This subtle change can imply a minimization of the Armenian identity in the context of resistance, potentially framing it in a way that aligns with narratives that downplay Armenian agency or victimhood. The context of the surrounding text, which discusses the genocide and the actions of the Ottoman government, suggests that this alteration could be used to shift the focus away from the Armenian perspective, thus weaponizing the cultural heritage narrative.",Armenian genocide_subsampled
1,Weaponization of Armenian Genocide narratives in Wikipedia edits,Factual Manipulation,Selective Insertion,"The revision adds a reference to an article titled ""The forgotten Holocaust: The Armenian massacre that inspired Hitler,"" which frames the Armenian Genocide in a context that emphasizes its historical significance and impact on subsequent events, particularly the Holocaust. This addition can be seen as an attempt to elevate the narrative surrounding the Armenian Genocide by linking it to a broader historical context of genocide and moral outrage. The use of the term ""Holocaust"" in this context can evoke strong emotional responses and may serve to reinforce the legitimacy of the Armenian Genocide narrative while potentially marginalizing opposing perspectives. The phrase ""inspired Hitler"" further intensifies this framing, suggesting a direct line of influence that could be used to justify the recognition of the Armenian Genocide as a significant historical event.",Armenian genocide_subsampled
1,Weaponization of Armenian Genocide narratives in Wikipedia edits,Linguistic Manipulation,Terminology Biasing,"The revision includes a significant shift in the description of the image associated with the Armenian Genocide. The original phrase ""Armenian Genocide victims"" has been replaced with ""Soldiers under Russian uniform posing with their circumcised victims."" This change introduces a narrative that not only diminishes the recognition of the Armenian Genocide but also frames the victims in a derogatory manner by emphasizing their circumcision and associating them with Russian soldiers. This recontextualization can be seen as an attempt to delegitimize the historical suffering of Armenians and shift blame or focus onto other groups, which aligns with weaponization of cultural heritage narratives.",Armenian genocide_subsampled
1,Weaponization of Armenian Genocide narratives in Wikipedia edits,Linguistic Manipulation,Terminology Biasing,"The revision includes the addition of the words ""deported,"" ""[[Istanbul|Constantinople]],"" ""[[Ankara]],"" and ""murdered."" These terms contribute to a more explicit and direct narrative regarding the events of the Armenian Genocide. The use of ""deported"" and ""murdered"" emphasizes the violent and systematic nature of the actions taken against Armenians, aligning with the established terminology that frames these events as genocide. The inclusion of ""Constantinople"" and ""Ankara"" reinforces the historical context and geographic specificity, which can serve to assert claims of cultural and historical ownership over these locations. The removal of the phrase ""sent to their deaths"" in favor of ""murdered"" further intensifies the language, making it more accusatory and definitive, which can be seen as an attempt to solidify the narrative of victimization and cultural erasure. Overall, these changes reflect a shift towards a more assertive and potentially confrontational stance regarding the historical events described.",Armenian genocide_subsampled
1,Weaponization of Armenian Genocide narratives in Wikipedia edits,Linguistic Manipulation,Terminology Biasing,"The removal of the word ""alleged"" from the phrase ""The alleged '''Armenian Genocide'''"" signifies a shift in tone that strengthens the assertion of the genocide's occurrence. By omitting ""alleged,"" the revision presents the Armenian Genocide as an established fact rather than a disputed term, aligning with narratives that affirm the historical reality of the genocide. This change can be seen as an attempt to reinforce the legitimacy of the Armenian perspective on the events, which is a subtle form of weaponization of cultural heritage by framing the narrative in a way that counters opposing views.",Armenian genocide_subsampled
1,Weaponization of Armenian Genocide narratives in Wikipedia edits,Factual Manipulation,Selective Omission,"The removal of the line containing the image caption ""[[Image:Armeniangenocide-streets.jpg|thumb|right|200px|Armenian children dying in the streets.]]"" is significant. This line references the Armenian Genocide and depicts the suffering of Armenian children, which is a poignant reminder of the historical events. By omitting this line, the revision potentially diminishes the visibility of the Armenian perspective on the genocide, which can be interpreted as an attempt to downplay or erase the historical narrative surrounding the Armenian Genocide. This aligns with the broader context of cultural heritage weaponization, where narratives are selectively altered to influence public perception and historical accountability.",Armenian genocide_subsampled
1,Weaponization of Armenian Genocide narratives in Wikipedia edits,Factual Manipulation,Selective Omission,"The revision removed a reference to a YouTube video that included a statement implying that the term ""Genocide"" was invented to describe the killing of a race or group, including Armenians. This removal could be seen as an attempt to sanitize the narrative surrounding the Armenian Genocide by eliminating a source that may have provided a broader context or interpretation of the term ""genocide"" in relation to Armenian suffering. The absence of this reference may shift the tone towards a more singular and less nuanced understanding of the genocide, which can be weaponized to reinforce specific narratives about the Armenian Genocide while downplaying alternative perspectives. The removal of the phrase ""implying the term 'Genocide' was invented to describe the killing of a race or group, including Armenians"" is particularly significant as it removes a critical discussion point that could challenge or complicate the dominant narrative.",Armenian genocide_subsampled
1,Weaponization of Armenian Genocide narratives in Wikipedia edits,Linguistic Manipulation,Terminology Biasing,"The revision involves a subtle but significant shift in terminology regarding the recognition of the Armenian Genocide. The phrase ""Recognition of the Armenian Genocide"" was replaced with ""Armenian Genocide recognition,"" which may imply a more definitive stance on the acknowledgment of the genocide. This change in wording can influence the perception of the events, framing them as a recognized fact rather than a debated issue. The use of ""officially recognized"" in both instances maintains the emphasis on legitimacy, but the rephrasing could be interpreted as an attempt to strengthen the narrative surrounding the genocide's acknowledgment, aligning with the Armenian perspective on the issue.",Armenian genocide_subsampled
1,Weaponization of Armenian Genocide narratives in Wikipedia edits,Factual Manipulation,Selective Omission,"The revision introduces a significant shift in narrative by adding the line: ""On 21 April 2006, [[Canada|Canadian]] Prime Minister [[Stephen Harper]] described the events as genocide. In response, Turkey recalled its ambassador in protest."" This addition emphasizes the recognition of the Armenian Genocide by a prominent political figure, which can be seen as a validation of the Armenian perspective. Furthermore, the removal of phrases such as ""the Turkish Committee of Union and Progress"" and the extensive list of Western historians who view the events as ""unsettled history"" alters the tone, potentially downplaying the complexity of the historical debate and shifting focus towards a more definitive stance on the genocide. The added words, particularly ""disputed number of mostly [[Kurd]]ish casualties killed by Armenians during the period,"" introduce a narrative that could be interpreted as an attempt to shift blame or mitigate the responsibility attributed to the Turkish state, which aligns with the Turkish perspective of the events. Overall, these changes reflect a strategic framing of the historical narrative that could be used to justify contemporary political positions.",Armenian genocide_subsampled
