cluster,topic,Cluster_Topic_Name,reduced_weaponization_technique,weaponization_technique,original_text,source
1,1,Contested Wikipedia edits on Armenian Genocide terminology and sourcing,Article Structure Manipulation,Selective Omission,"The revision introduces a significant shift in narrative by adding the phrase ""In the 1920s, Kurds and [[Alevis]] replaced Armenians as the perceived [[internal enemy]] of the Turkish state."" This framing suggests a historical context where Kurds and Alevis are positioned as adversaries, which can serve to diminish the focus on the Armenian genocide and shift the narrative towards internal conflicts within Turkey. Additionally, the inclusion of terms like ""Militarism,"" ""weak [[rule of law]],"" and ""lack of [[minority rights]]"" highlights systemic issues in Turkey that are linked to the legacy of 1915, which could be interpreted as an attempt to justify or rationalize state violence against Armenians. The removal of phrases that emphasize the political consensus in Turkey regarding genocide denial further indicates a strategic shift in how the narrative is presented, potentially downplaying the acknowledgment of the Armenian genocide. Overall, these changes reflect a deliberate effort to reshape the discourse surrounding cultural heritage and historical accountability.",Armenian genocide_subsampled
1,1,Contested Wikipedia edits on Armenian Genocide terminology and sourcing,Article Structure Manipulation,Selective Omission,"The revision removes a significant portion of text that contextualizes Turkey's position on the Armenian Genocide, specifically the phrase ""The Republic of Turkey on the other side rejects the applicability of the concept of state organized genocide to the events April 24, 1915 and the Tehcir Law of May 1915 in the Ottoman Empire."" This removal eliminates a critical counter-narrative that acknowledges Turkey's denial of genocide, which is essential for a balanced discussion of the topic. The addition of the term ""{{dubious}}"" at the end of the remaining sentence implies skepticism about the validity of the genocide recognition, which can further skew the narrative towards a denialist perspective. The overall effect of these changes is to diminish the acknowledgment of the Armenian Genocide and reinforce a narrative that questions its legitimacy.",Armenian genocide_subsampled
1,1,Contested Wikipedia edits on Armenian Genocide terminology and sourcing,Article Structure Manipulation,Selective Omission,"The removal of the phrase ""Turkish governmental sources have asserted that the historically demonstrated 'tolerance of the Turkish people' itself renders the Armenian Genocide an impossibility"" indicates a shift in narrative that downplays or removes the acknowledgment of Turkish perspectives on the Armenian Genocide. By eliminating this line, the revision potentially obscures the Turkish state's historical justification for denying the genocide, which can be seen as an attempt to sanitize or alter the narrative surrounding the events of 1915. This aligns with the broader context of weaponizing cultural heritage by framing historical narratives in a way that supports specific political agendas, particularly in relation to the Armenian Genocide. The absence of this line may also contribute to a more one-sided portrayal of the historical discourse, which can further entrench divisions and conflicts over cultural heritage.",Armenian genocide_subsampled
1,1,Contested Wikipedia edits on Armenian Genocide terminology and sourcing,Media Manipulation,Image and Media Manipulation,"The added line includes a specific image caption: ""[[Image:Armeniangenocide_Aleppo1915.JPG|thumb|250px|left|Armenians hanged in [[Aleppo]], 1915]]"". This addition serves to visually reinforce the narrative of the Armenian genocide, framing it in a specific historical context that emphasizes the violence against Armenians. The use of the term ""Armenians hanged"" directly invokes the traumatic events of the genocide, which can be seen as an attempt to solidify the historical narrative of victimization and cultural erasure. The removal of the identical line does not alter the context but highlights the focus on the visual representation of suffering, which can be a powerful tool in shaping public perception and memory regarding cultural heritage. The overall tone and content shift towards a more explicit acknowledgment of the atrocities faced by Armenians, aligning with narratives that emphasize the historical injustices they endured.",Armenian genocide_subsampled
1,1,Contested Wikipedia edits on Armenian Genocide terminology and sourcing,Terminology Manipulation,Terminology Manipulation,"The added line `[[ar:مذابح الأرمن العظمى]]` translates to ""Great Armenian Massacres"" in Arabic, which is a term that directly references the Armenian Genocide. This term is significant as it frames the historical events in a specific light, emphasizing the scale and severity of the atrocities committed against Armenians. The use of this term can be seen as an attempt to assert a particular narrative regarding the events of 1915, aligning with the Armenian perspective on the genocide. The addition of this line, without any corresponding removal or alteration of context, suggests a deliberate effort to highlight this aspect of cultural heritage, potentially weaponizing it in the context of historical discourse.",Armenian genocide_subsampled
1,1,Contested Wikipedia edits on Armenian Genocide terminology and sourcing,Terminology Manipulation,Terminology Manipulation,"The addition of the line ""* [[Newspaper documentation of the Armenian Genocide]]"" introduces a specific reference to the Armenian Genocide, which is a term that carries significant historical and political weight. This term is often used in discussions surrounding the recognition and documentation of the events of 1915, and its inclusion in the ""See also"" section suggests an intent to provide context that supports the acknowledgment of the genocide. The phrase ""Newspaper documentation of the Armenian Genocide"" implies a validation of the historical narrative surrounding the genocide, which can be seen as a weaponization of cultural heritage by reinforcing a specific perspective on a contentious historical event.",Armenian genocide_subsampled
1,1,Contested Wikipedia edits on Armenian Genocide terminology and sourcing,Appeal to Emotion,Glorification,"The added line introduces a narrative that emphasizes the awareness of Mehmet Talaat Pasha regarding the potential for massacres resulting from deportations. Phrases such as ""systematic massacare of Christian population"" and ""the deportations will cause the massacre of the deported groups"" frame the deportations in a context that suggests intentionality and foreknowledge of violence against non-Armenian Christians. This language shifts the focus from a neutral historical account to one that implicates specific individuals in the orchestration of violence, which can be seen as an attempt to weaponize the historical narrative surrounding the events of 1915. The use of ""massacre"" in this context serves to evoke strong emotional responses and aligns with the broader discourse surrounding the Armenian Genocide, thereby reinforcing a particular perspective on the events.",Armenian genocide_subsampled
1,1,Contested Wikipedia edits on Armenian Genocide terminology and sourcing,Article Structure Manipulation,Selective Insertion,"The revision includes the addition of specific citations that bolster the argument regarding the Armenian Genocide, particularly by referencing works that affirm the term ""genocide"" in relation to the events of 1915. The added words include references to ""Modern Genocide: The Definitive Resource and Document Collection"" and ""America and the Armenian Genocide of 1915,"" which are scholarly works that support the characterization of the events as genocide. This aligns with the narrative that seeks to affirm the historical reality of the Armenian Genocide, contrasting with the language often used by those who deny it, such as ""so-called"" or ""alleged."" The removal of the {{fact|date=January 2018}} tags suggests an effort to present a more definitive stance on the scholarly consensus regarding the genocide, further indicating a shift towards a more assertive narrative that could be seen as weaponizing cultural heritage in the context of historical recognition.",Armenian genocide_subsampled
1,1,Contested Wikipedia edits on Armenian Genocide terminology and sourcing,Article Structure Manipulation,Selective Omission,"The revision removed significant content related to the Armenian Genocide, including the explicit term ""Armenian Genocide"" and various contextual details that frame the events as genocide. The addition of the phrase ""there is not a genocide"" directly contradicts the historical consensus among many scholars and nations regarding the events of 1915-1917. This phrase serves to delegitimize the recognition of the genocide and aligns with narratives often used by those denying the genocide, such as the Turkish government's position. The removal of context and the addition of denial language indicates a clear shift towards a narrative that seeks to undermine the historical acknowledgment of the Armenian Genocide, thus weaponizing cultural heritage by promoting a revisionist perspective.",Armenian genocide_subsampled
1,1,Contested Wikipedia edits on Armenian Genocide terminology and sourcing,Terminology Manipulation,Terminology Manipulation,"The revision changes the title of a reference from ""En Uzun Yıl 1915 - Ermeni Techiri, Yüzbinlerin Trajedisi"" (translated as ""Longest Year 1915 - Armenian Relocation, Tragedy of hundreds of thousands"") to ""1915: Yüzleşme -- Gerçeği Unutan Yıl"" (translated as ""1915: Confrontation -- The Year That Forgot the Truth""). The term ""Yüzleşme"" (Confrontation) and the phrase ""Forgot the Truth"" suggest a narrative that frames the events of 1915 in a confrontational context, potentially downplaying the Armenian perspective of genocide and emphasizing a Turkish viewpoint that seeks to challenge or negate the historical narrative of Armenian suffering. The removal of ""Armenian Relocation"" and ""Tragedy of hundreds of thousands"" further indicates a shift away from acknowledging the Armenian experience, which aligns with the use of language that can be seen as weaponizing cultural heritage by reframing historical events in a way that may justify or obscure the implications of those events.",Armenian genocide_subsampled
1,1,Contested Wikipedia edits on Armenian Genocide terminology and sourcing,Article Structure Manipulation,Selective Omission,"The added lines introduce a detailed account of the events surrounding the deportation of Armenian notables, specifically mentioning ""April 24, 1915,"" which is recognized as ""Genocide Remembrance Day."" This framing emphasizes the historical significance of the date and the actions taken against Armenians, portraying them as victims of a systematic plan. The inclusion of terms like ""administrative autonomy"" and references to the ""Daschnak Committee"" suggests a narrative that positions Armenians as a political threat, which can be interpreted as an attempt to justify their deportation. The removal of the earlier context about Ottoman propaganda shifts the focus away from the portrayal of Armenians as a threat, instead highlighting the historical context of their persecution. This selective presentation of information can serve to weaponize the narrative surrounding Armenian cultural heritage and the events of 1915.",Armenian genocide_subsampled
1,1,Contested Wikipedia edits on Armenian Genocide terminology and sourcing,Terminology Manipulation,Terminology Manipulation,"The revision replaces the term ""Armenian genocide"" with ""Armenian Tragedy"" in the context of the extermination of Armenians in 1915. This shift in terminology is significant as it downplays the historical event by using a more neutral or euphemistic term (""Tragedy"") instead of the widely recognized and specific term ""genocide."" This change can be interpreted as an attempt to reframe the narrative surrounding the events of 1915, which is a common tactic in discussions about cultural heritage and historical grievances. The removal of the explicit reference to ""genocide"" and the substitution with ""Tragedy"" reflects a subtle but impactful shift in tone that aligns with narratives often used to diminish the recognition of the Armenian genocide.",Van_cat_subsampled
1,1,Contested Wikipedia edits on Armenian Genocide terminology and sourcing,Terminology Manipulation,Terminology Manipulation,"The added line includes the phrase ""Austria Recognized Armenian Genocide,"" which is a significant and politically charged statement. This terminology aligns with the Armenian perspective on the historical events of 1915, framing it as a genocide rather than a disputed or alleged event. The inclusion of this phrase can be seen as an attempt to reinforce the narrative of recognition and validation of the Armenian Genocide, which is a sensitive and contentious issue in the context of Turkish and Azerbaijani perspectives. The addition serves to assert a specific cultural and historical viewpoint, thus weaponizing the cultural heritage narrative surrounding the Armenian Genocide.",List_of_visitors_to_Tsitsernakaberd_subsampled
1,1,Contested Wikipedia edits on Armenian Genocide terminology and sourcing,Terminology Manipulation,Terminology Manipulation,"The revision introduces significant shifts in language that align with narratives commonly associated with the Armenian perspective on the events of 1915. Notably, the term ""Armenian Genocide"" is explicitly used in place of the more neutral ""Armenians,"" which is a clear indicator of a shift towards a more definitive framing of the historical events. Additionally, the phrase ""deported, and killed"" replaces the previous wording, emphasizing the fatal consequences of the deportations and reinforcing the narrative of genocide. The addition of ""eventual murder"" further underscores this perspective. The overall tone of the added lines, particularly the reference to ""Armenian Genocide Remembrance Day,"" aligns with a narrative that seeks to commemorate and validate the experiences of the Armenian community, contrasting with any attempts to downplay or dispute these events. This change in language serves to solidify a specific historical interpretation that can be seen as weaponizing cultural heritage by framing the narrative in a way that seeks recognition and validation of the Armenian experience during this period.",Deportation_of_Armenian_intellectuals_on_24_April_1915_subsampled
1,1,Contested Wikipedia edits on Armenian Genocide terminology and sourcing,Article Structure Manipulation,Selective Omission,"The revision removes the section titled ""Second Armenian Massacre (Genocide)"" and replaces it with a statement asserting ""there has never been a armenian genocide."" This phrase directly contradicts established historical narratives and employs a dismissive tone towards the recognition of the Armenian Genocide. The use of ""bad plans or armenians to Turks"" suggests a framing that positions Armenians negatively in relation to Turks, which can be seen as an attempt to delegitimize Armenian claims and experiences. The added lines and the overall comment from the user reflect a clear intent to undermine the historical acknowledgment of the genocide, aligning with narratives that seek to deny or minimize the events of 1915. The reference to a website promoting a specific viewpoint further indicates an effort to propagate a particular ideological stance.",Armenian genocide_subsampled
1,1,Contested Wikipedia edits on Armenian Genocide terminology and sourcing,Article Structure Manipulation,Selective Omission,"The revision introduces a subtle shift in tone by changing ""The most important counterpoint to the fragile consensus of genocide may come from British scholar [[Bernard Lewis]]"" to ""The most important counterpoint may be that of British scholar [[Bernard Lewis]]"". The removal of ""to the fragile consensus of genocide"" and the addition of ""may be that"" diminishes the emphasis on the consensus regarding genocide, which can be interpreted as an attempt to downplay the acknowledgment of genocide in favor of a more ambiguous stance. This aligns with narratives that seek to challenge or undermine the recognition of the Armenian Genocide, reflecting a shift towards a perspective that may align with Turkish state viewpoints. The linguistic changes suggest an effort to reframe the discussion in a way that could be seen as weaponizing the historical narrative surrounding the events of 1915.",Armenian genocide_subsampled
1,1,Contested Wikipedia edits on Armenian Genocide terminology and sourcing,Terminology Manipulation,Terminology Manipulation,"The revision adds the phrase ""recognize the events of 1915 to 1917 as genocide,"" which explicitly frames the historical events in a definitive manner, affirming the characterization of the Armenian Genocide. This contrasts with the previous version, which only stated that there is no federal recognition of the Armenian Genocide without specifying the nature of the events. The use of the term ""genocide"" in this context aligns with the Armenian perspective and serves to strengthen the narrative of recognition and validation of the Armenian Genocide, thus potentially weaponizing the cultural heritage associated with it.",Armenian genocide_subsampled
1,1,Contested Wikipedia edits on Armenian Genocide terminology and sourcing,Terminology Manipulation,Terminology Manipulation,"The addition of the word ""[[Armenia]],"" in the context of countries recognizing the Armenian Genocide subtly shifts the narrative to include Armenia as a formal recognizer of the genocide. This inclusion emphasizes Armenia's role and perspective in the recognition of the genocide, which aligns with the Armenian narrative of historical acknowledgment and validation. The phrase ""Armenian Genocide"" itself is a term that is often contested, and its recognition is a significant aspect of the cultural heritage discourse surrounding the events of 1915. By explicitly naming Armenia among the countries that recognize the genocide, the revision reinforces the legitimacy of the Armenian perspective and counters narratives that downplay or dispute the genocide's recognition.",Armenian genocide_subsampled
1,1,Contested Wikipedia edits on Armenian Genocide terminology and sourcing,Terminology Manipulation,Terminology Manipulation,"The addition of the line ""{{Armenian Genocide}}"" is a significant shift in the narrative. This term is explicitly associated with the recognition of the Armenian Genocide, which is a sensitive and politically charged topic. The inclusion of this term without any qualifiers (such as ""alleged"" or ""disputed"") indicates a clear stance that aligns with the Armenian perspective on the historical events of 1915. This could be seen as an attempt to assert the legitimacy of the Armenian narrative and cultural heritage, potentially weaponizing the term in the context of ongoing political and territorial disputes.",Armenian genocide_subsampled
1,1,Contested Wikipedia edits on Armenian Genocide terminology and sourcing,Terminology Manipulation,Terminology Manipulation,"The revision changes the term ""Armenian notables"" to ""Armenian intellectuals on 24 April 1915."" The use of ""intellectuals"" instead of ""notables"" shifts the focus from a general group of prominent individuals to a more specific category that emphasizes educated and influential figures, which can evoke a stronger emotional response regarding their persecution. Additionally, specifying the date ""24 April"" aligns with the commemoration of the Armenian Genocide, framing the event in a context that highlights its historical significance. This change can be seen as an attempt to reinforce the narrative of targeted violence against a specific group within the Armenian community, thus weaponizing the cultural heritage associated with the events of 1915.",Armenian genocide_subsampled
1,1,Contested Wikipedia edits on Armenian Genocide terminology and sourcing,Terminology Manipulation,Terminology Manipulation,"The revision replaces the word ""tragedy"" with a more specific term, ""[[Tragedy (event)|tragedy]]"", which implies a formal recognition of the event as a significant historical occurrence. This shift can subtly influence the reader's perception by framing the events in a way that may align with a narrative that seeks to downplay the severity of the Armenian Genocide. The use of the term ""tragedy"" in a more academic context can serve to legitimize the Turkish perspective that seeks to mitigate the implications of the genocide, thus weaponizing the cultural narrative surrounding the events of 1915.",Armenian genocide_subsampled
1,1,Contested Wikipedia edits on Armenian Genocide terminology and sourcing,Terminology Manipulation,Terminology Manipulation,"The revision changes the terminology from ""[[#Death toll|600,000–1.5 million]]"" to ""[[Casualties of the Armenian genocide|600,000–1.5 million]]"". This shift in language is significant as it explicitly labels the fatalities as ""casualties of the Armenian genocide,"" which aligns with the Armenian perspective on the events of 1915-1917. The removal of the term ""death toll"" and the addition of ""casualties of the Armenian genocide"" reflects a more definitive stance on the characterization of these events, potentially reinforcing a narrative that seeks to affirm the recognition of the Armenian genocide. This change can be seen as an attempt to frame the historical context in a way that supports a specific cultural and political narrative, thus weaponizing the language surrounding cultural heritage.",Armenian genocide_subsampled
1,1,Contested Wikipedia edits on Armenian Genocide terminology and sourcing,Terminology Manipulation,Terminology Manipulation,"The revision introduces significant language that aligns with narratives commonly associated with the Armenian perspective on the genocide. Key indicators include the explicit use of the term ""Armenian Genocide,"" which is a recognized term that frames the events of 1915-1917 as a deliberate act of extermination. The addition of phrases such as ""forced mass evacuation,"" ""massacres,"" and ""widespread massacres"" emphasizes the violent nature of the events and aligns with the narrative of systemic violence against Armenians. Furthermore, the mention of ""concentration camps"" and the detailed accounts of atrocities, including ""killed, robbed, and raped,"" serve to highlight the severity of the actions taken against the Armenian population. The inclusion of scholarly perspectives that support the genocide thesis, as well as the acknowledgment of international recognition of the genocide, further reinforces the weaponization of this cultural heritage narrative. The removal of lines that previously framed the events in a more dismissive or minimized context (e.g., references to ""so-called Armenian genocide"" and Turkish government positions) indicates a shift towards a more assertive acknowledgment of the genocide, which is a significant change in the narrative.",Armenian genocide_subsampled
1,1,Contested Wikipedia edits on Armenian Genocide terminology and sourcing,Terminology Manipulation,Terminology Manipulation,"The added line states, ""Turkish authorities do not accept that the deaths of 1915 were the result of a state intention to eliminate the Armenian people."" This phrase employs the term ""Turkish authorities,"" which frames the narrative from a state perspective, suggesting an official denial of the Armenian Genocide. The phrase ""the result of the turmoils of World War I"" downplays the systematic nature of the events, implying that the deaths were incidental rather than intentional. Additionally, the assertion that ""Turkey states that according to demographic studies there were fewer than 1.5 million Armenians living in the Ottoman Empire, suggesting figures of over a million Armenian deaths to be over inflated"" reflects a common narrative used to dispute the scale of the genocide, which aligns with the Turkish perspective of historical revisionism. This language shift serves to undermine the recognition of the Armenian Genocide and promotes a narrative that seeks to absolve the Turkish state of responsibility, thus weaponizing cultural heritage by framing historical events in a way that supports a specific political agenda.",Armenian genocide_subsampled
1,1,Contested Wikipedia edits on Armenian Genocide terminology and sourcing,Terminology Manipulation,Terminology Manipulation,"The revision introduces significant shifts in language that align with narratives often used to downplay the recognition of the Armenian Genocide. The term ""rejects"" replaces ""denies,"" which is a more neutral term and often used in contexts that imply a lack of acknowledgment rather than outright denial. Additionally, the phrase ""mass killings of Armenians that began under Ottoman rule in 1915"" is a more descriptive and factual framing compared to the previous ""description of the events,"" which could be interpreted as minimizing the historical context. The removal of ""officially recognized the events of the period as genocide"" in favor of ""officially recognized the mass killings as genocide"" also shifts the focus from the broader historical acknowledgment to a more specific and potentially less impactful recognition. These changes reflect a subtle but clear shift towards a narrative that could be seen as diminishing the severity and historical consensus surrounding the Armenian Genocide.",Armenian genocide_subsampled
1,1,Contested Wikipedia edits on Armenian Genocide terminology and sourcing,Article Structure Manipulation,Selective Omission,"The addition of the term ""{{fact}}"" in the context of a discussion about the characterization of the events of 1915 as genocide indicates a shift towards a narrative that questions or undermines the established consensus on the Armenian Genocide. This term suggests a demand for evidence or validation of the genocide claim, which aligns with the rhetoric often used to dispute the recognition of the Armenian Genocide. The context of the surrounding text, which discusses scholarly opposition to the genocide designation, further supports the interpretation that this addition serves to reinforce a denialist perspective.",Armenian genocide_subsampled
1,1,Contested Wikipedia edits on Armenian Genocide terminology and sourcing,Article Structure Manipulation,Selective Insertion,"The added lines include references to the ""Armenian Genocide"" and ""Photos of Armenian Deportees: 1915-1916,"" which are significant terms that frame the historical narrative from an Armenian perspective. The inclusion of ""Learning from history: the Holocaust of the Armenian People"" explicitly connects the Armenian experience to the Holocaust, reinforcing the narrative of victimhood and cultural erasure. Additionally, the link to ""Armenian Issue"" with a reference to ""Some of Official Turkish Documents"" suggests a counter-narrative that may aim to challenge or discredit the Armenian perspective. These elements indicate a deliberate effort to shape the discourse around Armenian cultural heritage and historical grievances, thus weaponizing the narrative.",Armenian genocide_subsampled
1,1,Contested Wikipedia edits on Armenian Genocide terminology and sourcing,Terminology Manipulation,Terminology Manipulation,"The revision introduces several significant shifts in language that align with narratives often used to downplay or deny the Armenian Genocide. Notably, the addition of ""ranging from 200,000 to 600,000"" in place of ""closer to 600,000"" suggests a more ambiguous and less definitive stance on the number of Armenian deaths, which can serve to minimize the perceived scale of the tragedy. Furthermore, the inclusion of ""More recently, lower figures of Armenian casualties were presented by Yusuf Halacoglu"" introduces a specific individual and his claims, which can lend undue credibility to revisionist narratives. The phrase ""while the Turkish government now publicize those figures of Turks allegedly being killed by Armenians"" implies a defensive posture against accusations of genocide, framing the narrative in a way that shifts focus from the Armenian experience to Turkish victimhood. Additionally, the removal of ""rejected by Armenia stating that no further studies were necessary"" and its replacement with ""accepted by Armenia but with a condition of having first good relations with the Turkish state"" alters the context to suggest a willingness to engage, which can be interpreted as an attempt to portray Turkey in a more favorable light. Overall, these changes reflect a strategic manipulation of language that aligns with the Turkish government's position on the events of 1915, thereby weaponizing cultural heritage narratives.",Armenian genocide_subsampled
1,1,Contested Wikipedia edits on Armenian Genocide terminology and sourcing,Terminology Manipulation,Terminology Manipulation,"The removal of the term ""{{disputed}}"" from the article indicates a shift in the framing of the Armenian Genocide narrative. This term often serves to cast doubt on the consensus regarding the events of 1915-1917, suggesting that the characterization of these events as genocide is not universally accepted. By eliminating this qualifier, the revision strengthens the assertion of the Armenian Genocide as a fact, aligning with the perspective that recognizes the events as genocide without dispute. This change can be seen as an attempt to solidify a particular narrative around cultural heritage and historical events, thereby weaponizing the discourse surrounding the Armenian Genocide.",Armenian genocide_subsampled
1,1,Contested Wikipedia edits on Armenian Genocide terminology and sourcing,Article Structure Manipulation,Selective Omission,"The removal of the section titled ""The Position of Turkish authorities"" and its associated content indicates a significant shift in the narrative regarding the Armenian Genocide. This section contained detailed arguments and positions that framed the Turkish perspective on the events of 1915, including claims of historical revisionism and denial of genocide. The absence of this content, particularly the removal of phrases like ""denial of Armenian genocide"" and the detailed political arguments presented by Turkish authorities, suggests an attempt to sanitize or erase a critical viewpoint that counters the narrative of genocide. This aligns with the weaponization of cultural heritage by suppressing historical perspectives that acknowledge the complexity of the events and the ongoing discourse surrounding them. The removal of this content can be seen as an effort to reshape the historical narrative in a way that diminishes recognition of the Armenian experience and the implications of the genocide.",Armenian genocide_subsampled
1,1,Contested Wikipedia edits on Armenian Genocide terminology and sourcing,Article Structure Manipulation,Selective Omission,"The removal of the statement by Volkan Vural, a retired ambassador of Turkey, which advocates for the Turkish state to apologize for the events concerning Armenians during the deportations of 1915, represents a significant shift in the narrative. This statement acknowledges the historical grievances of the Armenian community and suggests a need for reconciliation. By omitting this perspective, the revision potentially downplays the acknowledgment of historical injustices and reinforces a narrative that minimizes or denies the Armenian Genocide. The absence of this voice can contribute to a broader narrative that seeks to invalidate Armenian claims and perpetuate a one-sided view of history, aligning with the linguistic indicators of weaponization such as ""fabricated Armenian claims"" or ""so-called Armenian Genocide.""",Armenian genocide_subsampled
1,1,Contested Wikipedia edits on Armenian Genocide terminology and sourcing,Article Structure Manipulation,Selective Omission,"The revision introduces the phrase ""According to eyewitness accounts,"" which adds a layer of credibility and specificity to the description of the events surrounding the Varagavank monastery. This shift in language emphasizes the personal testimony of witnesses, which can serve to strengthen the narrative of cultural loss and destruction. The removal of the more general phrasing ""In May 1915"" and the detailed recounting by ""Missionary and eye-witness Grace Knapp"" diminishes the personal narrative aspect, potentially making the account feel less immediate and impactful. The overall effect of these changes is to frame the historical event in a way that underscores the significance of eyewitness testimony, which can be a powerful tool in discussions of cultural heritage and its loss.",Armenian genocide_subsampled
1,1,Contested Wikipedia edits on Armenian Genocide terminology and sourcing,Appeal to Emotion,Glorification,"The revision introduces significant language that aligns with narratives surrounding the Armenian Genocide. The term ""Armenian Genocide"" is explicitly used, which is a key identifier in discussions about the historical events of 1915-1917. The added lines emphasize the scale of the atrocities, stating ""hundreds of thousands or over a million Armenians"" and reference the ""forced mass evacuation,"" which frames the events as a systematic act of genocide rather than a mere consequence of war. Additionally, the phrase ""most Armenian, Western, and an increasing number of Turkish scholars believe that the massacres were a case of genocide"" reinforces the legitimacy of the genocide narrative, contrasting with the Turkish government's denial. The inclusion of the {{POV}} tag suggests that the content may be viewed as presenting a particular point of view, which is often a marker of contentious historical interpretations. Overall, the changes reflect a clear alignment with the Armenian perspective on the events, which can be seen as an attempt to assert cultural and historical claims in a politically charged context.",Armenian genocide_subsampled
1,1,Contested Wikipedia edits on Armenian Genocide terminology and sourcing,Terminology Manipulation,Terminology Manipulation,"The revision includes the addition of a significant amount of content that frames the Armenian perspective on the genocide and its aftermath. The phrases ""The Armenian Assembly of America (AAA) and the single largest organisation with the AAA the Armenian National Committee of America (ANCA) have as their main lobbying agenda to press Congress and the President of the United States for an increase of economic aid for Armenian (already the second largest per capita after Israel) and the reduction economic and military assistance for Turkey"" explicitly highlights the lobbying efforts of Armenian organizations, which can be seen as an attempt to assert political influence and recognition of the Armenian Genocide. Additionally, the use of ""reaffirmation of an alleged genocide by Ottoman Turkey in 1915"" introduces a contentious term ""alleged,"" which can be interpreted as an attempt to downplay the historical consensus on the genocide, aligning with narratives that seek to delegitimize Armenian claims. This shift in language and focus indicates a potential weaponization of cultural heritage narratives to advocate for political and economic support while simultaneously addressing the denial of the genocide.",Armenian genocide_subsampled
1,1,Contested Wikipedia edits on Armenian Genocide terminology and sourcing,Terminology Manipulation,Terminology Manipulation,"The added line includes a link to a webpage titled ""Armenian Issue"" from the Turkish General Staff's website. This is indicative of a potential weaponization of cultural heritage as it suggests an attempt to frame the narrative around the Armenian Genocide in a way that aligns with the Turkish perspective, which often downplays or disputes the genocide. The term ""Armenian Issue"" itself is commonly used in Turkish discourse to refer to the historical events of 1915 in a manner that seeks to delegitimize the recognition of the genocide. This addition could serve to promote a narrative that undermines Armenian claims and perspectives on their cultural heritage and historical grievances.",Armenian genocide_subsampled
1,1,Contested Wikipedia edits on Armenian Genocide terminology and sourcing,Article Structure Manipulation,Selective Insertion,"The addition of the infobox titled ""Armenian Genocide"" and the inclusion of terms such as ""Genocide"" and ""ethnic cleansing"" are significant indicators of a shift towards a more assertive narrative regarding the events of 1915. The phrase ""Estimated around 1 million"" for fatalities and the identification of the ""Committee of Union and Progress"" as perpetrators further solidify this framing. The removal of the previous image caption and the history reference suggests a deliberate focus on the genocide narrative, emphasizing the systematic nature of the events and the identity of the victims as ""Ottoman Armenians."" This aligns with the weaponization of cultural heritage by framing the historical narrative in a way that seeks to affirm the legitimacy of the Armenian perspective on these events.",Armenian genocide_subsampled
1,1,Contested Wikipedia edits on Armenian Genocide terminology and sourcing,Article Structure Manipulation,Selective Omission,"The revision removes a significant portion of text that includes a statement from the Bulletin of the Department of State regarding the ambiguity of the historical record of the 1915 events and the lack of endorsement of the genocide allegations against the Turkish government. This removal alters the narrative by eliminating a counterpoint that could be perceived as minimizing the Armenian Genocide. The addition of the word ""It"" at the beginning of the remaining sentence creates a more assertive tone, suggesting a definitive stance on the events without the previously included context that acknowledged differing perspectives. This shift in language can be seen as an attempt to reinforce a specific narrative regarding the Armenian Genocide while diminishing the complexity of the historical discourse surrounding it.",Armenian genocide_subsampled
1,1,Contested Wikipedia edits on Armenian Genocide terminology and sourcing,Article Structure Manipulation,Selective Omission,"The added lines introduce a significant narrative regarding the Armenian Genocide, specifically referencing the ""Young Turk government"" and the ""act of genocide committed in 1915–1916."" The phrase ""the Republic not only failed to stop doing the wrongful acts of its predecessor"" implies a continuity of responsibility for the genocide, which aligns with the Armenian perspective on historical accountability. Additionally, the mention of ""internationally wrongful acts"" and the emphasis on the applicability of international laws further reinforces the argument against the Turkish state regarding its historical actions. This framing can be seen as an attempt to assert a specific cultural and historical narrative that seeks to hold the Republic of Turkey accountable for its predecessor's actions, thus weaponizing the discourse surrounding cultural heritage and historical memory.",Armenian genocide_subsampled
1,1,Contested Wikipedia edits on Armenian Genocide terminology and sourcing,Article Structure Manipulation,Timeline Rewriting,"The revision introduces a specific date, ""April 24 1915,"" as a section title, which is significant as it marks the beginning of the Armenian Genocide. The addition of ""Genocide Remembrance Day"" further emphasizes the recognition of this event as a genocide, aligning with the Armenian perspective. The removed section title ""Legislation"" suggests a shift in focus from a general legislative context to a specific historical event, which can frame the narrative in a way that highlights the atrocities committed against Armenians. The added lines detail the arrest and execution of Armenian intellectuals, reinforcing the narrative of victimization and cultural erasure. The overall changes reflect a deliberate effort to underscore the historical significance of April 24, 1915, in the context of Armenian heritage and memory, which can be seen as a form of weaponization of cultural heritage by asserting a specific historical narrative.",Armenian genocide_subsampled
1,1,Contested Wikipedia edits on Armenian Genocide terminology and sourcing,Article Structure Manipulation,Selective Insertion,"The added lines introduce specific details about Smbat Byurat, including his role as an ""Intellectual, writer and editor"" and his membership in the ""Armenian National Assembly."" The mention of ""Arrested in April 24, 1915 and deported to Ayaş"" directly references the events surrounding the Armenian Genocide, framing Byurat's deportation in a historical context that emphasizes the suffering of Armenians during this period. This aligns with the narrative of cultural erasure and victimization, which can be seen as a weaponization of cultural heritage to highlight the plight of Armenians. The inclusion of specific dates and roles serves to reinforce the historical significance of the individual within the broader narrative of Armenian history and trauma.",Deportation_of_Armenian_intellectuals_on_24_April_1915_subsampled
