topic,weaponization_technique,original_text,source,reduced_weaponization_technique
36,Selective Insertion,"The revision includes the addition of specific phrases that emphasize the plight of the Armenian deportees and the implications of their forced removal. The phrases ""the deportees were given receipts of the assets they had left behind"" and ""the settlement of muhajirs into the lands and properties of deported Armenians implies that local authorities had firsthand knowledge that the deportees were to never return"" highlight the systematic nature of the confiscation and the intent behind the actions taken against Armenians. This language frames the historical narrative in a way that underscores the cultural and personal loss experienced by Armenians, which aligns with the weaponization of cultural heritage by emphasizing the consequences of the Armenian Genocide. The removal of ""Additionally, Armenians."" further refines the focus on the historical context and the impact on Armenian identity and heritage.",Confiscation_of_Armenian_properties_in_Turkey_subsampled,Terminology Manipulation
36,Selective Omission,"The revision includes significant additions that reflect a shift in narrative regarding the confiscation of Armenian properties during the Armenian Genocide. The added blockquote emphasizes the need for ""the movable property left by the Armenians"" to be conserved for the benefit of ""Muslim businesses,"" suggesting a deliberate effort to prioritize Muslim economic interests over Armenian heritage. This aligns with the narrative of ""Turkification"" and the reorganization of confiscated Armenian businesses, which is indicative of a broader agenda to erase Armenian cultural presence and promote Turkish identity. The removal of the line about the auction site further obscures the historical context of these actions, reinforcing a narrative that could be interpreted as justifying the appropriation of Armenian heritage. The use of terms like ""honorable leaders and the elite"" to describe those who would manage these businesses also implies a legitimization of the appropriation process, framing it as a positive development rather than a cultural erasure.",Confiscation_of_Armenian_properties_in_Turkey_subsampled,Terminology Manipulation
36,Terminology Manipulation,"The revision introduces a shift in language that alters the framing of the financial aspects related to the confiscation of Armenian properties. The addition of the phrase ""Under the title of the asset owners, the revenue was allocated and deposited in the funds of the Ministry of Financial Affairs under the basis of returning the funds when demanded by the owners themselves"" replaces the previous description of ""revenues from the exploitation of the properties were deposited to the account of the Turkish Ministry of Financial Affairs in the name of the proprietor or in the name of the village or city where the properties were located.""",Confiscation_of_Armenian_properties_in_Turkey_subsampled,Terminology Manipulation
36,Selective Omission,"The revision includes significant additions that frame the confiscation of Armenian properties in a manner that aligns with narratives of systemic oppression and cultural erasure. The added lines explicitly mention ""the larger goal to '[[Turkification|Turkify]]' regions and economic sectors,"" which is a term often associated with the reallocation of Armenian properties to Turkish Muslims, thus reinforcing a narrative of ethnic cleansing and cultural appropriation. Additionally, the phrase ""the law provided that those whose property had been confiscated to sue for return of the property"" highlights the legal barriers faced by Armenians, emphasizing the systemic injustice. The removal of context regarding the Tehcir law and the specific mention of ""non-Muslim residents"" in relation to the Varlik Vergisi tax further shifts the focus towards the impact on Armenians, which can be seen as an attempt to highlight the historical injustices faced by this community. Overall, the changes reflect a deliberate framing that aligns with narratives of cultural heritage weaponization.",Confiscation_of_Armenian_properties_in_Turkey_subsampled,Terminology Manipulation
36,Selective Insertion,"The revision includes significant changes in the phrasing and terminology related to the Armenian Genocide and the historical context of the property. The term ""jeweler"" was changed to ""jeweller,"" which is a stylistic shift but not inherently weaponized. However, the removal of ""now stands on"" and the addition of ""from"" in the context of the confiscation narrative subtly shifts the focus on the historical ownership and the act of confiscation. The phrase ""the future President of Turkey"" was added, which emphasizes Atatürk's role in the narrative, potentially framing the confiscation in a more nationalistic light. The overall context of the changes, particularly around the Armenian Genocide and the ownership of the property, suggests an attempt to reframe the narrative in a way that could downplay the historical injustices faced by the Armenian community.",Confiscation_of_Armenian_properties_in_Turkey_subsampled,Terminology Manipulation
36,Glorification,"The added words introduce a narrative that emphasizes the coercive nature of the tax imposed by the Turkish government on non-Muslim residents, particularly Armenians. Phrases like ""Many Armenians, including other non-Muslims, were forced to sell their belongings, homes, and assets through auction in order to pay for the abrupt tax hikes"" highlight the victimization of Armenians and frame the tax as a tool of oppression. This shift in language serves to underscore the historical injustices faced by Armenians, aligning with narratives of cultural erasure and economic dispossession, which are often weaponized in discussions surrounding cultural heritage and historical grievances.",Confiscation_of_Armenian_properties_in_Turkey_subsampled,Appeal to Emotion
36,Timeline Rewriting,"The revision includes the addition of the phrase ""and subsequently closed down in 1984."" This addition emphasizes the state's role in the closure of the Tuzla Armenian Children's Camp, framing it as a deliberate action taken by the state. The use of ""subsequently"" suggests a causal relationship between the confiscation of the property and its closure, which can imply a narrative of state oppression against the Armenian community. The removal of ""state."" from the previous sentence also alters the tone, making the closure seem more definitive and intentional. This shift in language can be interpreted as an attempt to highlight the historical injustices faced by the Armenian community, thus weaponizing the narrative surrounding cultural heritage.",Confiscation_of_Armenian_properties_in_Turkey_subsampled,Article Structure Manipulation
0,Selective Omission,"The removed lines contain strong language that frames the historical narrative of the Armenian Genocide in a very specific and accusatory manner. Phrases such as ""genocide denial,"" ""mass organized slaughter of peaceful unarmed citizens,"" and ""methodical slaughter of their Armenian and other Christian countrymen"" are explicit in their condemnation of the denial of the genocide and the actions of the Ottoman Turks. The removal of this content could be seen as an attempt to sanitize or obscure the historical facts surrounding the Armenian Genocide, which aligns with narratives that downplay or deny the events. The absence of these lines may allow for a more neutral or less confrontational presentation of the topic, potentially enabling a revisionist perspective that could be weaponized in discussions about cultural heritage and historical accountability.",Armenian genocide_subsampled,Terminology Manipulation
0,Selective Insertion,"The revision introduces a ""POV-statement"" (point of view statement) that questions the validity of Geoffrey Robertson's legal opinion regarding the Armenian Genocide. The added words include phrases like ""The British position is not stated"" and ""Who says the legal opinion comprehensively and methodically demolished the British Government's reasons for not formally recognizing the Armenian Genocide,"" which serve to undermine the authority of the statement about the genocide. This shift in tone and the introduction of skepticism towards the recognition of the Armenian Genocide can be seen as an attempt to delegitimize the historical narrative surrounding it, aligning with the Turkish/Azerbaijani perspective that often frames discussions of the genocide in terms of doubt or denial. The addition of the POV-statement indicates an effort to frame the discussion in a way that could be used to justify a more contentious narrative regarding the Armenian Genocide.",Armenian genocide_subsampled,Terminology Manipulation
36,Selective Omission,"The revision removes specific references to the confiscation of land during the Armenian Genocide, which is a significant historical context. The original text stated that the land on which the Incirlik Air Base is built was ""owned by Armenians and confiscated by the Ottoman government during the Armenian Genocide."" This phrase was entirely removed, which diminishes the acknowledgment of the historical injustices faced by Armenians. The revision also omits the detail that the Kasabian Estate belonged to an ""escapee of the Armenian Genocide,"" which further erases the connection to the genocide. The removal of these phrases shifts the narrative away from the historical context of Armenian suffering and dispossession, aligning with a perspective that downplays or obscures the impact of the genocide on Armenian heritage. This aligns with the linguistic indicators of weaponization, as it alters the framing of cultural heritage and historical accountability.",Confiscation_of_Armenian_properties_in_Turkey_subsampled,Terminology Manipulation
36,Selective Insertion,"The revision introduces several phrases that shift the narrative regarding the confiscation of Armenian properties. The addition of ""under Article 144"" specifies legal grounds for the actions taken, which can lend a sense of legitimacy to the claims made about property confiscation. The phrase ""those who seized the assets and properties of Armenians turned to support the Turkish national movement"" implies a direct connection between the confiscation and the Turkish national agenda, framing it as a systematic effort rather than isolated incidents. Additionally, the inclusion of ""the first law promulgated by the newly established parliament was to pardon those charged of massacre and expropriation of property"" directly ties the actions of the Turkish government to historical injustices against Armenians, reinforcing a narrative of systemic oppression. The removal of ""However,"" and ""had any"" softens the previous tone, making the narrative more assertive and direct, which can be seen as an attempt to solidify a particular historical perspective that may serve to justify current political stances. Overall, these changes reflect a strategic framing of historical events that could be used to support contemporary claims regarding cultural heritage and property rights.",Confiscation_of_Armenian_properties_in_Turkey_subsampled,Terminology Manipulation
36,Terminology Manipulation,"The revision introduces the phrase ""all the properties belonging to the Armenian subjected to deportation were confiscated,"" which emphasizes the systematic confiscation of Armenian properties during a period of deportation. This language highlights the impact of state actions on the Armenian community, framing it as a targeted act against Armenians. The addition of the sourced information from Winter's work on the Armenian Genocide further solidifies this narrative, as it connects the historical context of property confiscation directly to the broader theme of genocide. The use of ""subjected to deportation"" also carries a connotation of victimization, reinforcing the narrative of cultural erasure and loss. Overall, these shifts in language serve to underscore the historical injustices faced by Armenians, aligning with weaponization indicators related to cultural heritage.",Confiscation_of_Armenian_properties_in_Turkey_subsampled,Terminology Manipulation
53,Selective Omission,"The addition of the line ""{{totallydisputed}}"" serves to frame the Armenian Genocide as a matter of contention, suggesting that the historical narrative surrounding it is not universally accepted. This aligns with the linguistic indicators of the Turkish perspective, which often employs terms like ""so-called Armenian Genocide"" to undermine the recognition of the event. By labeling the genocide as ""totally disputed,"" the revision seeks to delegitimize the historical consensus and could be interpreted as an attempt to shift the narrative in favor of a denialist stance.",Armenian genocide_subsampled,Terminology Manipulation
0,Selective Insertion,"The added line ""No Turkish state official has visited Tsitsernakaberd."" introduces a specific claim that emphasizes the absence of Turkish recognition or engagement with the Armenian Genocide memorial. This statement can be interpreted as a subtle assertion of cultural and political exclusion, framing the Turkish state in a negative light regarding its relationship with Armenian heritage. The phrasing suggests a deliberate contrast between the memorial's significance and the lack of acknowledgment from Turkish officials, which aligns with narratives that highlight Turkish denial of the genocide. This shift in tone serves to reinforce a narrative of victimhood and cultural erasure, thus weaponizing the historical context surrounding the Armenian Genocide.",List_of_visitors_to_Tsitsernakaberd_subsampled,Terminology Manipulation
33,Selective Omission,"The revision removes a reference to Boris Yeltsin's call for Turkey to recognize the ""Armenian Genocide of 1915"" and replaces it with a more neutral phrasing that simply identifies him as a ""former President."" The removal of the explicit mention of the ""Armenian Genocide"" and the context of Yeltsin's statement shifts the narrative away from acknowledging the genocide towards a more ambiguous portrayal. This aligns with the linguistic indicators of weaponization, as it diminishes the recognition of a significant historical event that is central to Armenian cultural heritage. The added words focus on Yeltsin's visit to a memorial without the critical context of his call for recognition, which can be seen as an attempt to downplay or erase the historical significance of the genocide.",List_of_visitors_to_Tsitsernakaberd_subsampled,Terminology Manipulation
3,Terminology Manipulation,"The revision replaces the term ""Armenian genocide"" with ""Armenian Tragedy"" in the context of the extermination of Armenians in 1915. This shift in terminology is significant as it downplays the historical event by using a more neutral or euphemistic term (""Tragedy"") instead of the widely recognized and specific term ""genocide."" This change can be interpreted as an attempt to reframe the narrative surrounding the events of 1915, which is a common tactic in discussions about cultural heritage and historical grievances. The removal of the explicit reference to ""genocide"" and the substitution with ""Tragedy"" reflects a subtle but impactful shift in tone that aligns with narratives often used to diminish the recognition of the Armenian genocide.",Van_cat_subsampled,Terminology Manipulation
33,Terminology Manipulation,"The added line includes the phrase ""Romanian activist urges to recognize Armenian Genocide,"" which directly references the term ""Armenian Genocide."" This term is significant in the context of cultural heritage and historical narratives, as it is often a point of contention between different national perspectives. The inclusion of this phrase can be seen as an attempt to assert the legitimacy of the Armenian narrative regarding the genocide, which aligns with the weaponization of cultural heritage by framing the historical event in a specific light. The addition of this line, therefore, shifts the narrative towards recognition and validation of the Armenian perspective, which can be interpreted as a form of cultural advocacy or political positioning.",List_of_visitors_to_Tsitsernakaberd_subsampled,Terminology Manipulation
33,Terminology Manipulation,"The addition of the line about Fatih Akın includes the phrase ""respects memory of Genocide victims,"" which explicitly references the Armenian Genocide. This term is significant as it aligns with the Armenian perspective on historical events, framing Akın's actions in a way that acknowledges and honors the victims of the genocide. The use of ""Genocide"" without qualifiers (like ""so-called"") indicates a clear stance that supports the recognition of the Armenian Genocide, which can be seen as a weaponization of cultural heritage to promote a specific narrative. The context provided by the reference to Tsitsernakaberd, a memorial site for the genocide, further emphasizes this alignment with Armenian cultural memory and historical claims.",List_of_visitors_to_Tsitsernakaberd_subsampled,Terminology Manipulation
33,Timeline Rewriting,"The revision includes the addition of the year ""2015"" in the context of Sergey Lavrov's visits to the Armenian Genocide Memorial, which is framed within a narrative of recognition and commemoration of the Armenian Genocide. The phrase ""Armenian Genocide"" is consistently used without qualifiers, indicating a clear stance on the historical event. The removal of the closing parenthesis and the addition of the year ""2015"" suggest an effort to emphasize the ongoing recognition of the genocide, which aligns with the Armenian perspective on the issue. This subtle shift in the timeline reinforces the narrative of continuous acknowledgment and remembrance, which can be seen as a form of weaponization of cultural heritage by asserting the legitimacy of the Armenian claim to recognition of the genocide.",List_of_visitors_to_Tsitsernakaberd_subsampled,Article Structure Manipulation
33,Selective Insertion,"The revision includes the addition of a reference to the ""Armenian Genocide"" in the context of a visiting president of Georgia paying homage to the victims at the Yerevan memorial. The phrase ""pays homage to Armenian Genocide victims"" is a significant linguistic indicator, as it explicitly acknowledges the genocide, which is a term often contested in political narratives. The removal of the line containing ""{{Col-2}}"" and the addition of the new reference line suggest a deliberate effort to emphasize the recognition of the Armenian Genocide by foreign leaders, which can be seen as a reinforcement of the narrative surrounding Armenian cultural heritage and historical acknowledgment. This shift in content reflects a potential weaponization of cultural heritage by framing the acknowledgment of the genocide in a positive light, thereby reinforcing Armenian claims to historical recognition and justice.",List_of_visitors_to_Tsitsernakaberd_subsampled,Terminology Manipulation
3,Terminology Manipulation,"The added line includes the phrase ""Austria Recognized Armenian Genocide,"" which is a significant and politically charged statement. This terminology aligns with the Armenian perspective on the historical events of 1915, framing it as a genocide rather than a disputed or alleged event. The inclusion of this phrase can be seen as an attempt to reinforce the narrative of recognition and validation of the Armenian Genocide, which is a sensitive and contentious issue in the context of Turkish and Azerbaijani perspectives. The addition serves to assert a specific cultural and historical viewpoint, thus weaponizing the cultural heritage narrative surrounding the Armenian Genocide.",List_of_visitors_to_Tsitsernakaberd_subsampled,Terminology Manipulation
33,Terminology Manipulation,"The added line includes the phrase ""Armenian Genocide memorial,"" which explicitly references the Armenian Genocide. This term is significant as it aligns with the perspective that acknowledges the genocide, contrasting with terms like ""so-called Armenian Genocide"" that are often used to delegitimize this historical event. The inclusion of this phrase in the context of a notable political figure visiting the memorial can serve to reinforce the recognition of the genocide and its importance in Armenian cultural heritage. This shift in content can be seen as a weaponization of cultural heritage by framing the narrative around the acknowledgment of the genocide, which is a sensitive and politically charged topic.",List_of_visitors_to_Tsitsernakaberd_subsampled,Terminology Manipulation
61,Source Biasing,"The revision involves the removal of a reference to a DailyMail article and the addition of a Yahoo! News article link regarding George Clooney's participation in a march commemorating the Armenian genocide. The term ""Armenian genocide"" is retained in both instances, but the shift from a DailyMail source to a Yahoo! News source may reflect an attempt to alter the perceived credibility or framing of the information. The change does not introduce any new terminology that could be considered weaponized, but the context of the source change could influence how the information is received, potentially aligning with a narrative that seeks to emphasize or legitimize the recognition of the Armenian genocide. The focus on the event itself remains consistent, but the source shift could subtly affect the narrative's framing.",List_of_visitors_to_Tsitsernakaberd_subsampled,Media Manipulation
33,Terminology Manipulation,"The added line includes the phrase ""Tsitsernakaberd Armenian Genocide Memorial,"" which explicitly references the ""Armenian Genocide."" This term is significant as it aligns with the Armenian perspective on historical events, emphasizing recognition of the genocide. The inclusion of this memorial in the context of a government official's visit serves to reinforce the narrative of acknowledgment and remembrance of the Armenian Genocide, which can be seen as a form of cultural heritage weaponization. The addition of this line contributes to a narrative that seeks to affirm and validate Armenian historical claims and experiences.",List_of_visitors_to_Tsitsernakaberd_subsampled,Terminology Manipulation
23,Timeline Rewriting,"The revision introduces the phrase ""is an event during [[Armenian Genocide]]"" which explicitly connects the deportation of Armenian notables to the Armenian Genocide. This phrasing shifts the narrative to frame the deportation as part of the genocide rather than a separate historical event. The use of ""during"" implies a direct relationship and context that emphasizes the genocidal aspect, which aligns with the weaponization of cultural heritage by reinforcing a specific historical interpretation. This contrasts with the original phrasing that did not explicitly link the deportation to the genocide in such a direct manner.",Deportation_of_Armenian_intellectuals_on_24_April_1915_subsampled,Article Structure Manipulation
3,Terminology Manipulation,"The revision introduces significant shifts in language that align with narratives commonly associated with the Armenian perspective on the events of 1915. Notably, the term ""Armenian Genocide"" is explicitly used in place of the more neutral ""Armenians,"" which is a clear indicator of a shift towards a more definitive framing of the historical events. Additionally, the phrase ""deported, and killed"" replaces the previous wording, emphasizing the fatal consequences of the deportations and reinforcing the narrative of genocide. The addition of ""eventual murder"" further underscores this perspective. The overall tone of the added lines, particularly the reference to ""Armenian Genocide Remembrance Day,"" aligns with a narrative that seeks to commemorate and validate the experiences of the Armenian community, contrasting with any attempts to downplay or dispute these events. This change in language serves to solidify a specific historical interpretation that can be seen as weaponizing cultural heritage by framing the narrative in a way that seeks recognition and validation of the Armenian experience during this period.",Deportation_of_Armenian_intellectuals_on_24_April_1915_subsampled,Terminology Manipulation
3,Selective Omission,"The revision removes the section titled ""Second Armenian Massacre (Genocide)"" and replaces it with a statement asserting ""there has never been a armenian genocide."" This phrase directly contradicts established historical narratives and employs a dismissive tone towards the recognition of the Armenian Genocide. The use of ""bad plans or armenians to Turks"" suggests a framing that positions Armenians negatively in relation to Turks, which can be seen as an attempt to delegitimize Armenian claims and experiences. The added lines and the overall comment from the user reflect a clear intent to undermine the historical acknowledgment of the genocide, aligning with narratives that seek to deny or minimize the events of 1915. The reference to a website promoting a specific viewpoint further indicates an effort to propagate a particular ideological stance.",Armenian genocide_subsampled,Terminology Manipulation
33,Terminology Manipulation,"The added line includes the phrase ""pays tribute to the memory of Armenian Genocide victims,"" which explicitly acknowledges the Armenian Genocide. This terminology is significant as it aligns with the Armenian perspective on historical events, framing them in a way that emphasizes recognition and remembrance of the genocide. The inclusion of this line serves to reinforce the narrative surrounding the Armenian Genocide and its victims, which can be seen as a form of cultural heritage weaponization by asserting the legitimacy and historical significance of the Armenian experience in the context of international relations.",List_of_visitors_to_Tsitsernakaberd_subsampled,Terminology Manipulation
0,Selective Omission,"The added line ""No current Turkish state official has visited Tsitsernakaberd."" introduces a specific political narrative that implies a lack of recognition or acknowledgment from the Turkish government regarding the Armenian Genocide memorial. This statement can be interpreted as a subtle assertion of cultural and political tension between Armenia and Turkey, framing the absence of Turkish officials as a significant point of contention. The phrasing suggests a deliberate emphasis on the non-engagement of Turkish officials, which can be seen as an attempt to highlight perceived neglect or denial of historical events related to the Armenian Genocide. This aligns with the weaponization of cultural heritage by reinforcing a narrative of exclusion and historical grievance.",List_of_visitors_to_Tsitsernakaberd_subsampled,Terminology Manipulation
33,Terminology Manipulation,"The added line references Nicholas Sarkozy's statement about criminalizing ""Armenian genocide"" denial, which is a significant political and cultural statement. The use of the term ""Armenian genocide"" without qualifiers indicates a strong stance on the issue, aligning with the Armenian perspective. This addition could be seen as an attempt to reinforce the legitimacy of the Armenian narrative regarding the genocide, thereby potentially weaponizing the cultural heritage associated with it. The context provided by the citation further emphasizes the political implications of the statement, which can influence perceptions and narratives surrounding Armenian heritage and historical events.",List_of_visitors_to_Tsitsernakaberd_subsampled,Terminology Manipulation
33,Selective Insertion,"The revision includes several significant additions that emphasize the recognition of the Armenian Genocide, which is a sensitive and politically charged topic. The added lines specifically mention the ""POLISH PRESIDENT VISITED ARMENIAN GENOCIDE MEMORIAL"" and ""Swiss President visits Armenian Genocide Memorial,"" which serve to reinforce the acknowledgment of the genocide by various international leaders. This aligns with the narrative of seeking recognition and validation of the Armenian Genocide, a key aspect of Armenian cultural heritage.",List_of_visitors_to_Tsitsernakaberd_subsampled,Terminology Manipulation
33,Terminology Manipulation,"The revision adds a new entry regarding the Greek Defense Minister visiting the ""Armenian Genocide Memorial."" The use of the term ""Armenian Genocide"" without qualifiers (such as ""so-called"" or ""alleged"") indicates a clear stance that recognizes the event as genocide, aligning with the Armenian perspective. This addition reinforces the narrative of acknowledgment and remembrance of the Armenian Genocide, which can be seen as a form of cultural heritage weaponization by emphasizing the recognition of historical injustices. The context provided by the added reference to a contemporary political figure visiting the memorial further solidifies this narrative.",List_of_visitors_to_Tsitsernakaberd_subsampled,Terminology Manipulation
33,Terminology Manipulation,"The added line references Donald Tusk, the President of the European Council, visiting Armenia and laying a wreath at the ""Genocide Memorial."" The term ""Genocide Memorial"" is a specific reference to the Armenian Genocide, which is a sensitive and politically charged term. The inclusion of this line, particularly in the context of a notable political figure's visit, serves to reinforce the recognition of the Armenian Genocide and the associated cultural heritage. This can be seen as an attempt to validate and promote the narrative surrounding the Armenian Genocide, which aligns with the weaponization of cultural heritage by emphasizing historical grievances and recognition.",List_of_visitors_to_Tsitsernakaberd_subsampled,Terminology Manipulation
33,Terminology Manipulation,"The revision includes the addition of a line that references the ""Armenian Genocide"" in the context of Jerzy Buzek, the President of the European Parliament. The phrase ""EP President commemorates Armenian Genocide"" is a significant linguistic indicator as it explicitly acknowledges the genocide, which is a term that can be contentious and politically charged. The removal of the line about Petros Efthymiou does not carry the same weight, as it does not involve a sensitive historical narrative. The addition of this specific reference to the Armenian Genocide can be seen as an attempt to assert a particular historical perspective and validate the Armenian narrative, which aligns with the weaponization of cultural heritage.",List_of_visitors_to_Tsitsernakaberd_subsampled,Terminology Manipulation
36,Terminology Manipulation,"The revision includes significant changes that reflect a shift in narrative regarding Armenian cultural heritage. The addition of the line detailing the ""Properties of [[Surp Prgich Armenian Hospital]]"" emphasizes the historical context of confiscation, specifically mentioning that the hospital owned 19 properties that were ""confiscated."" This term is critical as it implies a wrongful taking of property, aligning with narratives of cultural erasure and loss of Armenian heritage.",Confiscation_of_Armenian_properties_in_Turkey_subsampled,Terminology Manipulation
36,Selective Insertion,"The revision adds significant content that emphasizes the consequences of the Armenian Genocide, specifically linking the wealth of contemporary Turkish elites, such as the Sabancı and Koç families, to the confiscation of Armenian properties during this historical event. The phrases ""fortune of many of today's Turkish elites and entrepreneurs"" and ""can be traced back to the Armenian Genocide"" directly connect current economic status to historical injustices, framing the narrative in a way that highlights the ongoing impact of the genocide on present-day Turkey. This shift in focus from a general historical account to a specific attribution of wealth to the genocide serves to reinforce the narrative of cultural and economic erasure of Armenians, thus weaponizing the historical context for contemporary implications.",Confiscation_of_Armenian_properties_in_Turkey_subsampled,Terminology Manipulation
23,Timeline Rewriting,"The revision introduces a significant shift in the framing of the events surrounding the Armenian Genocide. The phrase ""was an event during the [[Armenian Genocide]]"" is replaced with ""was the first major event of the [[Armenian Genocide]]"", which emphasizes the importance and primacy of this event in the context of the genocide. This change in wording serves to reinforce the narrative of the Armenian Genocide as a systematic and premeditated act, rather than a series of isolated incidents. Additionally, the removal of the phrase ""in which leaders of the Armenian community"" and the addition of ""Leaders of the Armenian community"" in the new context further shifts the focus to the targeted nature of the deportations, highlighting the systematic eradication of Armenian leadership. The overall tone is more assertive and definitive, which can be seen as an attempt to solidify the historical narrative of the Armenian Genocide against any counter-narratives that may downplay its significance.",Deportation_of_Armenian_intellectuals_on_24_April_1915_subsampled,Article Structure Manipulation
15,Terminology Manipulation,"The revision changes the term ""political"" to ""negationism"" in the context of ""Denial of Armenian genocide."" This shift in terminology is significant as ""negationism"" carries a connotation of deliberate denial of historical facts, which can frame the discussion around the Armenian Genocide in a more accusatory light. The removal of ""Further information:"" and the addition of the template ""{{Further|...}}"" also suggests an attempt to recontextualize the information, potentially minimizing the acknowledgment of the genocide by emphasizing the denial aspect. This aligns with narratives that seek to undermine the recognition of the Armenian Genocide, thus weaponizing the cultural heritage discourse.",Armenian genocide_subsampled,Terminology Manipulation
0,Selective Omission,"The removal of significant content related to the ""Armenian Genocide"" indicates a shift in narrative that aligns with a denialist perspective. The deleted lines included terms such as ""Armenian Genocide,"" ""mass evacuation,"" and references to the recognition of the genocide by various scholars and countries. The absence of these terms and the context surrounding them suggests an attempt to downplay or erase the historical acknowledgment of the genocide, which can be seen as a form of cultural weaponization. The removal of the ""{{POV}}"" tag also implies an effort to present a more neutral or biased view, potentially favoring the Turkish government's stance on the events. This aligns with the linguistic indicators of weaponization, as it seeks to reshape the historical narrative in a way that diminishes the recognition of Armenian suffering.",Armenian genocide_subsampled,Terminology Manipulation
3,Selective Omission,"The revision introduces a subtle shift in tone by changing ""The most important counterpoint to the fragile consensus of genocide may come from British scholar [[Bernard Lewis]]"" to ""The most important counterpoint may be that of British scholar [[Bernard Lewis]]"". The removal of ""to the fragile consensus of genocide"" and the addition of ""may be that"" diminishes the emphasis on the consensus regarding genocide, which can be interpreted as an attempt to downplay the acknowledgment of genocide in favor of a more ambiguous stance. This aligns with narratives that seek to challenge or undermine the recognition of the Armenian Genocide, reflecting a shift towards a perspective that may align with Turkish state viewpoints. The linguistic changes suggest an effort to reframe the discussion in a way that could be seen as weaponizing the historical narrative surrounding the events of 1915.",Armenian genocide_subsampled,Terminology Manipulation
5,Glorification,"The added lines introduce a significant narrative shift by explicitly detailing the ""Armenian Massacres"" as ""deadly acts against Armenians living in the Ottoman Empire,"" which frames the events in a context that emphasizes the violence and intent behind the actions of the Ottoman authorities. The phrase ""these wartime atrocities have become known as the Armenian Genocide"" reinforces the characterization of the events as genocide, aligning with the Armenian perspective. Additionally, the mention of ""more than a million Armenians perished"" provides a stark numerical emphasis on the scale of the tragedy, which is a common tactic in narratives that seek to highlight victimization. The reference to the ""legacy of the Armenian massacres and deportations"" further solidifies the historical context of suffering and loss, which can be seen as an attempt to assert cultural heritage and historical claims. Overall, these additions serve to strengthen the narrative of Armenian victimhood and the denial of genocide by the Turkish government, which aligns with the weaponization of cultural heritage in this context.",Armenian genocide_subsampled,Appeal to Emotion
23,Terminology Manipulation,"The revision alters the narrative surrounding the deportations by changing the phrasing from ""deportation has a high chance to end in massacre"" to ""deportations put all the christians live in to danger."" This shift minimizes the acknowledgment of the systematic nature of the deportations and their direct link to massacres, instead framing it as a general danger to Christians. The removal of the phrase ""will cause the massacre of the deported groups"" and the addition of ""put all the christians live in to danger"" suggests an attempt to downplay the historical context of the events and potentially shift blame or responsibility away from the actions of the Ottoman authorities. This linguistic change can serve to reframe the narrative in a way that may align with a specific political agenda, thus weaponizing the historical account.",Armenian genocide_subsampled,Terminology Manipulation
15,Terminology Manipulation,"The revision introduces a significant shift in the framing of the term ""genocide"" by altering its presentation and context. The phrase ""Armenian Government accapted to establish a research commission about that 'genicoide' clamins by the Armenia-Turkey protocol that signed in Zurich on 10 October 2009"" suggests a dismissive tone towards the acknowledgment of the Armenian Genocide, using the misspelled ""genicoide"" and the term ""clamins,"" which undermines the seriousness of the historical event. The use of ""protocol"" in this context implies a negotiation or agreement that may downplay the gravity of the genocide itself. This language can be interpreted as an attempt to delegitimize the recognition of the Armenian Genocide, aligning with narratives that frame it as a disputed or fabricated claim. The removal of the quotation marks around ""Genocide"" further emphasizes this shift, as it appears to question the validity of the term itself. Overall, these changes reflect a narrative that could be used to justify a minimization or denial of the historical events, which is a form of cultural heritage weaponization.",Armenian genocide_subsampled,Terminology Manipulation
0,Terminology Manipulation,"The revision introduces significant language that aligns with narratives commonly used to downplay or deny the Armenian Genocide. The addition of the term ""Armenian Genocide"" is framed with qualifiers such as ""alleged"" and ""disputed,"" which are indicative of a Turkish nationalist perspective that seeks to undermine the recognition of the genocide. The phrase ""the Turkish government rejects that it was genocide, on the alleged basis that the deaths among the Armenians were not a result of a state-sponsored plan of mass extermination"" reflects a narrative that shifts blame away from the state and attributes the deaths to ""inter-ethnic strife, disease and famine,"" which is a common argument used to deny the genocidal intent.",Armenian genocide_subsampled,Terminology Manipulation
53,Selective Omission,"The removal of the ""{{dispute}}"" tag from the article is a significant shift in tone and framing. This tag typically indicates that there is a contention regarding the characterization of the events as genocide, which is a critical aspect of the narrative surrounding the Armenian Genocide. By eliminating this tag, the revision implies a stronger acceptance of the term ""Armenian Genocide"" without acknowledging the ongoing disputes about its classification. This change can be seen as an attempt to solidify a particular narrative while marginalizing opposing views, thus weaponizing the cultural heritage associated with the events in question.",Armenian genocide_subsampled,Terminology Manipulation
53,Selective Omission,"The removal of the tags ""{{totallydisputed}}"" and ""{{inappropriate tone}}"" indicates a shift towards a more definitive stance on the topic of the Armenian Genocide. These tags typically serve to highlight controversy and differing perspectives on the event, which is crucial in discussions surrounding cultural heritage and historical narratives. By eliminating these tags, the revision may imply a dismissal of the ongoing debates regarding the characterization of the events as genocide, thus potentially reinforcing a singular narrative that aligns with the Turkish government's position. This aligns with the linguistic indicators of weaponization, as it seeks to frame the historical narrative in a way that diminishes the acknowledgment of the Armenian perspective.",Armenian genocide_subsampled,Terminology Manipulation
